,id_start_el,id_end_el,id_start_ah,id_end_ah,t_start_el,t_end_el,t_start_ah,t_end_ah,pos_start_el,pos_end_el,pos_start_ah,pos_end_ah,amp_el,amp_ah,peak_vel_el,peak_vel_ah,subject,task,trial,corr
0,309.0,315.0,533.0,540.0,1.24,1.244,1.2320000000000002,1.2360000000000002,0.607246600905744,3.059584136209824,-7.447629423520889,-6.141232582197093,2.45233753530408,1.3063968413237959,130.02869388902846,51.72111434158955,AE02,VMS,0,0.991994048281671
0,331.0,337.0,539.0,542.0,1.328,1.332,1.2800000000000002,1.2840000000000003,-0.26519321007717145,-2.500624571277449,-8.5341062437943,-9.077103058753,-2.235431361200278,-0.5429968149587001,123.24227375945196,44.073322026544275,AE02,VMS,1,0.8174644133383707
0,365.0,375.0,498.0,514.0,1.464,1.468,1.436,1.44,-0.6058007766050519,-22.130777576205404,-10.175167835104055,-19.694060733969522,-21.524976799600353,-9.518892898865467,1120.0909113613538,408.9459902093853,AE02,VMS,2,0.8656617342032967
1,586.0,599.0,709.0,721.0,2.348,2.352,2.28,2.284,-9.17433822214942,9.514308329839688,-15.317115005169594,-0.0670200760365986,18.68864655198911,15.250094929132995,474.6001623051439,474.4707029307523,AE02,VMS,2,0.8656617342032967
0,566.0,579.0,565.0,576.0,2.268,2.272,2.2039999999999997,2.2079999999999997,2.111394503906397,-9.569255345590477,-6.667455904772453,-14.471710681977768,-11.680649849496874,-7.8042547772053155,323.07099053032204,214.1357130897458,AE02,VMS,3,0.8407910716997077
1,377.0,384.0,376.0,383.0,1.512,1.516,1.448,1.452,0.1978897165044704,2.5103432409698554,-8.375446337501954,-6.680246528569272,2.312453524465385,1.6951998089326814,107.20113733737128,78.74709533057741,AE02,VMS,3,0.8407910716997077
0,350.0,360.0,540.0,549.0,1.404,1.408,1.3040000000000003,1.3080000000000003,0.11129587425178478,8.44471781091832,-8.417879939013872,-1.719490517524954,8.333421936666536,6.698389421488918,311.6330557530023,298.2880302675193,AE02,VMS,4,0.801222218834431
0,557.0,572.0,641.0,656.0,2.232,2.236,2.148,2.152,5.112931402969899,-6.249867704930664,-4.673030771035297,-13.173110821000343,-11.362799107900564,-8.500080049965046,311.2267174569475,211.46662080631157,AE02,VMS,5,0.5996382729342045
1,367.0,376.0,452.0,460.0,1.472,1.476,1.3920000000000001,1.3960000000000001,0.22123803897476002,5.710887016842468,-8.308012007970662,-4.188622330923868,5.4896489778677084,4.119389677046794,228.74688208257183,165.4464926650574,AE02,VMS,5,0.5996382729342045
0,577.0,593.0,804.0,821.0,2.312,2.316,2.3080000000000003,2.3120000000000003,7.699388482150171,-9.455762747085389,-2.1427265072114148,-16.11145081906958,-17.15515122923556,-13.968724311858168,425.52610694663696,366.19003406298356,AE02,VMS,6,0.913949650796702
1,354.0,364.0,581.0,590.0,1.42,1.424,1.416,1.42,-0.7487385318745988,8.666531897620187,-9.187373746262313,-1.3663419037578253,9.415270429494786,7.821031842504488,335.4966538524733,328.37073205469153,AE02,VMS,6,0.913949650796702
0,559.0,575.0,685.0,700.0,2.24,2.244,2.128,2.132,5.5034861392976175,-7.184120517352781,-4.218076400803469,-13.668187102665238,-12.687606656650399,-9.45011070186177,322.28419772285264,248.44718703733255,AE02,VMS,7,0.7796032223795567
1,391.0,400.0,518.0,525.0,1.568,1.572,1.46,1.464,-0.11679920889710127,6.119092847911769,-9.010332550778568,-4.29847254423087,6.23589205680887,4.711860006547697,254.3145348617458,240.80923817218738,AE02,VMS,7,0.7796032223795567
0,550.0,568.0,567.0,583.0,2.204,2.208,2.2159999999999997,2.2199999999999998,8.15414610649822,-8.00244741239593,-2.659811993199167,-14.760309133236893,-16.15659351889415,-12.100497140037726,303.23597577355144,283.06250656225086,AE02,VMS,8,0.946249502509803
1,353.0,364.0,370.0,379.0,1.416,1.42,1.428,1.432,-0.35448886018309356,8.943534287361718,-9.363560120067204,-1.541751383038936,9.29802314754481,7.821808737028268,337.88616117027567,318.66327676412806,AE02,VMS,8,0.946249502509803
0,556.0,573.0,696.0,714.0,2.228,2.232,2.1559999999999997,2.1599999999999997,7.833190750795701,-8.16699091364327,-2.140978226538829,-14.953111099585074,-16.00018166443897,-12.812132873046245,372.851676574547,295.9950637431262,AE02,VMS,9,0.8273641359379235
1,354.0,366.0,495.0,506.0,1.42,1.424,1.3519999999999999,1.3559999999999999,-0.21981620358593312,8.515875701017507,-9.011515474963247,-1.8985217129409584,8.73569190460344,7.112993762022288,249.63780334517142,240.76674952038024,AE02,VMS,9,0.8273641359379235
0,594.0,607.0,607.0,619.0,2.38,2.384,2.372,2.376,3.0748650432017874,-8.203761879774019,-6.61822710773828,-15.096901217964682,-11.278626922975807,-8.478674110226402,331.6315580165835,264.70708772352407,AE02,VMS,10,0.8191449147523479
1,305.0,312.0,317.0,324.0,1.224,1.228,1.212,1.216,0.23501665365861502,3.6086092137096304,-8.802608858054962,-6.024161601746631,3.3735925600510153,2.778447256308331,161.31160188821426,121.77108032824523,AE02,VMS,10,0.8191449147523479
0,551.0,568.0,582.0,600.0,2.208,2.212,2.2199999999999998,2.2239999999999998,7.953516815660894,-8.166485576520987,-2.7513308423422007,-15.014023942374784,-16.12000239218188,-12.262693100032584,304.59980241093064,315.43707083219493,AE02,VMS,11,0.9196836832451283
1,368.0,378.0,398.0,407.0,1.476,1.48,1.484,1.488,-0.639066284888624,8.843518698885557,-9.534574916767529,-1.8545050566601322,9.482584983774181,7.6800698601073965,336.88690123890314,301.27526550890843,AE02,VMS,11,0.9196836832451283
0,558.0,576.0,682.0,702.0,2.236,2.24,2.232,2.236,8.710901940311643,-10.921837913965412,-1.9994858231792993,-16.24745143128019,-19.632739854277055,-14.247965608100891,396.4194328978289,323.53931186567723,AE02,VMS,12,0.7977414400778826
1,338.0,348.0,462.0,472.0,1.356,1.36,1.352,1.356,-0.5786076876591806,9.447634331157738,-9.574538548724655,-1.2552341649636243,10.02624201881692,8.31930438376103,388.0500097980173,324.40211014383243,AE02,VMS,12,0.7977414400778826
0,570.0,582.0,614.0,625.0,2.284,2.288,2.292,2.296,-6.588890875498217,9.213334683850285,-13.555891243668597,-1.273200393416633,15.802225559348502,12.282690850251964,460.75003079832726,454.5440878192215,AE02,VMS,13,0.8778953943610996
1,328.0,337.0,372.0,382.0,1.316,1.32,1.324,1.328,-0.5221641253491673,-5.750766367442102,-10.014313146896201,-12.688356835661569,-5.228602242092935,-2.6740436887653676,206.78112608497403,106.7402258414342,AE02,VMS,13,0.8778953943610996
0,554.0,567.0,693.0,705.0,2.22,2.224,2.2159999999999997,2.2199999999999998,-6.823478851614318,9.166047570465583,-14.179451200400628,-1.3766303233391834,15.989526422079901,12.802820877061444,475.2611887863504,443.0999118698548,AE02,VMS,14,0.8360693003458622
1,327.0,336.0,467.0,474.0,1.312,1.316,1.312,1.3159999999999998,-0.41500582411206366,-5.3544847772243935,-9.750134265545373,-12.345049973119297,-4.93947895311233,-2.5949157075739233,204.35349630216274,146.25424567990453,AE02,VMS,14,0.8360693003458622
0,552.0,569.0,542.0,559.0,2.212,2.216,2.212,2.216,5.474721132047434,-8.742219583604095,-5.23354681334879,-15.305150983299397,-14.216940715651528,-10.071604169950607,297.4064389431731,258.02391717192,AE02,VMS,15,0.9943573934449452
1,327.0,336.0,318.0,326.0,1.312,1.316,1.316,1.32,-0.40264851947051783,6.023685930933344,-9.668081202290026,-4.740048920204073,6.426334450403862,4.928032282085953,264.28932659338324,239.24598788268182,AE02,VMS,15,0.9943573934449452
0,536.0,551.0,673.0,687.0,2.148,2.152,2.128,2.132,-3.444856622017708,8.212310423781025,-12.297350704199285,-3.6569272742119434,11.657167045798733,8.640423429987342,282.18497044941824,228.05143281703283,AE02,VMS,16,0.83584061140114
1,303.0,308.0,441.0,442.0,1.216,1.22,1.2000000000000002,1.2040000000000002,-0.6046553072901092,-2.602799284207434,-10.19327349537365,-10.422423345080999,-1.998143976917325,-0.22914984970734942,123.9488067936311,32.905190064236166,AE02,VMS,16,0.83584061140114
0,579.0,594.0,624.0,639.0,2.32,2.324,2.332,2.336,-6.624321095721278,10.123494129380495,-13.840921110205219,-1.6406929145941904,16.747815225101775,12.200228195611029,417.74455713014487,341.0795903640548,AE02,VMS,17,0.8734992422247342
1,301.0,309.0,346.0,355.0,1.208,1.212,1.22,1.224,-0.5716927062739913,-5.184920018008981,-10.36561505171112,-12.632150267737803,-4.61322731173499,-2.266535216026682,210.35636017588604,87.67690965624493,AE02,VMS,17,0.8734992422247342
0,568.0,582.0,788.0,808.0,2.276,2.28,2.22,2.224,2.8792807301030234,-10.589150555109768,-7.58199522372586,-16.82844151930924,-13.468431285212791,-9.24644629558338,378.07090447604,306.8900869676135,AE02,VMS,18,0.664227252409249
