subject,id,trial,source,stream,freq,amp,coeff,slope,slope_tar,gain
1,AE01,22,eyelink,right,0.2,-9,0.995922990278858,9.5582147211327,10.8660298353531,0.879641862387918
1,AE01,22,eyelink,left,0.2,-9,0.995943673724164,9.06454419410842,10.8660298353531,0.834209396758374
1,AE01,22,adhawk,right,0.2,-9,0.992683903627991,8.46686370952803,10.8660298353531,0.779204901681819
1,AE01,22,adhawk,left,0.2,-9,0.797438422454002,6.53563094766808,10.8660298353531,0.601473679595846
1,AE01,23,eyelink,right,0.01,9,0.988896506541822,0.847997855229257,0.565149628070223,1.50048378891243
1,AE01,23,eyelink,left,0.01,9,0.994228916853393,0.875900099603336,0.565149628070223,1.54985521727089
1,AE01,23,adhawk,right,0.01,9,0.977451864512042,0.656772466405314,0.565149628070223,1.16212138128437
1,AE01,23,adhawk,left,0.01,9,0.982587938482223,0.746472322219347,0.565149628070223,1.32084015478923
1,AE01,24,eyelink,right,0.01,9,0.976789574623409,0.80518412757204,0.565149628070223,1.42472734224642
1,AE01,24,eyelink,left,0.01,9,0.892667304337148,0.732419639563666,0.565149628070223,1.29597473515927
1,AE01,24,adhawk,right,0.01,9,0.944833534915487,0.658391720550988,0.565149628070223,1.16498655904482
1,AE01,24,adhawk,left,0.01,9,-0.815577952006671,-0.00448270150168893,0.565149628070223,-0.00793188437015468
1,AE01,25,eyelink,right,0.1,-9,0.998877798364477,-4.42419173416167,-4.98897176530716,0.886794301969612
1,AE01,25,eyelink,left,0.1,-9,0.998548989814859,-4.26394038287559,-4.98897176530716,0.85467318386659
1,AE01,25,adhawk,right,0.1,-9,0.998678067393895,-4.03822940175436,-4.98897176530716,0.80943119979869
1,AE01,25,adhawk,left,0.1,-9,0.980440161236697,-2.18349394999907,-4.98897176530716,0.437664122531797
1,AE01,26,eyelink,right,0.01,-9,0.936230663222544,-0.992880165145786,-0.565149628070223,1.75684476434339
1,AE01,26,eyelink,left,0.01,-9,0.988327239049097,-0.444817186859559,-0.565149628070223,0.787078615584417
1,AE01,26,adhawk,right,0.01,-9,0.891199663043231,-0.731767398020637,-0.565149628070223,1.29482063098821
1,AE01,26,adhawk,left,0.01,-9,0.550168848286599,-0.0435620679524371,-0.565149628070223,0.0770805920923729
1,AE01,27,eyelink,right,0.2,-9,0.994039350659033,9.85454163687517,10.8660298353531,0.906912808651875
1,AE01,27,eyelink,left,0.2,-9,0.995330302783965,9.7192198210957,10.8660298353531,0.894459150983902
1,AE01,27,adhawk,right,0.2,-9,0.996982204291467,8.6718796971105,10.8660298353531,0.798072509325913
1,AE01,27,adhawk,left,0.2,-9,0.848943608366585,7.85730011096447,10.8660298353531,0.72310680441907
1,AE01,28,eyelink,right,0.1,-9,0.998496168270274,-4.95541035748881,-4.98897176530716,0.993272880786432
1,AE01,28,eyelink,left,0.1,-9,0.997727710741106,-4.25863731688838,-4.98897176530716,0.853610226159736
1,AE01,28,adhawk,right,0.1,-9,0.995904851169598,-4.12602440686643,-4.98897176530716,0.827029015389186
1,AE01,28,adhawk,left,0.1,-9,0.988979432088774,-2.99877561662828,-4.98897176530716,0.601080895562786
1,AE01,29,eyelink,right,0.1,-9,0.998321808868207,-4.77717658053222,-4.98897176530716,0.95754732743774
1,AE01,29,eyelink,left,0.1,-9,0.997906137853503,-4.72927361741105,-4.98897176530716,0.947945556697267
1,AE01,29,adhawk,right,0.1,-9,0.998107016630218,-4.21176798106934,-4.98897176530716,0.844215637850986
1,AE01,29,adhawk,left,0.1,-9,0.991281640230931,-2.89839950019488,-4.98897176530716,0.580961295541915
1,AE01,30,eyelink,right,0.2,9,0.989108811121532,-5.18457795713865,-10.8660298353531,0.477136363114925
1,AE01,30,eyelink,left,0.2,9,0.981355537002657,-5.64114916102935,-10.8660298353531,0.519154580514367
1,AE01,30,adhawk,right,0.2,9,0.984600298967514,-4.86484693445029,-10.8660298353531,0.447711538451909
1,AE01,30,adhawk,left,0.2,9,0.285229443582636,-4.99623838725265,-10.8660298353531,0.45980348507761
2,AE02,1,eyelink,right,0.2,-9,0.997205382224738,10.819113846342,10.8660298353531,0.995682324664845
2,AE02,1,eyelink,left,0.2,-9,0.992977328330278,11.0033531512663,10.8660298353531,1.01263785559159
2,AE02,1,adhawk,right,0.2,-9,0.971726598741579,10.045655955654,10.8660298353531,0.924501046644466
2,AE02,1,adhawk,left,0.2,-9,0.989056378538062,8.3998080333326,10.8660298353531,0.773033772280235
2,AE02,2,eyelink,right,0.1,-9,0.998992303622321,-4.44137441643602,-4.98897176530716,0.890238434965881
2,AE02,2,eyelink,left,0.1,-9,0.999179391465109,-4.5508020743785,-4.98897176530716,0.912172345015931
2,AE02,2,adhawk,right,0.1,-9,0.9988782599806,-4.07843664802257,-4.98897176530716,0.81749042485741
2,AE02,2,adhawk,left,0.1,-9,0.993362426310842,-3.26117859486993,-4.98897176530716,0.65367750075233
2,AE02,3,eyelink,right,0.1,-9,0.999487739385231,-4.93768227724224,-4.98897176530716,0.989719427072812
2,AE02,3,eyelink,left,0.1,-9,0.999274444898085,-4.8152026579699,-4.98897176530716,0.96516935442577
2,AE02,3,adhawk,right,0.1,-9,0.999451054526583,-4.21882285869151,-4.98897176530716,0.845629732368664
2,AE02,3,adhawk,left,0.1,-9,0.999212358083632,-4.11461122769117,-4.98897176530716,0.8247413337361
2,AE02,4,eyelink,right,0.2,9,0.994813621793624,-10.6762337322866,-10.8660298353531,0.98253307731136
2,AE02,4,eyelink,left,0.2,9,0.998421714305419,-10.8942098714456,-10.8660298353531,1.00259340683943
2,AE02,4,adhawk,right,0.2,9,0.992661143403772,-9.31393175251054,-10.8660298353531,0.857160517101402
2,AE02,4,adhawk,left,0.2,9,0.995942797950051,-6.76199569993147,-10.8660298353531,0.622306012627631
2,AE02,5,eyelink,right,0.01,9,0.969611618654004,0.472637346943715,0.565149628070223,0.836304800478408
2,AE02,5,eyelink,left,0.01,9,0.577739151854393,0.733059372944937,0.565149628070223,1.29710670685224
2,AE02,5,adhawk,right,0.01,9,0.914721272364033,0.861755712592239,0.565149628070223,1.52482753201982
2,AE02,5,adhawk,left,0.01,9,0.923394826899777,0.106280468777792,0.565149628070223,0.188057221484336
2,AE02,6,eyelink,right,0.1,9,0.991109633811773,5.32747904515097,4.98897176530716,1.06785111156527
2,AE02,6,eyelink,left,0.1,9,0.972612477488116,5.47482333154473,4.98897176530716,1.09738511041817
2,AE02,6,adhawk,right,0.1,9,0.985175965444255,4.8080972059498,4.98897176530716,0.963745122669334
2,AE02,6,adhawk,left,0.1,9,0.971121385602546,2.48679166116103,4.98897176530716,0.498457754051435
2,AE02,7,eyelink,right,0.01,-9,0.759043703706484,-0.757901386069994,-0.565149628070223,1.34106323073758
2,AE02,7,eyelink,left,0.01,-9,0.819477212926844,-0.48336664149214,-0.565149628070223,0.855289674599378
2,AE02,7,adhawk,right,0.01,-9,0.578243516202616,0.0218246616308838,-0.565149628070223,-0.0386174926902225
2,AE02,7,adhawk,left,0.01,-9,0.896833613101301,-0.148120876189301,-0.565149628070223,0.262091433546686
2,AE02,8,eyelink,right,0.2,9,0.997079922904771,-11.0393103100072,-10.8660298353531,1.01594699050892
2,AE02,8,eyelink,left,0.2,9,0.998559206625847,-11.1095306946166,-10.8660298353531,1.02240936781448
2,AE02,8,adhawk,right,0.2,9,0.998571219756857,-9.08900243846448,-10.8660298353531,0.836460287352884
2,AE02,8,adhawk,left,0.2,9,0.979888707333862,-6.70052597495162,-10.8660298353531,0.616648957943328
2,AE02,9,eyelink,right,0.1,9,0.99781469313552,4.81068910057591,4.98897176530716,0.964264647482871
2,AE02,9,eyelink,left,0.1,9,0.99896713750079,4.90128205638165,4.98897176530716,0.982423290198735
2,AE02,9,adhawk,right,0.1,9,0.991799291173753,3.8969198327884,4.98897176530716,0.781106812407161
2,AE02,9,adhawk,left,0.1,9,0.995774467343899,2.82904274379326,4.98897176530716,0.567059281326495
2,AE02,10,eyelink,right,0.01,9,0.693913046179357,0.498054050697381,0.565149628070223,0.88127820661946
2,AE02,10,eyelink,left,0.01,9,0.553476069738024,1.06736090077098,0.565149628070223,1.8886341736004
2,AE02,10,adhawk,right,0.01,9,0.876239728064118,0.205692201512541,0.565149628070223,0.363960606706766
2,AE02,10,adhawk,left,0.01,9,0.899135039962093,0.416045037174513,0.565149628070223,0.736167939444909
2,AE02,11,eyelink,right,0.01,-9,0.563839066083268,-0.612884671759297,-0.565149628070223,1.08446443440487
2,AE02,11,eyelink,left,0.01,-9,0.986832069210365,-0.0269112474294368,-0.565149628070223,0.0476179158452758
2,AE02,11,adhawk,right,0.01,-9,0.841072216673693,-0.252683115983356,-0.565149628070223,0.447108346945525
2,AE02,11,adhawk,left,0.01,-9,0.856188756789488,0.0866323827723592,-0.565149628070223,-0.153291055093103
2,AE02,12,eyelink,right,0.2,9,0.980274177544502,-10.7468939633839,-10.8660298353531,0.989035933659816
2,AE02,12,eyelink,left,0.2,9,0.974832950094524,-11.1492478976537,-10.8660298353531,1.02606453935725
2,AE02,12,adhawk,right,0.2,9,0.979810941737929,-9.37693322563191,-10.8660298353531,0.862958538464861
2,AE02,12,adhawk,left,0.2,9,0.972511927866905,-7.17105242904699,-10.8660298353531,0.659951476087029
2,AE02,13,eyelink,right,0.01,9,0.801854904731949,0.242528852689834,0.565149628070223,0.429140957799053
2,AE02,13,eyelink,left,0.01,9,-0.684793015820564,0.241971346009471,0.565149628070223,0.428154481558652
2,AE02,13,adhawk,right,0.01,9,-0.229917914738594,0.866000441909317,0.565149628070223,1.53233833819618
2,AE02,13,adhawk,left,0.01,9,0.947069881381214,3.85318731302017,0.565149628070223,6.81799495503055
2,AE02,14,eyelink,right,0.2,-9,0.992089965266964,11.8832841632169,10.8660298353531,1.09361784785038
2,AE02,14,eyelink,left,0.2,-9,0.995212759849177,12.0075879833379,10.8660298353531,1.1050575201138
2,AE02,14,adhawk,right,0.2,-9,0.979524147978797,10.4538959217027,10.8660298353531,0.962071343453383
2,AE02,14,adhawk,left,0.2,-9,0.986429070967091,7.75485844161666,10.8660298353531,0.713679104431122
2,AE02,15,eyelink,right,0.1,9,0.998872883006409,4.77464833226754,4.98897176530716,0.957040560034835
2,AE02,15,eyelink,left,0.1,9,0.99930884770691,4.78194250876581,4.98897176530716,0.958502620122845
2,AE02,15,adhawk,right,0.1,9,0.997140087699696,4.07230031318426,4.98897176530716,0.816260444988415
2,AE02,15,adhawk,left,0.1,9,0.988726293415243,2.43643253466173,4.98897176530716,0.488363664754418
2,AE02,16,eyelink,right,0.2,9,0.890426734641197,-14.1348506327721,-10.8660298353531,1.30082935966029
2,AE02,16,eyelink,left,0.2,9,0.989430853318174,-14.0905577154134,-10.8660298353531,1.29675308543412
2,AE02,16,adhawk,right,0.2,9,0.950718249101747,-11.9984656321933,-10.8660298353531,1.10421799074725
2,AE02,16,adhawk,left,0.2,9,0.910175678346259,-9.84398491858288,-10.8660298353531,0.905941274572524
2,AE02,17,eyelink,right,0.1,9,0.999029568648447,4.76185413977646,4.98897176530716,0.954476065166362
2,AE02,17,eyelink,left,0.1,9,0.999343668949738,4.96269775454576,4.98897176530716,0.994733581988958
2,AE02,17,adhawk,right,0.1,9,0.999050717594481,4.41032327362133,4.98897176530716,0.884014478552536
2,AE02,17,adhawk,left,0.1,9,0.996943256275335,3.67804908054868,4.98897176530716,0.737235898211628
2,AE02,18,eyelink,right,0.1,9,0.998734030235448,4.88157081884053,4.98897176530716,0.978472328263413
2,AE02,18,eyelink,left,0.1,9,0.999295883735062,4.75446354530747,4.98897176530716,0.952994678857387
2,AE02,18,adhawk,right,0.1,9,0.999300120267786,3.37899556816893,4.98897176530716,0.677292982827874
2,AE02,18,adhawk,left,0.1,9,0.996860996553045,4.26090811298945,4.98897176530716,0.854065389309157
2,AE02,19,eyelink,right,0.2,-9,0.897951352877313,10.364564922218,10.8660298353531,0.95385021753727
2,AE02,19,eyelink,left,0.2,-9,0.996178035503209,10.779489005483,10.8660298353531,0.992035653207156
2,AE02,19,adhawk,right,0.2,-9,0.780017475585529,9.10701972057354,10.8660298353531,0.838118416621997
2,AE02,19,adhawk,left,0.2,-9,0.992664457872169,7.1622345515213,10.8660298353531,0.659139967407291
2,AE02,20,eyelink,right,0.01,-9,0.34732694812326,-0.87865946579444,-0.565149628070223,1.55473775820173
2,AE02,20,eyelink,left,0.01,-9,0.840476765681025,-0.538135181988845,-0.565149628070223,0.952199480032177
2,AE02,20,adhawk,right,0.01,-9,0.240666083214928,-0.540598245140099,-0.565149628070223,0.956557729651246
2,AE02,20,adhawk,left,0.01,-9,0.722985063017237,-0.688854706881445,-0.565149628070223,1.2188890740911
2,AE02,21,eyelink,right,0.01,-9,0.398770102378777,-0.342636015837718,-0.565149628070223,0.606274867432353
2,AE02,21,eyelink,left,0.01,-9,0.758453782693274,-1.23724887528505,-0.565149628070223,2.18924124485368
2,AE02,21,adhawk,right,0.01,-9,0.397864618681174,0.277116757250393,-0.565149628070223,-0.490342280143834
2,AE02,21,adhawk,left,0.01,-9,0.857878949072299,-0.428575741930555,-0.565149628070223,0.758340306077849
2,AE02,22,eyelink,right,0.2,-9,0.914527284954598,9.51260205984779,10.8660298353531,0.87544413221636
2,AE02,22,eyelink,left,0.2,-9,0.994643134605846,10.2299097016679,10.8660298353531,0.941457906583729
2,AE02,22,adhawk,right,0.2,-9,0.996605460251597,8.71876491724795,10.8660298353531,0.802387353003675
2,AE02,22,adhawk,left,0.2,-9,0.987966480340371,6.85958409703735,10.8660298353531,0.631287066295307
2,AE02,23,eyelink,right,0.01,9,0.329069575096903,0.209156905048095,0.565149628070223,0.370091201797812
2,AE02,23,eyelink,left,0.01,9,0.694056276865526,0.610132693347491,0.565149628070223,1.07959496572769
2,AE02,23,adhawk,right,0.01,9,0.837089669050582,0.477920338142801,0.565149628070223,0.84565275177606
2,AE02,23,adhawk,left,0.01,9,0.891938809002338,0.258413892634238,0.565149628070223,0.457248629034094
2,AE02,24,eyelink,right,0.01,9,0.412173098900359,2.56694741899095,0.565149628070223,4.54206689962113
2,AE02,24,eyelink,left,0.01,9,0.79774457259616,4.17248297006567,0.565149628070223,7.3829703901835
2,AE02,24,adhawk,right,0.01,9,0.833154905068645,3.58684374652751,0.565149628070223,6.34671522084383
2,AE02,24,adhawk,left,0.01,9,0.676633973389551,2.60147111551345,0.565149628070223,4.60315460950848
2,AE02,25,eyelink,right,0.1,-9,0.91519226319729,-1.08398457503015,-4.98897176530716,0.217276149479954
2,AE02,25,eyelink,left,0.1,-9,0.994576839685681,-5.09104867073635,-4.98897176530716,1.02046050974652
2,AE02,25,adhawk,right,0.1,-9,0.996834637187884,-4.4448719017178,-4.98897176530716,0.89093947827627
2,AE02,25,adhawk,left,0.1,-9,0.993503594127897,-3.76030252630207,-4.98897176530716,0.753722951981981
2,AE02,26,eyelink,right,0.01,-9,0.704973952899813,-6.15206566997025,-0.565149628070223,10.8857289546085
2,AE02,26,eyelink,left,0.01,-9,0.992296361553446,-0.661001712108036,-0.565149628070223,1.16960479008915
2,AE02,26,adhawk,right,0.01,-9,0.936954932282309,-1.60085817827042,-0.565149628070223,2.83262714643689
2,AE02,26,adhawk,left,0.01,-9,0.961053965502398,-0.703859465843012,-0.565149628070223,1.24543913838612
2,AE02,27,eyelink,right,0.2,-9,0.840076422863277,-3.55621629685627,10.8660298353531,-0.327278348278224
2,AE02,27,eyelink,left,0.2,-9,0.959389983059767,7.61456603955055,10.8660298353531,0.700768004039177
2,AE02,27,adhawk,right,0.2,-9,0.893443174328823,7.06719854393385,10.8660298353531,0.650393809976519
2,AE02,27,adhawk,left,0.2,-9,0.882688261980478,5.62290170931354,10.8660298353531,0.517475268751717
2,AE02,28,eyelink,right,0.1,-9,0.801393024037657,NaN,-4.98897176530716,NaN
2,AE02,28,eyelink,left,0.1,-9,0.993963034509141,-5.64785877270882,-4.98897176530716,1.13206869840064
2,AE02,28,adhawk,right,0.1,-9,0.972206027403239,-4.64543334210387,-4.98897176530716,0.931140435471648
2,AE02,28,adhawk,left,0.1,-9,0.98131213297936,-4.1056862074237,-4.98897176530716,0.822952383890856
2,AE02,29,eyelink,right,0.1,-9,0.358477454542778,-4.37854354071047,-4.98897176530716,0.877644482006983
2,AE02,29,eyelink,left,0.1,-9,0.974972855626805,-4.98079050567721,-4.98897176530716,0.998360131102197
2,AE02,29,adhawk,right,0.1,-9,0.861397726716669,-3.01307950398672,-4.98897176530716,0.603947996847646
2,AE02,29,adhawk,left,0.1,-9,0.995046152660414,-3.2871527534828,-4.98897176530716,0.658883815767679
2,AE02,30,eyelink,right,0.2,9,-0.0174003399230135,0.597559271557899,-10.8660298353531,-0.0549933398501919
2,AE02,30,eyelink,left,0.2,9,0.932784745523474,-11.3251989070692,-10.8660298353531,1.0422572990019
2,AE02,30,adhawk,right,0.2,9,0.966795115233602,-9.38126312747148,-10.8660298353531,0.863357019041961
2,AE02,30,adhawk,left,0.2,9,0.904910540884218,-8.45680705862421,-10.8660298353531,0.778279388770828
3,AE03,1,eyelink,right,0.2,-9,0.99542835649589,10.4537756427156,10.8660298353531,0.962060274186236
3,AE03,1,eyelink,left,0.2,-9,0.989787547064631,9.154102565342,10.8660298353531,0.842451447681352
3,AE03,1,adhawk,right,0.2,-9,0.994137369183721,10.978411196228,10.8660298353531,1.01034244913531
3,AE03,1,adhawk,left,0.2,-9,0.995243553305083,10.0876603245542,10.8660298353531,0.928366705908864
3,AE03,2,eyelink,right,0.1,-9,0.999569977833589,-4.68426889056753,-4.98897176530716,0.938924714535668
3,AE03,2,eyelink,left,0.1,-9,0.999125658610212,-4.27409287479919,-4.98897176530716,0.856708170713819
3,AE03,2,adhawk,right,0.1,-9,0.98989450068327,-4.64088662304578,-4.98897176530716,0.93022908153501
3,AE03,2,adhawk,left,0.1,-9,0.998657863925812,-5.07347311361401,-4.98897176530716,1.01693762808891
3,AE03,3,eyelink,right,0.1,-9,0.998212728087247,-4.96340432552543,-4.98897176530716,0.994875208563111
3,AE03,3,eyelink,left,0.1,-9,0.99824248952777,-4.77516972577916,-4.98897176530716,0.957145069247584
3,AE03,3,adhawk,right,0.1,-9,0.996421163973376,-5.19572295242093,-4.98897176530716,1.04144164305589
3,AE03,3,adhawk,left,0.1,-9,0.998407545365253,-5.65422730089607,-4.98897176530716,1.13334521959315
3,AE03,4,eyelink,right,0.2,9,0.995675203555123,-11.1611966036734,-10.8660298353531,1.02716417797418
