subject,id,trial,source,stream,freq,amp,coeff,slope,slope_tar,gain
1,AE01,29,adhawk,left,0.2,9,0.982171912784683,-13.1586509582355,-10.8660298353531,1.21098976881356
1,AE01,30,eyelink,right,0.2,-9,0.987521569263192,9.53648147292054,10.8660298353531,0.877641753006527
1,AE01,30,eyelink,left,0.2,-9,0.984708840911771,9.62995840469983,10.8660298353531,0.886244428794805
1,AE01,30,adhawk,right,0.2,-9,0.954547066126008,5.00633373063272,10.8660298353531,0.460732558854605
1,AE01,30,adhawk,left,0.2,-9,0.93872479141809,16.3095312651157,10.8660298353531,1.50096507300687
2,AE02,1,eyelink,right,0.1,-9,0.998868532749152,-3.44154892414302,-4.98897176530716,0.689831309143745
2,AE02,1,eyelink,left,0.1,-9,0.998749153880274,-3.25642630611116,-4.98897176530716,0.652724941992264
2,AE02,1,adhawk,right,0.1,-9,0.998032403422713,-2.28078931860403,-4.98897176530716,0.457166210974458
2,AE02,1,adhawk,left,0.1,-9,0.996831888459119,-2.19428809936155,-4.98897176530716,0.439827724546454
2,AE02,2,eyelink,right,0.2,9,0.996712113460771,-8.28108764761401,-10.8660298353531,0.762107943111947
2,AE02,2,eyelink,left,0.2,9,0.996479554300938,-8.82520507120027,-10.8660298353531,0.812183033262717
2,AE02,2,adhawk,right,0.2,9,0.996261580684571,-5.74897382357918,-10.8660298353531,0.529077677007165
2,AE02,2,adhawk,left,0.2,9,0.985268123940121,-6.57705163116633,-10.8660298353531,0.605285622331681
2,AE02,3,eyelink,right,0.01,9,0.995322523265422,0.263660527323491,0.565149628070223,0.466532249563348
2,AE02,3,eyelink,left,0.01,9,0.987142404865316,0.220421655480113,0.565149628070223,0.390023534533272
2,AE02,3,adhawk,right,0.01,9,0.98229667962683,0.241114390884098,0.565149628070223,0.42663814839163
2,AE02,3,adhawk,left,0.01,9,0.968272749280955,0.387332869677071,0.565149628070223,0.685363398361721
2,AE02,4,eyelink,right,0.01,-9,0.797038146097027,-1.41236030889808,-0.565149628070223,2.49909092875239
2,AE02,4,eyelink,left,0.01,-9,0.590989567966851,-0.893281146589191,-0.565149628070223,1.58060998755217
2,AE02,4,adhawk,right,0.01,-9,0.460693700606006,0.0135089842529585,-0.565149628070223,-0.0239033763484667
2,AE02,4,adhawk,left,0.01,-9,0.28615215368022,-0.695572456480171,-0.565149628070223,1.23077574846027
2,AE02,5,eyelink,right,0.2,-9,0.988457650968351,7.07116525419834,10.8660298353531,0.650758866057222
2,AE02,5,eyelink,left,0.2,-9,0.986759996548589,7.7440279860336,10.8660298353531,0.712682378327184
2,AE02,5,adhawk,right,0.2,-9,0.979563938718536,4.41182188148407,10.8660298353531,0.406019673085197
2,AE02,5,adhawk,left,0.2,-9,0.978110474085611,3.97769888528624,10.8660298353531,0.366067362740402
2,AE02,6,eyelink,right,0.2,9,0.994254634289152,-8.60893049503815,-10.8660298353531,0.792279298463603
2,AE02,6,eyelink,left,0.2,9,0.995980090586903,-8.72066506140923,-10.8660298353531,0.802562223143926
2,AE02,6,adhawk,right,0.2,9,0.995006288319284,-6.4759065026295,-10.8660298353531,0.59597724290797
2,AE02,6,adhawk,left,0.2,9,0.973698627251916,-5.7127745507714,-10.8660298353531,0.525746260348432
2,AE02,7,eyelink,right,0.01,-9,0.716134890897205,-0.577157826235361,-0.565149628070223,1.02124782105253
2,AE02,7,eyelink,left,0.01,-9,0.735217595591589,-0.637414492618376,-0.565149628070223,1.12786855189998
2,AE02,7,adhawk,right,0.01,-9,0.657357311431336,-0.132641901990684,-0.565149628070223,0.23470227246474
2,AE02,7,adhawk,left,0.01,-9,0.529745995327538,-0.246907615493715,-0.565149628070223,0.436888928577753
2,AE02,8,eyelink,right,0.01,-9,0.784119155840281,-0.628090162054457,-0.565149628070223,1.11136968133404
2,AE02,8,eyelink,left,0.01,-9,0.820001514741924,-0.441641765843966,-0.565149628070223,0.781459889396033
2,AE02,8,adhawk,right,0.01,-9,0.649471713213384,-0.247626167600693,-0.565149628070223,0.438160365505759
2,AE02,8,adhawk,left,0.01,-9,0.590059679893254,-0.54365716153854,-0.565149628070223,0.961970307571338
2,AE02,9,eyelink,right,0.01,9,0.983880432034052,0.537017906228171,0.565149628070223,0.950222524363837
2,AE02,9,eyelink,left,0.01,9,0.98220368728383,0.286438263023085,0.565149628070223,0.506836152402976
2,AE02,9,adhawk,right,0.01,9,0.969830352252242,1.26025906548605,0.565149628070223,2.2299564626617
2,AE02,9,adhawk,left,0.01,9,0.985124689018144,0.748921405438907,0.565149628070223,1.32517366771734
2,AE02,10,eyelink,right,0.2,9,0.996119938435845,-8.00562427268671,-10.8660298353531,0.736757067115723
2,AE02,10,eyelink,left,0.2,9,0.995279285556162,-8.01096399655646,-10.8660298353531,0.737248481546814
2,AE02,10,adhawk,right,0.2,9,0.995609636700269,-5.73815342945241,-10.8660298353531,0.528081876858379
2,AE02,10,adhawk,left,0.2,9,0.990473940921162,-5.58258377584242,-10.8660298353531,0.513764812027226
2,AE02,11,eyelink,right,0.1,-9,0.998374286086937,-3.26801305756851,-4.98897176530716,0.655047414838858
2,AE02,11,eyelink,left,0.1,-9,0.998632613075698,-2.97957324253413,-4.98897176530716,0.597231931287685
2,AE02,11,adhawk,right,0.1,-9,0.998351693886203,-1.92060359481056,-4.98897176530716,0.384969826481331
2,AE02,11,adhawk,left,0.1,-9,0.988286333887791,-2.01685768858903,-4.98897176530716,0.404263199606393
2,AE02,12,eyelink,right,0.01,9,0.608988269247514,0.350173639503785,0.565149628070223,0.619612262153473
2,AE02,12,eyelink,left,0.01,9,0.59494312727391,0.376487297640031,0.565149628070223,0.666172777863442
2,AE02,12,adhawk,right,0.01,9,0.586057644236357,0.340907514779213,0.565149628070223,0.603216383497032
2,AE02,12,adhawk,left,0.01,9,0.338900820524928,-0.0800166144189818,0.565149628070223,-0.141584830715025
2,AE02,13,eyelink,right,0.1,9,0.995130684960511,3.33055678377632,4.98897176530716,0.667583810944111
2,AE02,13,eyelink,left,0.1,9,0.995743707128495,3.40398839456994,4.98897176530716,0.682302597549449
2,AE02,13,adhawk,right,0.1,9,0.995178115815109,2.38762302189551,4.98897176530716,0.478580183295246
2,AE02,13,adhawk,left,0.1,9,0.985593224491608,2.11125060912792,4.98897176530716,0.423183515250448
2,AE02,14,eyelink,right,0.1,9,0.964828843372309,5.36113374011631,4.98897176530716,1.0745969294509
2,AE02,14,eyelink,left,0.1,9,0.960981047931867,4.31224790338228,4.98897176530716,0.864356044940812
2,AE02,14,adhawk,right,0.1,9,0.973226121140781,2.04876308736304,4.98897176530716,0.410658384882021
2,AE02,14,adhawk,left,0.1,9,0.972445351296333,1.79674535498204,4.98897176530716,0.360143420228681
2,AE02,15,eyelink,right,0.1,9,0.998519928799433,4.5303479130602,4.98897176530716,0.908072469875217
2,AE02,15,eyelink,left,0.1,9,0.998237350902704,4.38707113912809,4.98897176530716,0.879353771780262
2,AE02,15,adhawk,right,0.1,9,0.998101110462297,2.90230197385128,4.98897176530716,0.581743515574415
2,AE02,15,adhawk,left,0.1,9,0.993667591685072,2.21713694867338,4.98897176530716,0.444407595988243
2,AE02,16,eyelink,right,0.1,9,0.926495170525378,3.87470801586236,4.98897176530716,0.77665462907742
2,AE02,16,eyelink,left,0.1,9,0.877676894594945,3.62830737373434,4.98897176530716,0.727265565815636
2,AE02,16,adhawk,right,0.1,9,0.707310814765803,3.22328431941738,4.98897176530716,0.646081892431582
2,AE02,16,adhawk,left,0.1,9,0.924375717044427,2.45617264459584,4.98897176530716,0.492320413932954
2,AE02,17,eyelink,right,0.1,9,0.981991046022421,4.59337600783628,4.98897176530716,0.920705953835655
2,AE02,17,eyelink,left,0.1,9,0.907921792008637,4.62954439608471,4.98897176530716,0.927955621693056
2,AE02,17,adhawk,right,0.1,9,0.942842969805039,3.175705601312,4.98897176530716,0.636545114044452
2,AE02,17,adhawk,left,0.1,9,0.842177190934637,2.57764403217984,4.98897176530716,0.516668394498549
2,AE02,18,eyelink,right,0.1,-9,0.995909366500047,-2.83477382218952,-4.98897176530716,0.568208030741377
2,AE02,18,eyelink,left,0.1,-9,0.996925123588224,-2.76468099639005,-4.98897176530716,0.554158477226786
2,AE02,18,adhawk,right,0.1,-9,0.99576956772146,-2.3060499930532,-4.98897176530716,0.462229513722497
2,AE02,18,adhawk,left,0.1,-9,0.991008926169342,-1.3793511371914,-4.98897176530716,0.276480044802673
2,AE02,19,eyelink,right,0.1,-9,0.998648302704179,-3.3398616609333,-4.98897176530716,0.669448900103701
2,AE02,19,eyelink,left,0.1,-9,0.998856010948202,-3.14602785822127,-4.98897176530716,0.630596444762116
2,AE02,19,adhawk,right,0.1,-9,0.998893891464157,-2.67001885648644,-4.98897176530716,0.535184198686691
2,AE02,19,adhawk,left,0.1,-9,0.994602964601703,-1.82467289370983,-4.98897176530716,0.36574127486518
2,AE02,20,eyelink,right,0.2,-9,0.963386871731011,6.86683428673707,10.8660298353531,0.631954300769128
2,AE02,20,eyelink,left,0.2,-9,0.958034189117136,6.92949573239361,10.8660298353531,0.63772102942771
2,AE02,20,adhawk,right,0.2,-9,0.957749767887112,4.92747395950602,10.8660298353531,0.453475099384898
2,AE02,20,adhawk,left,0.2,-9,0.850538408428713,3.86607203632565,10.8660298353531,0.355794351286171
2,AE02,21,eyelink,right,0.01,9,0.384126871564584,-0.345634142266117,0.565149628070223,-0.611579880971221
2,AE02,21,eyelink,left,0.01,9,0.616232736067806,-0.0115894251345764,0.565149628070223,-0.0205068260845362
2,AE02,21,adhawk,right,0.01,9,0.36138824693841,0.509967338920247,0.565149628070223,0.902358089947961
2,AE02,21,adhawk,left,0.01,9,-0.00717371163323009,-0.188379877497754,0.565149628070223,-0.333327437799086
2,AE02,22,eyelink,right,0.1,-9,0.992098584276229,-4.84490594151489,-4.98897176530716,0.971123143090508
2,AE02,22,eyelink,left,0.1,-9,0.992477688732592,-4.26547712499866,-4.98897176530716,0.854981211691834
2,AE02,22,adhawk,right,0.1,-9,0.991632385345558,-4.13884608523422,-4.98897176530716,0.82959901958463
2,AE02,22,adhawk,left,0.1,-9,0.98485180098682,-4.58802387543796,-4.98897176530716,0.919633161154098
2,AE02,23,eyelink,right,0.01,-9,0.996288295128404,-0.372963157779348,-0.565149628070223,0.65993701358856
2,AE02,23,eyelink,left,0.01,-9,0.993248591695585,-0.725573791610584,-0.565149628070223,1.28386139806576
2,AE02,23,adhawk,right,0.01,-9,0.9876341986369,-0.110911970128149,-0.565149628070223,0.196252398691074
2,AE02,23,adhawk,left,0.01,-9,0.966752769937009,-0.544252736791336,-0.565149628070223,0.963024143977159
2,AE02,24,eyelink,right,0.01,-9,0.995673154655285,-0.208337729032646,-0.565149628070223,0.368641716608826
2,AE02,24,eyelink,left,0.01,-9,0.992009772215509,-0.0439280821825293,-0.565149628070223,0.0777282333751638
2,AE02,24,adhawk,right,0.01,-9,0.978920558423812,0.0894796522256855,-0.565149628070223,-0.158329135827666
2,AE02,24,adhawk,left,0.01,-9,0.93919676536598,-0.177062241481419,-0.565149628070223,0.313301527041646
2,AE02,25,eyelink,right,0.2,-9,0.957610154585737,11.0047589063398,10.8660298353531,1.01276722713712
2,AE02,25,eyelink,left,0.2,-9,0.949948068706709,10.6307361078595,10.8660298353531,0.978345933974143
2,AE02,25,adhawk,right,0.2,-9,0.896986035578435,9.08681679301535,10.8660298353531,0.836259142548181
2,AE02,25,adhawk,left,0.2,-9,0.90376212437338,6.77706714289513,10.8660298353531,0.623693036516947
2,AE02,26,eyelink,right,0.01,9,0.898818570931629,-0.29712319265648,0.565149628070223,-0.525742525339787
2,AE02,26,eyelink,left,0.01,9,0.913454333892626,-0.309707673933045,0.565149628070223,-0.548010046455454
2,AE02,26,adhawk,right,0.01,9,0.919204204174892,1.35758642382271,0.565149628070223,2.40217166639278
2,AE02,26,adhawk,left,0.01,9,0.886443605339196,0.15516211523767,0.565149628070223,0.274550504027563
2,AE02,27,eyelink,right,0.2,9,0.484393217859632,-8.10435143928234,-10.8660298353531,0.745842921663483
2,AE02,27,eyelink,left,0.2,9,0.494637711699466,-7.4511420740224,-10.8660298353531,0.685728107406789
2,AE02,27,adhawk,right,0.2,9,0.984191939156123,-6.3255026952198,-10.8660298353531,0.582135590557601
2,AE02,27,adhawk,left,0.2,9,0.86749998514094,-5.52777773473238,-10.8660298353531,0.508721015724391
2,AE02,28,eyelink,right,0.2,-9,0.985538205124236,9.7293955696769,10.8660298353531,0.895395624446186
2,AE02,28,eyelink,left,0.2,-9,0.972339982676944,9.28025037375174,10.8660298353531,0.854060822063826
2,AE02,28,adhawk,right,0.2,-9,0.978591802929474,8.68988328589103,10.8660298353531,0.799729378398916
2,AE02,28,adhawk,left,0.2,-9,0.973765439405125,8.0158251478766,10.8660298353531,0.737695852978128
2,AE02,29,eyelink,right,0.2,9,0.99100016395545,-9.30768384402793,-10.8660298353531,0.856585522501048
2,AE02,29,eyelink,left,0.2,9,0.990219229884679,-8.37068444433841,-10.8660298353531,0.770353530330279
2,AE02,29,adhawk,right,0.2,9,0.994479000654262,-6.80158487519167,-10.8660298353531,0.625949401782646
2,AE02,29,adhawk,left,0.2,9,0.979930848347487,-6.29175175231401,-10.8660298353531,0.579029493536224
2,AE02,30,eyelink,right,0.2,-9,0.990058656947556,6.99119926072568,10.8660298353531,0.643399601018902
2,AE02,30,eyelink,left,0.2,-9,0.987261572173778,6.38734161008273,10.8660298353531,0.587826621762184
2,AE02,30,adhawk,right,0.2,-9,0.985946065686039,6.24528736038228,10.8660298353531,0.574753378650126
2,AE02,30,adhawk,left,0.2,-9,0.932741272358456,6.00370014292834,10.8660298353531,0.55252012316357
3,AE03,1,eyelink,right,0.1,-9,0.998019687053193,-3.39534720912675,-4.98897176530716,0.680570540153719
3,AE03,1,eyelink,left,0.1,-9,0.996882943646272,-3.45398789034455,-4.98897176530716,0.692324601707162
3,AE03,1,adhawk,right,0.1,-9,0.997942949564838,-2.92738042579913,-4.98897176530716,0.5867702932608
3,AE03,1,adhawk,left,0.1,-9,0.994118649348668,-2.46783322544827,-4.98897176530716,0.494657685298873
3,AE03,2,eyelink,right,0.2,9,0.974473273032863,-6.3637130059621,-10.8660298353531,0.585652082903129
3,AE03,2,eyelink,left,0.2,9,0.968455330356588,-6.72117604920882,-10.8660298353531,0.61854938289799
3,AE03,2,adhawk,right,0.2,9,0.797122160308083,-6.33855060406654,-10.8660298353531,0.58333638873729
3,AE03,2,adhawk,left,0.2,9,0.829635775811456,-5.63428391530217,-10.8660298353531,0.518522772408629
3,AE03,3,eyelink,right,0.01,9,0.995316548924025,0.792260755488883,0.565149628070223,1.40186017319725
3,AE03,3,eyelink,left,0.01,9,0.99469811835964,0.601418751096062,0.565149628070223,1.06417614243096
3,AE03,3,adhawk,right,0.01,9,0.994354544425318,0.85236504479923,0.565149628070223,1.50821128151449
3,AE03,3,adhawk,left,0.01,9,0.99171910356545,0.507421447925155,0.565149628070223,0.897853281188225
3,AE03,4,eyelink,right,0.01,-9,0.987897389158311,-0.198840872640186,-0.565149628070223,0.351837571439538
3,AE03,4,eyelink,left,0.01,-9,0.982940636499656,-0.246355999326232,-0.565149628070223,0.435912875263576
