subject,id,trial,stream,freq,amp,coeff_el,coeff_ah,slope_el,slope_ah,slope_tar,gain_el,gain_ah
1,AE01,19,left,0.1,-9,0.998129149326915,0.985815451761844,-2.81316382529539,-7.75039115810734,-4.98897176530716,0.563876477485374,1.55350471453914
1,AE01,20,right,0.2,-9,0.992676939046177,0.916275954165119,6.4313032357699,3.58686225176728,10.8660298353531,0.591872407237956,0.330098693461825
1,AE01,20,left,0.2,-9,0.993736214184827,0.969436388658544,6.22080982578649,11.265890471818,10.8660298353531,0.572500712776142,1.03679914766697
1,AE01,21,right,0.01,9,0.984317000232931,0.972278493140404,0.550812039449673,0.301965824493594,0.565149628070223,0.974630455531737,0.534311285888474
1,AE01,21,left,0.01,9,0.995887477506023,0.899269661796665,0.741339904349272,0.767391637682405,0.565149628070223,1.31175863440037,1.35785568912566
1,AE01,22,right,0.1,-9,0.918786794750022,0.914020255479759,-3.40408936186686,-1.7681995605023,-4.98897176530716,0.682322835646932,0.354421641108132
1,AE01,22,left,0.1,-9,0.925194315416639,0.936081361626291,-3.67913603753111,-0.140228495510854,-4.98897176530716,0.737453770156703,0.0281076947530531
1,AE01,23,right,0.01,-9,0.993637365786652,0.970442828230885,-0.312665279618818,-0.0832059451002194,-0.565149628070223,0.553243360853751,0.147228169262602
1,AE01,23,left,0.01,-9,0.994384730228765,0.966076908290932,-0.586585790065299,-0.512749887269459,-0.565149628070223,1.03793006476581,0.907281650384006
1,AE01,24,right,0.01,-9,0.988794307182038,0.890587714286991,-0.560043352018492,0.298701191338086,-0.565149628070223,0.990964736066152,-0.528534703912024
1,AE01,24,left,0.01,-9,0.989836000526208,-0.276385833084617,-0.962236673449468,-0.142576145424544,-0.565149628070223,1.70262285535806,0.252280349031439
1,AE01,25,right,0.2,-9,0.986829681456946,0.980682852021292,7.56324536142041,4.28468151580192,10.8660298353531,0.696044965458593,0.394318953723237
1,AE01,25,left,0.2,-9,0.987847726675249,0.984947728679016,7.43186612900321,8.75830812264686,10.8660298353531,0.683954143474123,0.806026511555426
1,AE01,26,right,0.01,9,0.974884390220407,0.991949743003643,0.616887235659178,0.193231191351763,0.565149628070223,1.09154674270179,0.341911560680975
1,AE01,26,left,0.01,9,0.984494692111846,0.969405416425909,0.674506406138184,0.252335087961366,0.565149628070223,1.1935005751333,0.446492531231059
1,AE01,27,right,0.2,9,0.99632678433353,0.991628418019844,-7.57986991713605,-4.67817170741879,-10.8660298353531,0.697574922210742,0.430531829776332
1,AE01,27,left,0.2,9,0.995523573257501,0.978000845410095,-7.6703716614,-10.0781218408726,-10.8660298353531,0.705903791690697,0.92748887989273
1,AE01,28,right,0.2,-9,0.994082428145366,0.973921185361253,7.81293850439911,4.43331296145853,10.8660298353531,0.719024208729794,0.407997495739847
1,AE01,28,left,0.2,-9,0.995548826990436,0.949604051241669,8.84665780059234,13.7526734921101,10.8660298353531,0.81415732651583,1.26565762293098
1,AE01,29,right,0.2,9,0.99142270033482,0.950920925297305,-8.08389267946433,-4.80346818017343,-10.8660298353531,0.743960103363882,0.442062855795327
1,AE01,29,left,0.2,9,0.991146578353566,0.982171912784683,-8.50030350678632,-13.1586509582355,-10.8660298353531,0.782282363990038,1.21098976881356
1,AE01,30,right,0.2,-9,0.987294226152464,0.956732073479533,9.53648147292054,5.18488959178541,10.8660298353531,0.877641753006527,0.477165042830651
1,AE01,30,left,0.2,-9,0.984645791583673,0.938731179359639,9.62995840469983,16.3484714338996,10.8660298353531,0.886244428794805,1.50454873413923
2,AE02,1,right,0.1,-9,0.998815024684613,0.998115290589828,-3.40455166331298,-2.43033077566404,-4.98897176530716,0.682415500321712,0.487140615339685
2,AE02,1,left,0.1,-9,0.998674027944216,0.996831888459119,-3.5594107747792,-2.19428809936155,-4.98897176530716,0.713455786527197,0.439827724546454
2,AE02,2,right,0.2,9,0.99592542197697,0.996261580684571,-8.26914581825834,-5.74897382357918,-10.8660298353531,0.761008937353945,0.529077677007165
