subject,id,trial,source,stream,freq,amp,sac_amp
1,AE01,20,eyelink,left,0,-9,0.403140379780517
1,AE01,20,eyelink,left,0,-9,0.196227736943776
1,AE01,20,adhawk,left,0,-9,0.233047707429863
1,AE01,20,adhawk,left,0,-9,0.964805640496868
1,AE01,20,adhawk,left,0,-9,0.341048011657799
1,AE01,21,adhawk,left,0,-9,0.291880483255344
1,AE01,22,eyelink,right,0,-9,0.628312857844469
1,AE01,22,eyelink,right,0,-9,15.8482716813016
1,AE01,22,eyelink,right,0,-9,15.7873414966951
1,AE01,22,eyelink,right,0,-9,0.747874415723077
1,AE01,22,eyelink,left,0,-9,0.799779346811518
1,AE01,22,eyelink,left,0,-9,13.9761107274055
1,AE01,22,eyelink,left,0,-9,14.5522257262747
1,AE01,22,eyelink,left,0,-9,0.659411333124422
1,AE01,22,adhawk,right,0,-9,0.299498007633273
1,AE01,22,adhawk,right,0,-9,6.61452577606708
1,AE01,22,adhawk,right,0,-9,1.89033809101766
1,AE01,22,adhawk,right,0,-9,2.36884864066687
1,AE01,22,adhawk,right,0,-9,6.02029229219458
1,AE01,22,adhawk,left,0,-9,0.345022468394507
1,AE01,22,adhawk,left,0,-9,0.291107463534232
1,AE01,22,adhawk,left,0,-9,0.246749339685788
1,AE01,22,adhawk,left,0,-9,0.313448088675525
1,AE01,22,adhawk,left,0,-9,0.179724359411324
1,AE01,22,adhawk,left,0,-9,1.16819596726468
1,AE01,22,adhawk,left,0,-9,0.226252578273266
1,AE01,22,adhawk,left,0,-9,0.549507887418205
1,AE01,22,adhawk,left,0,-9,2.4446428330984
1,AE01,22,adhawk,left,0,-9,3.44070918677746
1,AE01,22,adhawk,left,0,-9,3.83496523229079
1,AE01,22,adhawk,left,0,-9,0.142976291703812
1,AE01,22,adhawk,left,0,-9,0.686007493199231
1,AE01,22,adhawk,left,0,-9,0.560251146548179
1,AE01,22,adhawk,left,0,-9,0.188988945308317
1,AE01,22,adhawk,left,0,-9,0.212376647994894
1,AE01,23,adhawk,left,0,-9,1.05031442430189
1,AE01,23,adhawk,left,0,-9,0.349765739216529
1,AE01,23,adhawk,left,0,-9,0.685713572802859
1,AE01,23,adhawk,left,0,-9,0.50423058659246
1,AE01,23,adhawk,left,0,-9,0.496955750546576
1,AE01,23,adhawk,left,0,-9,0.515239088874447
1,AE01,23,adhawk,left,0,-9,0.288272472838779
1,AE01,23,adhawk,left,0,-9,0.278092807872262
1,AE01,23,adhawk,left,0,-9,0.072513815581404
1,AE01,23,adhawk,left,0,-9,0.280009416672216
1,AE01,23,adhawk,left,0,-9,0.275484959127299
1,AE01,23,adhawk,left,0,-9,0.892605743593905
1,AE01,23,adhawk,left,0,-9,0.323202794689056
1,AE01,23,adhawk,left,0,-9,0.334220347754534
1,AE01,23,adhawk,left,0,-9,0.623650766913293
1,AE01,23,adhawk,left,0,-9,0.276679488462179
1,AE01,23,adhawk,left,0,-9,0.207995605619018
1,AE01,24,adhawk,left,0,-9,0.567175723278917
1,AE01,24,adhawk,left,0,-9,0.157168346510984
1,AE01,24,adhawk,left,0,-9,0.386094517705064
1,AE01,24,adhawk,left,0,-9,0.330118421641728
1,AE01,24,adhawk,left,0,-9,0.0950978475656585
1,AE01,24,adhawk,left,0,-9,0.192088779056537
1,AE01,24,adhawk,left,0,-9,1.21640377823702
1,AE01,24,adhawk,left,0,-9,0.119927883524046
1,AE01,24,adhawk,left,0,-9,0.213335583567932
1,AE01,24,adhawk,left,0,-9,0.418098188350704
1,AE01,24,adhawk,left,0,-9,0.166504417163519
1,AE01,24,adhawk,left,0,-9,0.212178824863325
1,AE01,24,adhawk,left,0,-9,0.23256543958341
1,AE01,24,adhawk,left,0,-9,0.369032351830589
1,AE01,24,adhawk,left,0,-9,0.317979829306409
1,AE01,24,adhawk,left,0,-9,0.340541473923201
1,AE01,25,eyelink,right,0,-9,0.659245525401411
1,AE01,25,eyelink,right,0,-9,0.807963397455921
1,AE01,25,eyelink,right,0,-9,1.1379432081492
1,AE01,25,eyelink,left,0,-9,0.335431171643728
1,AE01,25,eyelink,left,0,-9,0.319150817898761
1,AE01,25,eyelink,left,0,-9,1.45352911346025
1,AE01,25,eyelink,left,0,-9,0.221435176582613
1,AE01,25,adhawk,left,0,-9,0.445642580974184
1,AE01,25,adhawk,left,0,-9,0.291680688463225
1,AE01,25,adhawk,left,0,-9,1.00425638651497
1,AE01,25,adhawk,left,0,-9,0.53277551464549
1,AE01,25,adhawk,left,0,-9,0.334815537482082
1,AE01,25,adhawk,left,0,-9,0.369616665414718
1,AE01,25,adhawk,left,0,-9,0.505648892035319
1,AE01,26,adhawk,left,0,-9,0.293524567348297
1,AE01,26,adhawk,left,0,-9,0.292781196859425
1,AE01,26,adhawk,left,0,-9,0.453143862094639
1,AE01,26,adhawk,left,0,-9,0.85140010952738
1,AE01,26,adhawk,left,0,-9,0.460785048232524
1,AE01,26,adhawk,left,0,-9,0.424066184063214
1,AE01,27,eyelink,right,0,-9,0.402181713656921
1,AE01,27,eyelink,right,0,-9,0.214114501001881
1,AE01,27,adhawk,left,0,-9,0.875959017275255
1,AE01,27,adhawk,left,0,-9,0.480198434835627
1,AE01,27,adhawk,left,0,-9,0.272972066317614
1,AE01,28,eyelink,right,0,-9,0.416796090615432
1,AE01,28,eyelink,right,0,-9,0.186870031359388
1,AE01,28,eyelink,left,0,-9,0.369682525139272
1,AE01,28,adhawk,left,0,-9,0.271431090065152
1,AE01,28,adhawk,left,0,-9,2.25886503716574
1,AE01,28,adhawk,left,0,-9,0.952972346142042
1,AE01,28,adhawk,left,0,-9,0.280731067129235
1,AE01,28,adhawk,left,0,-9,1.59301593733551
1,AE01,29,eyelink,right,0,-9,0.977999117088297
1,AE01,29,eyelink,right,0,-9,1.94469203931156
1,AE01,29,eyelink,right,0,-9,0.225010161985262
1,AE01,29,eyelink,right,0,-9,0.945115952873641
1,AE01,29,eyelink,left,0,-9,1.15470547713307
1,AE01,29,eyelink,left,0,-9,1.9638021654201
1,AE01,29,eyelink,left,0,-9,0.417386539434756
1,AE01,29,eyelink,left,0,-9,0.939585123280313
1,AE01,29,adhawk,right,0,-9,0.432847234098002
1,AE01,29,adhawk,left,0,-9,0.447255582857315
1,AE01,29,adhawk,left,0,-9,0.246299059525531
1,AE01,29,adhawk,left,0,-9,0.455137994935368
1,AE01,29,adhawk,left,0,-9,0.862260374367788
1,AE01,29,adhawk,left,0,-9,0.365013070574681
1,AE01,29,adhawk,left,0,-9,0.313226081425846
1,AE01,29,adhawk,left,0,-9,3.34980208211998
1,AE01,29,adhawk,left,0,-9,0.195653433046708
1,AE01,29,adhawk,left,0,-9,0.743443341470027
1,AE01,29,adhawk,left,0,-9,1.30002244586549
1,AE01,29,adhawk,left,0,-9,0.196895467825325
1,AE01,29,adhawk,left,0,-9,0.550357549242852
1,AE01,29,adhawk,left,0,-9,0.376020318055561
1,AE01,29,adhawk,left,0,-9,0.241717090664757
1,AE01,29,adhawk,left,0,-9,0.300245222759253
1,AE01,29,adhawk,left,0,-9,0.509174753799783
1,AE01,29,adhawk,left,0,-9,0.951403376372403
1,AE01,29,adhawk,left,0,-9,0.26816182067831
1,AE01,29,adhawk,left,0,-9,0.246549807926463
1,AE01,29,adhawk,left,0,-9,0.36384139896246
1,AE01,29,adhawk,left,0,-9,0.205615740844149
1,AE01,29,adhawk,left,0,-9,1.21243949108969
1,AE01,29,adhawk,left,0,-9,0.715344936868062
1,AE01,30,eyelink,right,0,-9,0.384331495691905
1,AE01,30,eyelink,right,0,-9,2.10630118601879
1,AE01,30,eyelink,right,0,-9,1.65545980969996
1,AE01,30,eyelink,right,0,-9,0.217235651729883
1,AE01,30,eyelink,right,0,-9,1.5379708790652
1,AE01,30,eyelink,left,0,-9,0.480707328937288
1,AE01,30,eyelink,left,0,-9,1.84207547415162
1,AE01,30,eyelink,left,0,-9,1.51777736242771
1,AE01,30,eyelink,left,0,-9,0.763290987282369
1,AE01,30,eyelink,left,0,-9,1.6774639868124
1,AE01,30,adhawk,right,0,-9,0.363132779310182
1,AE01,30,adhawk,right,0,-9,0.546166141730771
1,AE01,30,adhawk,right,0,-9,0.573696180687423
1,AE01,30,adhawk,left,0,-9,0.404110568795833
1,AE01,30,adhawk,left,0,-9,0.202326113066061
1,AE01,30,adhawk,left,0,-9,0.434667382800264
1,AE01,30,adhawk,left,0,-9,0.393461573760529
1,AE01,30,adhawk,left,0,-9,0.334870566707041
1,AE01,30,adhawk,left,0,-9,0.245708382406765
1,AE01,30,adhawk,left,0,-9,0.648381098216662
1,AE01,30,adhawk,left,0,-9,0.550929151191898
1,AE01,30,adhawk,left,0,-9,0.200084766218803
1,AE01,30,adhawk,left,0,-9,0.362216373585756
1,AE01,30,adhawk,left,0,-9,0.248060581793879
1,AE01,30,adhawk,left,0,-9,0.781176640072013
1,AE01,30,adhawk,left,0,-9,0.216983811464627
1,AE01,30,adhawk,left,0,-9,0.636468201811273
1,AE01,30,adhawk,left,0,-9,0.17459149221854
1,AE01,30,adhawk,left,0,-9,0.978701993282325
1,AE01,30,adhawk,left,0,-9,0.12312140974242
1,AE01,30,adhawk,left,0,-9,1.65034000818144
1,AE01,30,adhawk,left,0,-9,0.862455861942893
2,AE02,1,eyelink,right,0,-9,0.165055755850718
2,AE02,1,eyelink,right,0,-9,0.181729016141584
2,AE02,1,eyelink,right,0,-9,0.527607488486368
2,AE02,1,eyelink,left,0,-9,0.198716180916326
2,AE02,1,eyelink,left,0,-9,0.186218394025666
2,AE02,1,eyelink,left,0,-9,0.513803456798512
2,AE02,1,adhawk,left,0,-9,0.121745813293419
2,AE02,2,eyelink,right,0,-9,0.901467715779159
2,AE02,2,eyelink,left,0,-9,0.995035862130908
2,AE02,2,eyelink,left,0,-9,0.292119147908618
2,AE02,2,adhawk,right,0,-9,0.202924252587644
2,AE02,2,adhawk,left,0,-9,0.497749366378797
2,AE02,2,adhawk,left,0,-9,0.140307545977286
2,AE02,4,adhawk,left,0,-9,0.600065500143985
2,AE02,5,eyelink,right,0,-9,0.169809544927456
2,AE02,5,eyelink,right,0,-9,0.514630746426779
2,AE02,5,eyelink,right,0,-9,2.62482886173366
2,AE02,5,eyelink,right,0,-9,1.85221242344771
2,AE02,5,eyelink,right,0,-9,0.38209845296161
2,AE02,5,eyelink,right,0,-9,0.170156968974442
2,AE02,5,eyelink,left,0,-9,0.341636389769953
2,AE02,5,eyelink,left,0,-9,0.611271248679739
2,AE02,5,eyelink,left,0,-9,2.8634301929357
2,AE02,5,eyelink,left,0,-9,2.10493249713156
2,AE02,5,eyelink,left,0,-9,0.280492077016993
2,AE02,5,adhawk,right,0,-9,0.193276216999223
2,AE02,5,adhawk,right,0,-9,1.07409466762102
2,AE02,5,adhawk,right,0,-9,1.05262015271916
2,AE02,5,adhawk,left,0,-9,0.61357767230488
2,AE02,5,adhawk,left,0,-9,1.58917658492876
2,AE02,5,adhawk,left,0,-9,1.7956417430763
2,AE02,5,adhawk,left,0,-9,0.220936260560226
2,AE02,5,adhawk,left,0,-9,0.229086582294235
2,AE02,6,eyelink,right,0,-9,0.731764857559477
2,AE02,6,eyelink,left,0,-9,0.830936224200729
2,AE02,6,eyelink,left,0,-9,0.207257155932572
2,AE02,6,adhawk,left,0,-9,0.517192780851486
2,AE02,7,eyelink,right,0,-9,6.57065704110181
2,AE02,7,eyelink,right,0,-9,5.56718976948134
2,AE02,7,eyelink,right,0,-9,7.97922950501894
2,AE02,7,eyelink,right,0,-9,6.31133527149793
2,AE02,7,eyelink,left,0,-9,9.1142705083863
2,AE02,7,eyelink,left,0,-9,5.16496087450779
2,AE02,7,eyelink,left,0,-9,5.04600454006084
2,AE02,7,eyelink,left,0,-9,4.44729858850395
2,AE02,7,eyelink,left,0,-9,0.444693505404631
2,AE02,7,adhawk,right,0,-9,0.855046452428979
2,AE02,7,adhawk,right,0,-9,5.49276351441513
2,AE02,7,adhawk,right,0,-9,3.45910082254538
2,AE02,7,adhawk,right,0,-9,1.8370354979475
2,AE02,7,adhawk,right,0,-9,0.206151409891532
2,AE02,7,adhawk,right,0,-9,11.6764158827294
2,AE02,7,adhawk,right,0,-9,6.69523293801634
2,AE02,7,adhawk,right,0,-9,2.29237973001759
2,AE02,7,adhawk,left,0,-9,1.26706954499543
2,AE02,7,adhawk,left,0,-9,1.660620795986
2,AE02,7,adhawk,left,0,-9,0.427718891913543
2,AE02,7,adhawk,left,0,-9,6.84590569828955
2,AE02,7,adhawk,left,0,-9,8.98145473813788
2,AE02,7,adhawk,left,0,-9,0.211777013892913
2,AE02,7,adhawk,left,0,-9,0.210926233826042
2,AE02,7,adhawk,left,0,-9,0.256833144620346
2,AE02,7,adhawk,left,0,-9,0.225165111099885
2,AE02,7,adhawk,left,0,-9,0.169300994780103
2,AE02,7,adhawk,left,0,-9,0.150187190701523
2,AE02,7,adhawk,left,0,-9,4.33117973454469
2,AE02,7,adhawk,left,0,-9,1.31476487871738
2,AE02,7,adhawk,left,0,-9,8.54295515845967
2,AE02,7,adhawk,left,0,-9,12.0094883209415
2,AE02,7,adhawk,left,0,-9,0.403005258010225
2,AE02,7,adhawk,left,0,-9,0.247335287501251
2,AE02,7,adhawk,left,0,-9,0.240852944474776
2,AE02,7,adhawk,left,0,-9,0.339582108887768
2,AE02,7,adhawk,left,0,-9,0.981908110844843
2,AE02,8,eyelink,right,0,-9,6.23815867960676
2,AE02,8,eyelink,right,0,-9,6.24666197949944
2,AE02,8,eyelink,right,0,-9,0.301959920573108
2,AE02,8,eyelink,left,0,-9,4.58123822776125
2,AE02,8,eyelink,left,0,-9,2.54298697571687
2,AE02,8,adhawk,right,0,-9,8.71814358574674
2,AE02,8,adhawk,right,0,-9,3.44868560520417
2,AE02,8,adhawk,right,0,-9,0.673104905531357
2,AE02,8,adhawk,right,0,-9,1.30222978030326
2,AE02,8,adhawk,left,0,-9,0.186530105316915
2,AE02,8,adhawk,left,0,-9,0.251076325015562
2,AE02,8,adhawk,left,0,-9,4.11240209479826
2,AE02,8,adhawk,left,0,-9,9.63611796734354
2,AE02,8,adhawk,left,0,-9,12.4165478545195
2,AE02,8,adhawk,left,0,-9,0.851737428981605
2,AE02,8,adhawk,left,0,-9,0.416226303575072
2,AE02,8,adhawk,left,0,-9,0.282048651556957
2,AE02,8,adhawk,left,0,-9,0.492429057462068
2,AE02,8,adhawk,left,0,-9,0.892310059299188
2,AE02,8,adhawk,left,0,-9,0.259864373160249
2,AE02,8,adhawk,left,0,-9,0.158079913085902
2,AE02,8,adhawk,left,0,-9,0.219911728276329
2,AE02,10,eyelink,right,0,-9,0.68928267007515
2,AE02,10,eyelink,right,0,-9,1.47769676370133
2,AE02,10,eyelink,left,0,-9,0.666166937084749
2,AE02,10,eyelink,left,0,-9,0.217098986211938
2,AE02,10,eyelink,left,0,-9,1.60523188577933
2,AE02,10,adhawk,right,0,-9,0.974749905734162
2,AE02,10,adhawk,left,0,-9,0.96876626047956
2,AE02,11,eyelink,right,0,-9,0.803499969211148
2,AE02,11,eyelink,left,0,-9,0.698823461936885
2,AE02,11,adhawk,right,0,-9,0.295169751228864
2,AE02,11,adhawk,left,0,-9,0.376879004333698
2,AE02,11,adhawk,left,0,-9,0.428286920393587
2,AE02,12,eyelink,right,0,-9,0.387940126814323
2,AE02,12,eyelink,right,0,-9,6.43473907850837
2,AE02,12,eyelink,right,0,-9,7.07131895934086
2,AE02,12,eyelink,left,0,-9,0.446126626745175
2,AE02,12,eyelink,left,0,-9,4.35630188703684
2,AE02,12,eyelink,left,0,-9,5.37198010537892
2,AE02,12,adhawk,right,0,-9,1.08034387386364
2,AE02,12,adhawk,right,0,-9,5.03507932799549
2,AE02,12,adhawk,right,0,-9,1.80388553267188
2,AE02,12,adhawk,right,0,-9,2.31137898730628
2,AE02,12,adhawk,left,0,-9,0.307680270110991
2,AE02,12,adhawk,left,0,-9,1.20830889677533
2,AE02,12,adhawk,left,0,-9,0.833491193612856
2,AE02,12,adhawk,left,0,-9,5.50840816886092
2,AE02,12,adhawk,left,0,-9,6.42943137288027
2,AE02,13,eyelink,right,0,-9,1.26933435499344
2,AE02,13,eyelink,left,0,-9,1.44034884510086
2,AE02,13,eyelink,left,0,-9,0.236221465768895
2,AE02,13,adhawk,left,0,-9,1.45329962839497
2,AE02,14,eyelink,right,0,-9,0.17848519109533
2,AE02,14,eyelink,right,0,-9,4.40526151589378
2,AE02,14,eyelink,right,0,-9,0.794158884424116
2,AE02,14,eyelink,left,0,-9,4.74520610312824
2,AE02,14,eyelink,left,0,-9,0.936641381633915
2,AE02,14,adhawk,right,0,-9,2.85850692377215
2,AE02,14,adhawk,left,0,-9,3.60067659236308
2,AE02,14,adhawk,left,0,-9,0.291973203785346
2,AE02,15,eyelink,right,0,-9,0.476125564019282
2,AE02,15,eyelink,left,0,-9,0.584053333201964
2,AE02,15,adhawk,left,0,-9,0.442938877997053
2,AE02,16,eyelink,right,0,-9,3.30817430001248
2,AE02,16,eyelink,right,0,-9,1.77405080793651
2,AE02,16,eyelink,right,0,-9,3.42325108002169
2,AE02,16,eyelink,right,0,-9,0.4712674358067
2,AE02,16,eyelink,right,0,-9,10.9594311611324
2,AE02,16,eyelink,right,0,-9,11.100279200947
2,AE02,16,eyelink,right,0,-9,0.77073143299698
2,AE02,16,eyelink,right,0,-9,0.176164914021466
2,AE02,16,eyelink,left,0,-9,3.66239121767526
2,AE02,16,eyelink,left,0,-9,1.79838494662514
2,AE02,16,eyelink,left,0,-9,3.60432043417923
2,AE02,16,eyelink,left,0,-9,0.200858754680123
2,AE02,16,eyelink,left,0,-9,12.3633484539279
2,AE02,16,eyelink,left,0,-9,13.1226757072315
2,AE02,16,eyelink,left,0,-9,1.03342553535526
2,AE02,16,eyelink,left,0,-9,0.191535980529942
2,AE02,16,adhawk,right,0,-9,1.5374250242322
2,AE02,16,adhawk,right,0,-9,0.506111713303318
2,AE02,16,adhawk,right,0,-9,0.507752333762153
2,AE02,16,adhawk,right,0,-9,0.246564610115885
2,AE02,16,adhawk,right,0,-9,0.92797519881081
2,AE02,16,adhawk,right,0,-9,0.389836808026618
2,AE02,16,adhawk,right,0,-9,2.34043080513139
2,AE02,16,adhawk,right,0,-9,18.5592946269405
2,AE02,16,adhawk,right,0,-9,18.503170351123
2,AE02,16,adhawk,left,0,-9,2.73343807379793
2,AE02,16,adhawk,left,0,-9,0.258248473683791
2,AE02,16,adhawk,left,0,-9,0.473081340296207
2,AE02,16,adhawk,left,0,-9,0.727354442090801
2,AE02,16,adhawk,left,0,-9,0.486967407929941
