subject,eye,trial,target_slope,el_slope,ah_slope,el_slope_gain,ah_slope_gain
AE06,left,20,-0.54982776,-0.687879115,-0.577641806,1.251081092,1.050586834
AE06,left,21,-0.54982776,-0.595842547,-0.643934342,1.083689457,1.171156476
AE06,left,23,0.54982776,0.446415928,0.513613479,0.811919588,0.934135225
AE06,left,26,-0.54982776,-0.52264984,-0.431664059,0.950570121,0.785089605
AE07,right,10,0.54982776,0.572135413,0.345246178,1.040572074,0.627916964
AE07,right,24,0.54982776,0.549993419,0.455674148,1.000301293,0.828757987
AE07,left,10,0.54982776,0.633636594,0.394375112,1.152427432,0.71727028
AE07,left,24,0.54982776,0.582915136,0.621203148,1.060177711,1.129814086
AE08,right,7,-0.54982776,-0.492406053,-0.340150784,0.895564191,0.61864971
AE08,right,10,0.54982776,0.545359347,0.43561679,0.991873067,0.79227864
AE08,right,11,-0.54982776,-0.441552315,-0.301247536,0.803073884,0.547894374
AE08,right,20,-0.54982776,-0.493332364,-0.490358916,0.897248919,0.891840958
AE08,right,23,0.54982776,0.569213915,0.433009672,1.035258596,0.78753694
AE08,left,7,-0.54982776,-0.597884988,-0.717861344,1.087404149,1.305611313
AE08,left,10,0.54982776,0.49892454,0.48614742,0.907419698,0.884181293
AE08,left,11,-0.54982776,-0.560172307,-0.684726735,1.018814158,1.245347697
AE08,left,20,-0.54982776,-0.554253648,-0.631314165,1.00804959,1.148203512
AE08,left,23,0.54982776,0.565865739,0.5586467,1.029169096,1.01603946
AE09,right,5,0.54982776,0.533048104,0.274342033,0.969481978,0.498959952
AE09,right,7,-0.54982776,-0.623596641,-0.659137644,1.134167255,1.198807502
AE09,right,10,0.54982776,0.594337509,0.591128595,1.080952167,1.07511595
AE09,right,11,-0.54982776,-0.576595577,-0.307067935,1.048684004,0.558480231
AE09,right,13,0.54982776,0.55101171,0.77339294,1.00215331,1.406609481
AE09,right,20,-0.54982776,-0.571100608,-0.451319157,1.038690022,0.820837341
AE09,right,21,-0.54982776,-0.556560539,-0.206000525,1.012245251,0.37466374
AE09,right,23,0.54982776,0.59505832,0.765426408,1.082263144,1.392120339
AE09,right,24,0.54982776,0.543874928,0.642314817,0.989173277,1.168210963
AE09,left,5,0.54982776,0.528638273,0.745097775,0.96146159,1.35514761
AE09,left,7,-0.54982776,-0.506297865,-0.382434031,0.920829942,0.695552424
AE09,left,10,0.54982776,0.500570464,0.337307707,0.910413225,0.613478859
AE09,left,11,-0.54982776,-0.601868559,-0.566542962,1.094649274,1.030400796
AE09,left,13,0.54982776,0.484644484,0.292344212,0.881447827,0.53170144
AE09,left,20,-0.54982776,-0.574897996,-0.473727003,1.045596526,0.861591643
AE09,left,21,-0.54982776,-0.602193943,-0.6924677,1.095241067,1.259426588
AE09,left,23,0.54982776,0.453519247,0.345248154,0.824838758,0.627920559
AE09,left,24,0.54982776,0.449608754,0.475365951,0.817726544,0.864572482
AE10,right,7,-0.54982776,-0.465350885,-0.376378393,0.846357566,0.684538723
AE10,right,10,0.54982776,0.546336012,0.790293946,0.993649378,1.437348208
AE10,right,11,-0.54982776,-0.453667636,-0.286888094,0.825108641,0.521778118
AE10,left,7,-0.54982776,-0.540100497,-0.673052347,0.982308527,1.224114888
AE10,left,10,0.54982776,0.429856981,0.237589946,0.781802979,0.432117042
AE10,left,11,-0.54982776,-0.530867716,-0.756501118,0.965516393,1.375887456
AE11,right,5,0.54982776,0.455602743,0.503970196,0.828628119,0.916596492
AE11,right,7,-0.54982776,-0.507261149,-0.292905285,0.922581917,0.532721893
AE11,right,10,0.54982776,0.425753924,0.246254079,0.774340539,0.447874948
AE11,right,11,-0.54982776,-0.55738704,-0.349424629,1.01374845,0.635516528
AE11,right,13,0.54982776,0.486778256,0.479847497,0.885328628,0.872723299
AE11,right,20,-0.54982776,-0.546239271,-0.380751642,0.993473429,0.692492575
AE11,right,21,-0.54982776,-0.609270469,-0.204953803,1.10811151,0.372760012
AE11,right,23,0.54982776,0.520584825,0.605674527,0.946814371,1.101571384
AE11,right,24,0.54982776,0.515802065,0.422719088,0.93811572,0.768820926
AE11,left,5,0.54982776,0.579473228,0.491423106,1.053917735,0.893776453
AE11,left,7,-0.54982776,-0.492503366,-0.23937158,0.895741179,0.435357392
AE11,left,10,0.54982776,0.57337603,0.65496555,1.042828449,1.191219501
AE11,left,11,-0.54982776,-0.474952023,-0.477096988,0.863819649,0.867720808
AE11,left,13,0.54982776,0.513806707,0.41793498,0.93448666,0.760119823
AE11,left,20,-0.54982776,-0.47260272,-0.411369038,0.859546852,0.748178007
AE11,left,21,-0.54982776,-0.452373165,-0.493212397,0.822754321,0.897030729
AE11,left,23,0.54982776,0.459316589,0.359409609,0.835382682,0.653676724
AE11,left,24,0.54982776,0.544504008,0.532601758,0.990317419,0.968670185
AE12,right,5,0.54982776,0.542893203,0.043114297,0.987387765,0.078414187
AE12,right,11,-0.54982776,-0.686724468,-0.613062864,1.248981076,1.115008932
AE12,right,13,0.54982776,0.57675598,0.209418211,1.048975736,0.380879662
AE12,right,24,0.54982776,0.470181769,-0.107370826,0.855143744,-0.195280838
AE12,right,26,-0.54982776,-0.500262332,-0.019425612,0.90985281,0.035330359
AE12,left,5,0.54982776,0.168117007,0.497271146,0.305763039,0.904412584
AE12,left,11,-0.54982776,-0.671552912,-0.190354327,1.221387789,0.346207196
AE12,left,13,0.54982776,0.393764511,0.368350565,0.71615975,0.669938099
AE12,left,24,0.54982776,0.491913132,0.278152235,0.89466769,0.505889763
AE12,left,26,-0.54982776,-0.572406707,-0.432195325,1.041065491,0.786055846
AE13,right,5,0.54982776,0.500665765,0.429054373,0.910586553,0.780343234
AE13,right,10,0.54982776,0.490639752,0.462836816,0.892351729,0.8417851
AE13,right,11,-0.54982776,-0.511738687,-0.415618813,0.930725445,0.755907292
AE13,right,13,0.54982776,0.49368061,0.680028415,0.897882293,1.236802622
AE13,right,20,-0.54982776,-0.545695444,-0.441089317,0.992484345,0.802231806
AE13,right,21,-0.54982776,-0.553400077,-0.378802128,1.006497156,0.688946895
AE13,right,24,0.54982776,0.491367647,0.681651058,0.893675588,1.239753805
AE13,right,26,-0.54982776,-0.550235903,-0.43367173,1.000742311,0.788741059
AE13,left,5,0.54982776,0.508616427,0.313678414,0.925046831,0.570503049
AE13,left,10,0.54982776,0.461575403,0.325224905,0.839490903,0.591503245
AE13,left,11,-0.54982776,-0.522728692,-0.585817553,0.950713532,1.065456486
AE13,left,13,0.54982776,0.52374999,0.541810782,0.952571019,0.98541911
AE13,left,20,-0.54982776,-0.555663338,-0.574984192,1.010613465,1.045753294
AE13,left,24,0.54982776,0.508894313,0.737406458,0.925552236,1.341159017
AE13,left,26,-0.54982776,-0.486280311,-0.587348296,0.884422988,1.068240527
