subject,eye,trial,target_freq,el_freq,ah_freq,el_freq_gain,ah_freq_gain,target_amp,el_amp,ah_amp,el_amp_gain,ah_amp_gain
AE04,right,28,0.1,0.102043276,0.110424558,1.020432759,1.104245578,9,8.083759861,7.754126432,0.89819554,0.861569604
AE04,right,29,0.1,0.102454393,0.10472982,1.02454393,1.047298198,9,8.171984349,8.275987669,0.907998261,0.919554186
AE04,right,30,0.2,0.202068986,0.197238152,1.010344931,0.986190759,9,8.676516283,8.288528952,0.964057365,0.920947661
AE04,left,2,0.1,0.10109634,0.102146935,1.010963398,1.021469348,9,8.626968621,8.429944381,0.958552069,0.936660487
AE04,left,3,0.1,0.105160821,0.108888306,1.051608211,1.08888306,9,8.00685691,7.667361652,0.889650768,0.851929072
AE04,left,4,0.2,0.199186361,0.195062327,0.995931807,0.975311636,9,8.249361754,8.551712802,0.91659575,0.950190311
AE04,left,6,0.1,0.101113545,0.106368458,1.011135451,1.063684579,9,8.32749076,7.92024289,0.925276751,0.880026988
AE04,left,8,0.2,0.201462711,0.19126658,1.007313556,0.956332901,9,8.340753853,8.651370688,0.926750428,0.96126341
AE04,left,9,0.1,0.10087527,0.108994961,1.008752695,1.089949609,9,8.083469072,7.800744437,0.89816323,0.866749382
AE04,left,12,0.2,0.201532051,0.191706425,1.007660252,0.958532127,9,8.415868569,8.645739344,0.935096508,0.960637705
AE04,left,14,0.2,0.203945805,0.200488461,1.019729022,1.002442305,9,8.349093531,8.54802357,0.927677059,0.949780397
AE04,left,15,0.1,0.097998454,0.101514507,0.979984539,1.015145074,9,8.176855061,8.036385493,0.908539451,0.892931722
AE04,left,16,0.2,0.199889316,0.194445036,0.999446581,0.972225178,9,8.425511252,8.818373634,0.936167917,0.979819293
AE04,left,17,0.1,0.102259211,0.112463659,1.022592111,1.124636591,9,8.052741309,7.590070421,0.894749034,0.843341158
AE04,left,18,0.1,0.101358358,0.108436453,1.013583577,1.084364528,9,7.890251751,7.874644709,0.876694639,0.874960523
AE04,left,19,0.2,0.202300449,0.199068737,1.011502247,0.995343683,9,8.285975725,8.517969088,0.920663969,0.94644101
AE04,left,22,0.2,0.202950895,0.198165564,1.014754472,0.99082782,9,8.384952494,8.541176394,0.931661388,0.949019599
AE04,left,25,0.1,0.100466755,0.107220982,1.004667547,1.072209822,9,8.488155111,7.808759187,0.943128346,0.86763991
AE04,left,27,0.2,0.2024666,0.201699577,1.012333002,1.008497883,9,8.457326218,8.599164978,0.939702913,0.955462775
AE04,left,28,0.1,0.102086293,0.11095743,1.020862926,1.109574299,9,8.182979185,6.665531458,0.909219909,0.740614606
AE04,left,29,0.1,0.103012499,0.106785696,1.030124994,1.067856958,9,8.325258855,7.963213148,0.925028762,0.884801461
AE04,left,30,0.2,0.200690667,0.196325621,1.003453333,0.981628103,9,8.464393062,8.914742781,0.940488118,0.990526976
AE05,right,1,0.2,0.204662963,0.196344632,1.023314817,0.981723157,9,7.980406019,8.215278588,0.88671178,0.912808732
