subject,trial,EL_quality,AH_quality,EL_Right_P1_t_start,EL_Right_P1_t_end,EL_Right_P1_pos_start,EL_Right_P1_pos_end,EL_Right_P1_latency,EL_Right_P1_amp,EL_Right_P1_gain,EL_Right_P1_vel,EL_Right_P2_t_start,EL_Right_P2_t_end,EL_Right_P2_pos_start,EL_Right_P2_pos_end,EL_Right_P2_latency,EL_Right_P2_amp,EL_Right_P2_gain,EL_Right_P2_vel,EL_Left_P1_t_start,EL_Left_P1_t_end,EL_Left_P1_pos_start,EL_Left_P1_pos_end,EL_Left_P1_latency,EL_Left_P1_amp,EL_Left_P1_gain,EL_Left_P1_vel,EL_Left_P2_t_start,EL_Left_P2_t_end,EL_Left_P2_pos_start,EL_Left_P2_pos_end,EL_Left_P2_latency,EL_Left_P2_amp,EL_Left_P2_gain,EL_Left_P2_vel,EL_Avg_P1_t_start,EL_Avg_P1_t_end,EL_Avg_P1_pos_start,EL_Avg_P1_pos_end,EL_Avg_P1_latency,EL_Avg_P1_amp,EL_Avg_P1_gain,EL_Avg_P1_vel,EL_Avg_P2_t_start,EL_Avg_P2_t_end,EL_Avg_P2_pos_start,EL_Avg_P2_pos_end,EL_Avg_P2_latency,EL_Avg_P2_amp,EL_Avg_P2_gain,EL_Avg_P2_vel,AH_Right_P1_t_start,AH_Right_P1_t_end,AH_Right_P1_pos_start,AH_Right_P1_pos_end,AH_Right_P1_latency,AH_Right_P1_amp,AH_Right_P1_gain,AH_Right_P1_vel,AH_Right_P2_t_start,AH_Right_P2_t_end,AH_Right_P2_pos_start,AH_Right_P2_pos_end,AH_Right_P2_latency,AH_Right_P2_amp,AH_Right_P2_gain,AH_Right_P2_vel,AH_Left_P1_t_start,AH_Left_P1_t_end,AH_Left_P1_pos_start,AH_Left_P1_pos_end,AH_Left_P1_latency,AH_Left_P1_amp,AH_Left_P1_gain,AH_Left_P1_vel,AH_Left_P2_t_start,AH_Left_P2_t_end,AH_Left_P2_pos_start,AH_Left_P2_pos_end,AH_Left_P2_latency,AH_Left_P2_amp,AH_Left_P2_gain,AH_Left_P2_vel,AH_Avg_P1_t_start,AH_Avg_P1_t_end,AH_Avg_P1_pos_start,AH_Avg_P1_pos_end,AH_Avg_P1_latency,AH_Avg_P1_amp,AH_Avg_P1_gain,AH_Avg_P1_vel,AH_Avg_P2_t_start,AH_Avg_P2_t_end,AH_Avg_P2_pos_start,AH_Avg_P2_pos_end,AH_Avg_P2_latency,AH_Avg_P2_amp,AH_Avg_P2_amp,AH_Avg_P2_vel
AE03,22,1,1,1208,1236,-8.461146991,-6.6054748,208,1.85567219,31.93766568,73.34596409,2208,2256,-9.628031814,-16.63187168,208,-7.00383987,NaN,195.0059926,1208,1240,-9.891061635,-7.463908587,208,2.427153048,41.77332775,90.13241236,2208,2256,-11.07409198,-18.53996407,208,-7.465872092,NaN,210.0551959,1208,1236,-9.176104313,-7.121790556,208,2.054313757,35.35645267,81.58340918,2208,2256,-10.3510619,-17.58591788,208,-7.234855981,NaN,202.5305942,1120,1160,15.34213329,17.81149076,120,2.469357472,42.49970108,81.49690268,2124,2188,13.17233897,0.752939626,124,-12.41939934,NaN,315.3070452,1128,1164,10.07666968,12.73694338,128,2.660273702,45.78552859,94.34382236,2124,2184,8.70470896,-1.136509683,124,-9.841218643,NaN,284.8487523,1124,1160,12.63287335,15.19335998,124,2.560486631,44.06810989,86.57830472,2124,2184,10.93852397,-0.191785028,124,-11.13030899,NaN,297.2042419
AE03,23,1,1,1216,1256,-8.858154566,-4.290488685,216,4.567665882,52.74767527,149.4921767,2208,2228,-13.9361429,-15.56376612,208,-1.627623222,NaN,88.05562177,1216,1260,-10.39203361,-5.007085756,216,5.384947855,62.18569574,164.3343045,2204,2228,-15.31214418,-17.29854719,204,-1.986403009,NaN,95.42106375,1216,1256,-9.625094089,-4.76723756,216,4.857856529,56.09881399,156.9132406,2204,2228,-14.54640069,-16.43115666,204,-1.884755969,NaN,91.73834276,1132,1180,14.4468318,20.11138226,132,5.664550459,65.41456312,155.4573143,2120,2156,6.163521294,2.764804382,120,-3.398716912,NaN,121.1579264,1132,1180,9.666483564,15.71564398,132,6.049160421,69.85606167,185.3509516,2120,2152,3.379118843,0.820485999,120,-2.558632844,NaN,108.3993805,1132,1180,12.05665768,17.91351312,132,5.85685544,67.63531239,170.404133,2120,2156,4.771320069,1.715648376,120,-3.055671693,NaN,114.7786534
AE03,24,1,1,1200,1244,-9.931674444,-1.784320759,200,8.147353685,70.94018612,249.1419412,2188,2200,-13.10295832,-13.90599033,188,-0.803032001,NaN,63.09072873,1200,1248,-11.09305953,-2.435840178,200,8.657219352,75.37966018,256.9324481,2188,2204,-14.5905669,-15.65283047,188,-1.062263571,NaN,67.59814516,1200,1248,-10.51236699,-2.09286336,200,8.419503626,73.309835,253.0371947,2188,2204,-13.84676261,-14.84896037,188,-1.002197758,NaN,65.34443694,1124,1188,13.14252405,23.42706907,124,10.28454502,89.54901998,260.0151331,2116,2144,7.318520846,5.625890521,116,-1.692630326,NaN,82.02791847,1124,1188,8.637314191,18.87552408,124,10.23820989,89.14557331,246.2845445,2120,2136,4.282305755,3.394784356,120,-0.8875214,NaN,66.30614884,1124,1188,10.88991912,21.15129658,124,10.26137746,89.34729669,253.1498388,2116,2144,5.866426929,4.378512893,116,-1.487914036,NaN,74.16703366
AE03,25,1,1,1236,1280,-10.38488798,-1.914666975,236,8.470221005,73.75143855,261.5405231,2204,2216,-15.1310592,-15.89906465,204,-0.768005449,NaN,60.70986164,1236,1280,-11.01005837,-1.976144241,236,9.033914128,78.65959604,282.671244,2200,2216,-16.50295161,-17.51598117,200,-1.013029563,NaN,65.09793239,1236,1280,-10.69747317,-1.945405608,236,8.752067567,76.2055173,272.0791385,2204,2216,-15.93116491,-16.70752291,204,-0.776358003,NaN,62.90389701,1152,1212,12.86499836,23.31084804,152,10.44584968,90.95352297,291.2736446,2120,2148,4.411237842,2.557056248,120,-1.854181594,NaN,81.80958424,1152,1212,8.834508534,19.58494839,152,10.75043985,93.6056336,310.207519,2124,2144,1.823274463,0.752778245,124,-1.070496218,NaN,60.4494224,1152,1212,10.84975345,21.44789821,152,10.59814477,92.27957833,300.7405818,2124,2144,3.029087082,1.741144388,124,-1.287942695,NaN,70.56983038
AE03,26,1,1,1204,1244,-9.81697716,-15.53863144,204,-5.721654277,66.36516283,187.0041076,2208,2268,-15.96052949,-5.578270198,208,10.38225929,NaN,248.9700345,1204,1244,-11.24944755,-17.26712232,204,-6.017674769,69.79868873,208.7761435,2208,2272,-17.88687684,-6.768187344,208,11.1186895,NaN,258.4688247,1204,1244,-10.53321235,-16.40287688,204,-5.869664523,68.08192578,197.8901255,2208,2268,-16.92370317,-6.272724426,208,10.65097874,NaN,253.7194296,1120,1172,12.79112163,2.979749581,120,-9.811372048,113.8015812,300.6524727,2124,2200,2.941091243,18.63652419,124,15.69543294,NaN,327.3893431,1120,1172,8.714958718,1.185914282,120,-7.529044436,87.3289849,228.6228636,2120,2196,0.24964865,14.30266608,120,14.05301743,NaN,304.1046892,1120,1172,10.75304017,2.082831931,120,-8.670208242,100.565283,261.575281,2120,2196,1.530381281,16.39134872,120,14.86096744,NaN,307.091854
AE03,27,1,1,1196,1236,-10.08447902,-15.44031889,196,-5.355839871,62.12210104,185.7450753,2216,2248,-7.860485336,-4.858018506,216,3.002466829,NaN,111.8179088,1196,1232,-11.70814384,-17.22445713,196,-5.516313295,63.98342373,201.5264913,2216,2248,-9.187142553,-6.094798072,216,3.092344481,NaN,115.7331831,1196,1232,-10.89631143,-16.26486518,196,-5.368553753,62.26956868,193.6357833,2216,2248,-8.523813945,-5.476408289,216,3.047405655,NaN,113.775546,1116,1168,12.72430316,3.585377071,116,-9.138926086,106.0019163,269.1185721,2136,2180,15.81625885,19.55123227,136,3.734973418,NaN,111.2215044,1120,1172,8.170323723,0.986320097,120,-7.184003625,83.32687493,213.7769379,2140,2184,11.32816629,15.0191889,140,3.691022608,NaN,115.3908116,1116,1168,10.51512563,2.354433422,116,-8.160692209,94.65543373,239.4942708,2140,2184,13.64786251,17.35132898,140,3.703466472,NaN,113.306158
AE03,28,1,1,1236,1272,-10.06538633,-7.792829674,236,2.272556654,39.11259491,82.48140211,2208,2248,-10.8011636,-15.80109863,208,-4.999935033,NaN,167.7987632,1236,1296,-11.49080375,-7.46148819,236,4.029315558,69.34788045,96.74664343,2208,2240,-12.96743076,-17.49134975,208,-4.523918989,NaN,173.8707441,1236,1292,-10.77809504,-7.370492188,236,3.40760285,58.64768636,89.61402277,2208,2244,-11.88429718,-16.60266562,208,-4.718368439,NaN,169.6041275,1144,1200,12.85657353,16.64809504,144,3.791521508,65.25524658,108.5194664,2112,2172,11.59105563,2.462796759,112,-9.128258872,NaN,229.0311148,1144,1216,8.154944744,13.5322005,144,5.377255758,92.54705523,95.16211936,2112,2160,6.607840168,0.521998928,112,-6.08584124,NaN,194.5177671,1144,1212,10.50575914,15.19992655,144,4.694167409,80.79053517,99.78327082,2112,2164,9.099447899,1.640161842,112,-7.459286057,NaN,207.8280787
AE03,29,1,1,1208,1232,-9.678278598,-7.930534022,208,1.747744577,59.60891345,82.13947544,2188,2256,-8.085039542,-16.76287585,188,-8.67783631,NaN,177.2593721,1208,1232,-10.86053851,-9.064742768,208,1.795795746,61.24775588,85.15179315,2184,2256,-9.29746989,-18.67485153,184,-9.377381641,NaN,189.7605299,1208,1232,-10.26940856,-8.497638395,208,1.771770161,60.42833465,83.6456343,2188,2256,-8.79070097,-17.71886369,188,-8.928162721,NaN,181.8679723,1124,1160,12.76122684,14.95768072,124,2.196453876,74.9126793,79.22477861,2108,2188,14.81192445,0.369147101,108,-14.44277735,NaN,282.5883959,1132,1156,9.269768487,11.20092329,132,1.931154805,65.86433804,96.53682911,2108,2184,11.23359688,-0.592618076,108,-11.82621496,NaN,226.6291438,1128,1156,11.027388,13.00677147,128,1.979383467,67.50923408,87.88080386,2108,2188,13.02276067,-0.177051595,108,-13.19981226,NaN,238.4485587
AE03,30,1,1,1248,1304,-9.903007623,-16.61378806,248,-6.710780434,58.71805812,180.4719573,2064,2112,-17.72396097,-13.60868592,64,4.115275047,NaN,100.1021966,1248,1300,-11.32757807,-18.29840512,248,-6.970827051,60.99341678,195.4529603,2064,2116,-19.70470733,-15.37854006,64,4.326167267,NaN,102.8547402,1248,1300,-10.61529285,-17.39954672,248,-6.784253873,59.3609368,187.9624588,2064,2116,-18.71433415,-14.37605251,64,4.338281633,NaN,101.4784684,1156,1224,12.69617968,0.915106344,156,-11.78107333,103.0821609,269.2673729,1968,2036,-0.907796801,7.071040082,-32,7.978836883,NaN,168.7918266,1156,1220,8.791503925,-0.272537233,156,-9.064041157,79.30864386,215.0061256,1972,2032,-2.374260424,3.75374428,-28,6.128004704,NaN,150.3474491,1156,1220,10.7438418,0.411104311,156,-10.33273749,90.40949655,241.0687585,1968,2036,-1.696766382,5.484092861,-32,7.180859243,NaN,156.399236
AE03,31,1,1,1244,1276,-10.15367104,-6.802173219,244,3.351497817,57.68207196,130.4541776,2192,2244,-6.102100498,-15.13794152,192,-9.035841025,NaN,228.8200151,1244,1280,-11.30627397,-7.604245553,244,3.702028415,63.71499583,129.1998449,2188,2244,-7.122371913,-16.80349572,188,-9.681123812,NaN,256.3675989,1244,1276,-10.7299725,-7.31924917,244,3.410723332,58.70139245,129.8270113,2188,2244,-6.574502229,-15.97071862,188,-9.396216395,NaN,242.593807,1184,1228,13.08389613,17.45942032,184,4.375524195,75.30641977,144.9698065,2124,2196,18.25994212,3.386076265,124,-14.87386586,NaN,360.4642614,1188,1228,8.962486352,13.03315025,188,4.070663896,70.05951983,130.304961,2124,2192,13.73207727,2.127755228,124,-11.60432204,NaN,256.1064304,1184,1228,10.95481972,15.24628528,184,4.291465561,73.85970059,137.6373837,2124,2196,15.9960097,2.694782404,124,-13.30122729,NaN,305.6434238
AE03,32,1,1,1292,1316,-10.49917873,-12.58576438,292,-2.086585652,72.60554408,109.0229446,2172,2212,-11.86620972,-7.039938427,172,4.826271295,NaN,169.0597563,1292,1316,-11.27549578,-13.46440909,292,-2.188913309,76.16617204,118.7793501,2172,2212,-13.22667216,-8.224958058,172,5.001714101,NaN,164.4131563,1292,1316,-10.88733726,-13.02508674,292,-2.137749481,74.38585808,113.9011473,2172,2212,-12.54644094,-7.632448243,172,4.913992698,NaN,165.0366938,1228,1264,11.98834647,8.698870091,228,-3.289476382,114.4617391,124.3585376,2108,2156,9.596709368,16.1990448,108,6.602335435,NaN,207.8435389,1228,1260,8.745937754,6.160463304,228,-2.585474449,89.96504836,101.5611061,2108,2156,6.518557641,12.39778531,108,5.87922767,NaN,177.4920155,1228,1264,10.36714211,7.361038714,228,-3.0061034,104.6013964,110.7085017,2108,2156,8.057633504,14.29841506,108,6.240781552,NaN,192.6677772
AE03,33,1,1,1204,1244,-10.02241952,-15.63456717,204,-5.612147656,65.09500137,183.1233633,2044,2092,-16.119707,-10.48965772,44,5.630049282,NaN,143.062106,1200,1240,-10.64905707,-16.55725478,200,-5.90819771,68.52887016,201.9201285,2044,2096,-17.5943094,-11.88507107,44,5.70923833,NaN,137.6703524,1204,1240,-10.40585266,-16.01136615,204,-5.605513489,65.01805202,192.5217459,2044,2092,-16.8570082,-11.2238959,44,5.633112303,NaN,137.1961797,1112,1168,13.22186175,3.273646815,112,-9.94821494,115.3888146,285.6599744,1948,2016,2.234520963,11.49160254,-52,9.257081575,NaN,214.1586329,1112,1160,8.93306121,1.915754473,112,-7.017306737,81.39336662,226.3185873,1952,2016,-0.061848767,7.877736767,-48,7.939585534,NaN,185.4211179,1112,1164,11.07746148,2.627128926,112,-8.450332557,98.01495668,250.689227,1952,2016,1.159404962,9.684669652,-48,8.52526469,NaN,197.5819919
AE03,34,1,1,1184,1220,-10.36821357,-14.38516923,184,-4.016955653,69.8287369,152.0883859,2056,2104,-13.52027893,-10.34915493,56,3.171123997,NaN,79.21183582,1184,1216,-11.40803157,-15.68021931,184,-4.272187739,74.26556312,167.9381497,2056,2104,-15.20674016,-11.96991474,56,3.236825417,NaN,85.13337601,1184,1216,-10.88812257,-14.96682133,184,-4.07869876,70.90204802,160.0132678,2056,2104,-14.36350955,-11.15953484,56,3.203974707,NaN,81.46445794,1128,1176,11.65168248,4.887888218,128,-6.763794262,117.5783979,212.3987674,2000,2056,6.407372979,11.37860431,0,4.971231331,NaN,114.7224236,1128,1172,8.253911744,2.982687111,128,-5.271224634,91.63231808,174.470934,2004,2060,3.633471938,7.815245343,4,4.181773405,NaN,100.3507976,1128,1172,9.952797112,4.014360738,128,-5.938436374,103.2307914,189.2812818,2000,2060,4.97017912,9.657852555,0,4.687673435,NaN,102.1464154
AE03,35,1,1,1212,1252,-9.73090197,-3.913293041,212,5.817608929,67.18209137,196.0161896,2012,2084,-3.52349438,-9.630424857,12,-6.106930477,NaN,108.9445895,1212,1256,-11.11439508,-4.569473465,212,6.544921616,75.58114121,205.0673945,2012,2084,-4.496076924,-11.05749336,12,-6.561416432,NaN,114.4151042,1212,1256,-10.42264853,-4.20339768,212,6.219250846,71.82027594,200.5417921,2012,2084,-4.009785652,-10.34395911,12,-6.334173454,NaN,111.6798469,1152,1208,12.30071915,20.08491638,152,7.78419723,89.89236917,214.7262436,1960,2040,21.12950473,12.88299334,-40,-8.246511389,NaN,143.1146947,1156,1208,9.080872254,16.58154609,156,7.50067384,86.61822432,226.1974318,1960,2040,16.50887864,9.040810858,-40,-7.468067786,NaN,118.5966256,1156,1208,10.76832986,18.33323124,156,7.564901383,87.35992778,218.4114029,1960,2040,18.81919169,10.9619021,-40,-7.857289588,NaN,129.4237821
AE03,36,1,1,1200,1240,-9.417312039,-14.20253279,200,-4.785220755,55.50352035,157.8681241,2200,2252,-15.03695599,-5.856144203,200,9.180811792,NaN,241.1732959,1200,1236,-10.39679718,-15.55462695,200,-5.157829764,59.82539237,174.5222145,2200,2256,-16.80800797,-6.889543335,200,9.918464636,NaN,255.2153948,1200,1236,-9.907054611,-14.83228643,200,-4.925231815,57.12750117,166.1951693,2200,2252,-15.92248198,-6.469863779,200,9.452618204,NaN,248.1943454,1124,1176,10.89229643,3.094903399,124,-7.797393029,90.44154592,242.8627419,2128,2196,2.164251696,15.57105617,128,13.40680447,NaN,343.3474441,1128,1176,8.756758518,2.539905806,128,-6.216852712,72.10894307,194.5580597,2124,2192,0.844939017,12.98422415,124,12.13928514,NaN,317.9306911,1128,1176,9.744202462,2.817404603,128,-6.926797859,80.34355897,218.7104008,2124,2192,1.435395779,14.19789086,124,12.76249508,NaN,323.0344732
AE03,37,1,1,1240,1272,-9.474806814,-5.787919546,240,3.686887268,63.45440406,146.7661117,2208,2248,-10.46585262,-16.17649436,208,-5.71064174,NaN,199.6506305,1240,1276,-10.31341375,-6.313783351,240,3.999630394,68.83697403,144.4522729,2208,2248,-11.66328616,-17.8645772,208,-6.201291042,NaN,212.1892349,1240,1272,-9.89411028,-6.115287357,240,3.778822923,65.03669334,144.917811,2208,2248,-11.06456939,-17.02053578,208,-5.955966391,NaN,205.2886474,1164,1204,11.52322438,15.79547686,164,4.272252479,73.52902743,151.4398432,2132,2184,9.226019606,-0.698403286,132,-9.924422892,NaN,289.4235743,1164,1208,8.729031124,13.33535437,164,4.606323244,79.27866385,151.7092614,2132,2184,6.800146226,-0.971480214,132,-7.77162644,NaN,244.0832237,1164,1208,10.12612775,14.61681067,164,4.490682915,77.28839736,151.5745523,2132,2184,8.013082916,-0.83494175,132,-8.848024666,NaN,264.9641836
AE03,38,1,1,1232,1248,-8.74996314,-7.76624467,232,0.983718471,33.5508918,64.19735033,2152,2160,-14.31122567,-13.97556131,152,0.33566436,NaN,41.66454479,1232,1252,-9.821757807,-8.641708789,232,1.180049018,40.24697928,66.8337399,2148,2164,-15.65739579,-14.961154,148,0.696241785,NaN,43.61303895,1232,1252,-9.285860474,-8.124186573,232,1.161673901,39.620274,65.51554512,2148,2160,-15.07438656,-14.54642726,148,0.527959307,NaN,42.63879187,1172,1200,12.01494449,13.35236606,172,1.337421573,45.61435798,54.51806256,2088,2112,2.951134776,4.238536605,88,1.287401829,NaN,55.22164222,1172,1196,9.399345384,10.7406367,172,1.341291316,45.74634018,63.94109167,2092,2108,1.963420961,2.756596447,92,0.793175486,NaN,52.1367969,1172,1200,10.70714494,12.11792464,172,1.410779708,48.11632467,59.22957711,2088,2112,2.441174462,3.549516398,88,1.108341936,NaN,52.76173762
AE03,39,1,1,1284,1312,-8.8605581,-11.08831787,284,-2.227759773,77.51788682,93.13237662,2256,2332,-10.5158391,-0.947755839,256,9.568083258,NaN,184.4870144,1284,1312,-10.18944828,-12.44733302,284,-2.257884739,78.56612538,98.72532466,2256,2344,-12.16532314,-0.5809951,256,11.58432805,NaN,205.9636541,1284,1312,-9.525003191,-11.76782545,284,-2.242822256,78.0420061,95.92258402,2256,2340,-11.34058112,-0.74715276,256,10.59342836,NaN,195.0969551,1196,1236,11.86707587,8.473463344,196,-3.393612523,118.0852957,119.1085034,2168,2256,9.468979695,22.09728119,168,12.62830149,NaN,231.7260187,1204,1232,8.696899629,6.313513105,204,-2.383386524,82.93312818,102.0406944,2172,2268,6.683176281,20.03185873,172,13.34868245,NaN,224.4720885,1200,1236,10.25688491,7.337927622,200,-2.91895729,101.5690307,110.4795247,2172,2260,8.152621056,20.97604822,172,12.82342717,NaN,228.0990536
AE03,40,1,1,1204,1256,-9.623245625,-0.854225727,204,8.769019898,71.37967473,235.3776793,2116,2128,-13.72026353,-13.20100599,116,0.519257547,NaN,43.24482766,1204,1260,-10.42299423,0.243729404,204,10.66672363,86.82695125,275.740139,2116,2132,-15.1448234,-14.49368508,116,0.65113832,NaN,40.45542701,1204,1256,-10.02311993,-0.430805756,204,9.592314171,78.08127629,255.5589091,2116,2132,-14.43254347,-13.7843077,116,0.648235763,NaN,40.95392293,1116,1180,11.60475735,22.55955864,116,10.95480129,89.17189856,271.2102295,2028,2056,3.772545998,5.364877918,28,1.592331921,NaN,69.83365043,1120,1188,8.56973101,20.65996898,120,12.09023797,98.41433407,294.0871383,2032,2056,2.839695177,3.847278708,32,1.007583531,NaN,44.82135533,1120,1184,10.15733645,21.59801069,120,11.44067424,93.12689622,282.6486839,2032,2056,3.37794882,4.606078313,32,1.228129493,NaN,57.30469869
AE03,41,1,1,1212,1252,-7.381600087,-15.01169464,212,-7.63009455,88.50105978,241.185431,2140,2244,-14.81399139,-3.192275274,140,11.62171612,NaN,149.9325382,1212,1252,-8.35272836,-16.22644024,212,-7.873711876,91.32676415,261.8118788,2140,2248,-16.50521485,-3.859379439,140,12.64583542,NaN,161.7493093,1212,1252,-7.867164224,-15.61906744,212,-7.751903213,89.91391197,251.4654635,2140,2248,-15.65960312,-3.462007902,140,12.19759522,NaN,154.7570868,1120,1176,13.5896461,1.380762031,120,-12.20888407,141.6101952,362.0800239,2048,2168,1.629313382,18.69255944,48,17.06324606,NaN,188.5094277,1120,1180,11.06129012,1.361771841,120,-9.69951828,112.5041953,252.462578,2048,2168,1.087946566,16.39898376,48,15.31103719,NaN,180.120269,1120,1180,12.32546811,1.320124085,120,-11.00534403,127.6503985,302.0162103,2048,2168,1.358629974,17.5457716,48,16.18714163,NaN,183.9700931
AE03,42,1,1,1204,1256,-9.163149225,-16.75384686,204,-7.590697631,66.41716698,209.0985449,2200,2224,-5.924352199,-4.770013317,200,1.154338882,NaN,48.33424471,1204,1252,-10.60624964,-18.31171957,204,-7.705469929,67.42140286,217.1262714,2200,2224,-6.500990769,-5.256193008,200,1.244797761,NaN,56.68342585,1204,1252,-9.884699431,-17.43222513,204,-7.547525694,66.03942071,212.7879777,2200,2224,-6.212671484,-5.013103163,200,1.199568321,NaN,52.50883528,1136,1204,11.30387097,-2.091532539,136,-13.39540351,117.2072443,321.9716708,2140,2172,16.06202366,17.55735102,140,1.495327363,NaN,55.14955836,1140,1200,8.372159122,-1.401456805,140,-9.773615927,85.51728874,233.6113404,2140,2164,13.57701302,14.8251738,140,1.248160782,NaN,57.12345383,1136,1204,9.89079638,-1.803607499,136,-11.69440388,102.3238196,276.3837774,2140,2164,14.81951834,16.04146141,140,1.221943068,NaN,56.13650609
AE03,43,1,1,1280,1340,-1.373492683,-12.43324695,280,-11.05975427,192.2572062,262.8361048,2216,2268,-13.33394478,-1.353808413,216,11.98013637,NaN,305.8970129,1284,1328,-9.599312646,-16.06970719,284,-6.470394548,112.4780848,181.3280675,2216,2268,-14.30660258,-1.469448768,216,12.83715381,NaN,339.6795722,1280,1336,-5.430137578,-14.15963437,280,-8.729496796,151.7491821,221.551231,2216,2268,-13.82027368,-1.411628591,216,12.40864509,NaN,320.7886262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2144,2216,5.304491202,21.27986934,144,15.97537814,NaN,376.0325843,1212,1268,9.521247709,1.584264318,212,-7.936983391,137.9725277,222.4274045,2144,2212,3.852974877,18.7986361,144,14.94566122,NaN,316.5339683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2144,2212,4.57873304,19.94856415,144,15.36983111,NaN,334.8781545
AE03,44,1,1,1192,1264,-9.143952227,-14.58595541,192,-5.442003184,63.12150472,96.93624866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1192,1260,-11.08594699,-15.48834368,192,-4.40239669,51.06316443,90.85657604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1192,1260,-10.11494961,-14.89862891,192,-4.783679304,55.48564114,93.81617056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1088,1180,11.18736801,1.638453195,88,-9.548914814,110.7573537,151.2347663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1092,1168,7.918204859,2.214690933,92,-5.703513927,66.15475388,102.0024231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1092,1172,9.472047024,2.038791667,92,-7.433255358,86.21793249,122.9319868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AE03,45,1,1,1276,1316,1.9048302,5.724553325,276,3.819723125,44.11038815,113.2742001,2280,2356,-7.166001196,-16.64543217,280,-9.47943097,NaN,184.2890118,1272,1324,-10.1512856,-3.918193935,272,6.233091666,71.98011054,162.5422433,2276,2352,-10.22760183,-18.82717077,276,-8.599568944,NaN,189.0548103,1272,1320,-4.178563365,0.826862203,272,5.005425569,57.80294998,137.3382679,2276,2356,-8.622857354,-17.83433272,276,-9.211475363,NaN,186.671911,1216,1268,24.63585734,28.86869138,216,4.232834043,48.88101742,116.1705111,2216,2308,13.53063438,-2.361417571,216,-15.89205195,NaN,275.332116,1212,1272,9.332365414,16.26653747,212,6.934172061,80.07622833,169.1626962,2216,2304,9.100140885,-2.168865715,216,-11.2690066,NaN,207.4588467,1216,1268,17.06460266,22.47195432,216,5.407351665,62.44441626,141.393229,2216,2304,11.31538763,-2.168700559,216,-13.48408819,NaN,239.8312245
AE03,46,1,1,1224,1260,-8.790842891,-1.776942106,224,7.013900785,57.09303462,250.4903853,2192,2244,-10.75127052,-16.2445961,192,-5.493325579,NaN,141.9368977,1224,1264,-9.948394437,-2.512017737,224,7.436376701,60.53198148,260.3506698,2188,2244,-11.84027111,-18.05171981,188,-6.211448696,NaN,160.5282886,1224,1264,-9.369618664,-2.122343348,224,7.247275316,58.99269938,255.4205276,2192,2244,-11.32877874,-17.14815795,192,-5.819379211,NaN,151.2325931,1140,1192,11.44942563,20.42702702,140,8.977601387,73.07752455,252.7527666,2108,2176,8.650269752,-1.531095846,108,-10.1813656,NaN,244.853016,1144,1192,9.335967188,17.88708214,144,8.551114948,69.6059321,267.3649902,2108,2172,7.021965015,-0.773003379,108,-7.794968393,NaN,180.9443352,1140,1192,10.32332508,19.15705458,140,8.833729494,71.90640976,254.9495179,2108,2176,7.836117383,-1.211006156,108,-9.047123539,NaN,212.8986756
AE03,47,1,1,1204,1224,-9.544253974,-11.67036991,204,-2.12611594,73.98105343,112.9207219,2220,2268,-11.05037908,-0.972368207,220,10.07801088,NaN,272.0101379,1200,1228,-10.93650395,-13.51329663,200,-2.576792681,89.66295461,124.1218689,2220,2268,-12.85983823,-1.941717524,220,10.91812071,NaN,304.7549475,1200,1224,-10.15893601,-12.48700407,200,-2.328068054,81.00824788,118.3214954,2220,2268,-11.95510866,-1.457042865,220,10.49806579,NaN,286.3605821,1128,1164,10.08854248,6.175545013,128,-3.912997464,136.1579907,157.7280075,2144,2208,7.744408001,21.1383179,144,13.3939099,NaN,346.1361907,1128,1164,8.48065455,5.363721239,128,-3.116933311,108.4578717,119.8093057,2144,2204,5.70986368,18.81710508,144,13.1072414,NaN,335.5687647,1128,1164,9.284598513,5.769633126,128,-3.514965387,122.3079312,138.7686566,2144,2208,6.727135841,20.04690277,144,13.31976693,NaN,340.8524777
AE03,48,1,1,1208,1252,-9.534676734,-16.92525091,208,-7.390574179,64.66612467,219.0937785,2124,2196,-17.114335,-2.804356394,124,14.3099786,NaN,255.1348796,1208,1252,-10.78453441,-18.63949191,208,-7.854957496,68.72939077,229.8308499,2124,2196,-19.01663192,-2.917322939,124,16.09930898,NaN,278.52724,1208,1252,-10.15960557,-17.78237141,208,-7.622765838,66.69775772,224.4623142,2124,2196,-18.06548346,-2.860839667,124,15.20464379,NaN,264.5160418,1124,1184,10.1050029,-3.728977324,124,-13.83398023,121.0447076,361.5185731,2044,2132,-3.639789693,18.77464327,44,22.41443297,NaN,376.9494575,1128,1184,7.860825522,-2.524702395,128,-10.38552792,90.87140282,258.0321592,2044,2128,-3.460883425,16.88312152,44,20.34400494,NaN,338.0620526,1128,1184,8.912303279,-3.126839859,128,-12.03914314,105.3402229,303.9940341,2044,2132,-3.550336559,17.90097454,44,21.4513111,NaN,355.8771069
