subject,trial,EL_quality,AH_quality,EL_Right_P1_t_start,EL_Right_P1_t_end,EL_Right_P1_pos_start,EL_Right_P1_pos_end,EL_Right_P1_latency,EL_Right_P1_amp,EL_Right_P1_gain,EL_Right_P1_vel,EL_Right_P2_t_start,EL_Right_P2_t_end,EL_Right_P2_pos_start,EL_Right_P2_pos_end,EL_Right_P2_latency,EL_Right_P2_amp,EL_Right_P2_gain,EL_Right_P2_vel,EL_Left_P1_t_start,EL_Left_P1_t_end,EL_Left_P1_pos_start,EL_Left_P1_pos_end,EL_Left_P1_latency,EL_Left_P1_amp,EL_Left_P1_gain,EL_Left_P1_vel,EL_Left_P2_t_start,EL_Left_P2_t_end,EL_Left_P2_pos_start,EL_Left_P2_pos_end,EL_Left_P2_latency,EL_Left_P2_amp,EL_Left_P2_gain,EL_Left_P2_vel,EL_Avg_P1_t_start,EL_Avg_P1_t_end,EL_Avg_P1_pos_start,EL_Avg_P1_pos_end,EL_Avg_P1_latency,EL_Avg_P1_amp,EL_Avg_P1_gain,EL_Avg_P1_vel,EL_Avg_P2_t_start,EL_Avg_P2_t_end,EL_Avg_P2_pos_start,EL_Avg_P2_pos_end,EL_Avg_P2_latency,EL_Avg_P2_amp,EL_Avg_P2_gain,EL_Avg_P2_vel,AH_Right_P1_t_start,AH_Right_P1_t_end,AH_Right_P1_pos_start,AH_Right_P1_pos_end,AH_Right_P1_latency,AH_Right_P1_amp,AH_Right_P1_gain,AH_Right_P1_vel,AH_Right_P2_t_start,AH_Right_P2_t_end,AH_Right_P2_pos_start,AH_Right_P2_pos_end,AH_Right_P2_latency,AH_Right_P2_amp,AH_Right_P2_gain,AH_Right_P2_vel,AH_Left_P1_t_start,AH_Left_P1_t_end,AH_Left_P1_pos_start,AH_Left_P1_pos_end,AH_Left_P1_latency,AH_Left_P1_amp,AH_Left_P1_gain,AH_Left_P1_vel,AH_Left_P2_t_start,AH_Left_P2_t_end,AH_Left_P2_pos_start,AH_Left_P2_pos_end,AH_Left_P2_latency,AH_Left_P2_amp,AH_Left_P2_gain,AH_Left_P2_vel,AH_Avg_P1_t_start,AH_Avg_P1_t_end,AH_Avg_P1_pos_start,AH_Avg_P1_pos_end,AH_Avg_P1_latency,AH_Avg_P1_amp,AH_Avg_P1_gain,AH_Avg_P1_vel,AH_Avg_P2_t_start,AH_Avg_P2_t_end,AH_Avg_P2_pos_start,AH_Avg_P2_pos_end,AH_Avg_P2_latency,AH_Avg_P2_amp,AH_Avg_P2_amp,AH_Avg_P2_vel
AE03,49,1,1,1204,1240,-9.493967467,-3.682887557,204,5.81107991,67.10669387,222.0900175,2204,2260,-3.081820328,-14.23260726,204,-11.15078693,NaN,295.513486,1204,1240,-11.18786028,-4.860462769,204,6.327397512,73.06916002,219.9283313,2204,2260,-4.381059365,-15.94232161,204,-11.56126225,NaN,303.6438074,1204,1240,-10.34091387,-4.271675163,204,6.069238711,70.08792694,221.0091744,2204,2260,-3.731439846,-15.08746443,204,-11.35602459,NaN,299.1748505,1136,1184,11.02586527,18.44735175,136,7.421486482,85.70376404,244.563309,2140,2204,19.8680196,2.796218163,140,-17.07180144,NaN,427.7232361,1136,1184,7.334013905,14.86730031,136,7.533286409,86.99483619,235.9514034,2136,2204,15.35320269,1.335591442,136,-14.01761125,NaN,325.0662695,1136,1184,9.179939588,16.65732603,136,7.477386445,86.34930011,235.5820116,2136,2204,17.68191493,2.065904802,136,-15.61601012,NaN,376.3947528
AE03,50,1,1,1200,1236,-9.446061826,-4.158266008,200,5.287795818,61.06377828,192.7581492,2364,2408,-9.869556669,-13.9662876,364,-4.096730932,NaN,114.9873531,1200,1240,-10.96023518,-5.278163634,200,5.682071547,65.61689768,191.1082923,2364,2412,-11.47661767,-15.9673566,364,-4.490738921,NaN,124.9793453,1200,1236,-10.2031485,-4.77556985,200,5.427578653,62.67799871,190.2824802,2364,2412,-10.67308717,-15.03170398,364,-4.35861681,NaN,119.9833492,1132,1184,11.13885396,18.28005009,132,7.141196126,82.46695446,214.1833621,2300,2356,10.22968645,2.743726589,300,-7.485959864,NaN,177.6229264,1136,1184,7.590449738,14.45021049,136,6.85976075,79.21692212,215.5006575,2296,2356,6.990064526,1.3083154,296,-5.681749127,NaN,131.3216311,1136,1184,9.4467067,16.36513029,136,6.918423589,79.89436405,211.0920967,2300,2356,8.533692253,2.026020994,300,-6.507671259,NaN,151.8405513
AE03,51,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2316,2364,-9.76916311,-18.04726864,316,-8.278105529,NaN,227.9933179,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2316,2364,-10.82254128,-19.68724908,316,-8.864707797,NaN,231.7568785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2316,2364,-10.2958522,-18.86725886,316,-8.571406663,NaN,229.8750982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2240,2304,10.55768541,-5.462885615,240,-16.02057102,NaN,375.1470365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2240,2304,7.643994555,-4.037139398,240,-11.68113395,NaN,301.1465641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2240,2304,9.100839981,-4.750012507,240,-13.85085249,NaN,336.1422118
AE03,52,1,1,1220,1268,-9.752424942,-1.14710517,220,8.605319771,74.92776303,238.1250139,2228,2284,-1.014208404,-12.29230251,228,-11.27809411,NaN,266.6411464,1220,1268,-11.06460728,-2.015487311,220,9.049119971,78.79199551,249.0958857,2224,2280,-1.958931059,-13.81316394,224,-11.85423288,NaN,284.751348,1220,1268,-10.40851611,-1.581296241,220,8.827219871,76.85987927,242.4207696,2224,2284,-1.443498376,-13.08870669,224,-11.64520831,NaN,275.5364685,1160,1224,11.17566323,22.31291691,160,11.13725368,96.97367753,282.4708398,2164,2236,23.08600118,6.703454846,164,-16.38254634,NaN,364.9217616,1160,1224,7.564626081,18.60154659,160,11.03692051,96.10006212,251.2455495,2168,2236,18.15616066,4.163488169,168,-13.99267249,NaN,313.2131089,1160,1224,9.370144657,20.45723175,160,11.08708709,96.53686978,262.5927416,2168,2236,20.53802533,5.433471507,168,-15.10455383,NaN,323.9034267
AE03,53,1,1,1192,1228,-9.673493837,-14.99102181,192,-5.317527972,61.67772337,190.1173545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1188,1228,-11.11439508,-17.09184504,188,-5.977449957,69.33212328,207.1744743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1188,1228,-10.33052164,-16.04143342,188,-5.710911783,66.24056122,198.3380224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1124,1176,10.76783336,0.700962312,124,-10.06687105,116.7651005,291.8538173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1128,1180,7.618271959,0.122847585,128,-7.495424375,86.9390276,224.2476872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1124,1180,9.246493982,0.336768201,124,-8.909725781,103.3434342,258.0507523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
AE03,54,1,1,1236,1352,16.99282478,-15.74637864,236,-32.73920342,NaN,421.1422333,2212,2260,-13.3549218,-3.256082915,212,10.09883888,NaN,304.9477459,1236,1352,16.28543453,-17.07159943,236,-33.35703396,NaN,439.974756,2212,2260,-15.02777074,-3.869182424,212,11.15858831,NaN,335.8073142,1236,1352,16.63912965,-16.40898904,236,-33.04811869,NaN,426.5046115,2212,2260,-14.19134627,-3.56263267,212,10.6287136,NaN,320.37753,1148,1280,44.72552426,-0.671349159,148,-45.39687342,NaN,479.0836148,2120,2188,3.779425862,18.5152515,120,14.73582563,NaN,378.8463512,1152,1280,33.56826505,0.66252636,152,-32.90573869,NaN,384.9309146,2124,2184,3.23014851,16.92704175,124,13.69689324,NaN,341.9589168,1152,1280,39.0540266,-0.004411399,152,-39.058438,NaN,426.4552003,2124,2184,3.576080098,17.64745214,124,14.07137204,NaN,358.6722331
AE03,55,1,1,1160,1188,-9.371781758,-6.782753306,160,2.589028452,22.54304494,116.0429263,2124,2160,-0.344665766,-2.086791754,124,-1.742125988,NaN,61.51827875,1160,1188,-11.23523743,-8.603203325,160,2.632034106,22.91750139,114.1659036,2120,2160,-1.813834776,-4.016199661,120,-2.202364884,NaN,67.09461388,1160,1188,-10.3035096,-7.692978316,160,2.610531279,22.73027316,115.104415,2120,2160,-0.996777466,-3.051495707,120,-2.054718241,NaN,64.30644631,1080,1120,11.39146431,15.15331471,80,3.761850397,32.75497513,128.9279193,2052,2200,24.12969048,4.014640372,52,-20.11505011,NaN,303.4572703,1084,1184,7.78196,18.48413532,84,10.70217532,93.18538737,212.4475604,2044,2184,18.57299816,3.07192988,44,-15.50106828,NaN,238.6704449,1080,1124,9.528201745,13.15818018,80,3.629978434,31.60674689,120.1226973,2048,2192,21.34613742,3.584234206,48,-17.76190321,NaN,262.431989
AE03,56,1,1,1236,1288,-8.07297303,-11.64203272,236,-3.569059688,124.1902149,79.08240904,2236,2312,-11.03140601,-1.075736128,236,9.95566988,NaN,186.3505084,1240,1280,-10.47537509,-12.81771163,240,-2.34233654,81.50473898,66.03422644,2236,2320,-12.86451809,-1.097885509,236,11.76663258,NaN,204.8266998,1236,1284,-9.181277403,-12.25375513,236,-3.072477724,106.91098,70.5528094,2236,2320,-11.94796205,-0.992054459,236,10.95590759,NaN,189.6371602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2084,2168,9.759576158,23.26881104,84,13.50923488,NaN,261.1005484,1088,1140,8.429189059,5.372195706,88,-3.056993353,106.3721805,76.55320208,2080,2176,5.513063727,19.62310852,80,14.11004479,NaN,254.5488669,1084,1144,11.1023474,6.588946566,84,-4.513400836,157.0498307,101.572896,2080,2172,7.569285842,21.41012624,80,13.8408404,NaN,246.6368982
AE03,57,1,1,1220,1260,-9.592132093,-0.787767325,220,8.804364768,71.66738138,278.7776442,2220,2280,-9.052738278,-17.12108092,220,-8.068342645,NaN,194.4941437,1220,1264,-10.97921743,-1.597377298,220,9.381840128,76.36802111,293.9615416,2216,2276,-10.69422965,-19.40740067,216,-8.713171019,NaN,210.5739697,1220,1264,-10.28567476,-1.180264926,220,9.105409833,74.11788315,283.2860324,2216,2276,-9.788209068,-18.21362069,216,-8.425411619,NaN,200.2473083,1136,1200,10.67717283,22.20470039,136,11.52752755,93.8338807,295.3753201,2136,2208,11.25347776,-4.330134365,136,-15.58361213,NaN,303.3767309,1136,1192,7.925275884,19.06645241,136,11.14117652,90.6889898,327.7740906,2132,2204,8.268966529,-3.436563258,132,-11.70552979,NaN,235.0902014,1136,1196,9.301224358,20.58178886,136,11.2805645,91.82360562,311.5747053,2132,2208,9.821694221,-3.948418634,132,-13.77011285,NaN,269.0595254
AE03,58,1,1,1196,1248,-7.945023882,-0.278195681,196,7.666828201,66.75618128,201.6667225,2216,2248,-11.37017676,-14.9979132,216,-3.627736436,NaN,150.2812788,1196,1252,-11.25655208,-1.710531606,196,9.546020471,83.11857999,225.8846154,2216,2248,-12.75917909,-16.78544459,216,-4.026265498,NaN,166.8673877,1196,1252,-9.60078798,-0.993132708,196,8.607655271,74.94809856,213.2605464,2216,2248,-12.06467793,-15.89167889,216,-3.827000967,NaN,157.604759,1136,1200,13.67959456,23.70107644,136,10.02148188,87.2584912,224.2340473,2156,2204,7.913834177,1.310910371,156,-6.602923806,NaN,213.4043161,1136,1208,7.379392286,18.62006594,136,11.24067365,97.87417016,251.4411303,2160,2204,5.264952413,-0.009234498,160,-5.274186911,NaN,171.8436748,1136,1204,10.52949342,21.12983588,136,10.60034245,92.29871385,236.6674065,2160,2204,6.514243893,0.650837936,160,-5.863405957,NaN,191.1887383
AE03,59,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2244,2300,-13.50398626,-1.038819783,244,12.46516648,NaN,294.4359375,1304,1372,-2.357196243,-15.53406084,304,-13.17686459,NaN,282.863905,2244,2304,-15.13794152,-1.358729511,244,13.77921201,NaN,323.1058293,1304,1376,0.958077509,-13.74109916,304,-14.69917667,NaN,296.9672414,2244,2304,-14.32096389,-1.166779468,244,13.15418442,NaN,308.7708834,1236,1336,29.24514109,6.064586795,236,-23.18055429,NaN,433.2622187,2176,2252,4.486996898,22.40720241,176,17.92020551,NaN,372.6083852,1236,1316,17.99466178,1.826576788,236,-16.16808499,NaN,286.3106447,2176,2248,2.171844342,18.92291088,176,16.75106653,NaN,352.694932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2176,2248,3.32942062,20.58387923,176,17.25445861,NaN,359.8244858
AE03,60,1,1,1264,1304,-9.268695517,-4.858018506,264,4.410677011,75.91142904,143.4851391,2212,2268,-6.26027047,-14.50983795,212,-8.249567481,NaN,213.1856162,1264,1304,-11.01954659,-6.452378703,264,4.567167888,78.60476752,146.7530629,2208,2264,-7.908797318,-16.22417052,208,-8.3153732,NaN,223.8944967,1264,1304,-10.14412105,-5.655198605,264,4.488922449,77.25809827,144.9309229,2208,2268,-7.031004605,-15.44751406,208,-8.416509453,NaN,217.1755085,1200,1252,10.7717712,16.65106045,200,5.879289244,101.1874701,164.763566,2148,2220,15.32943733,0.848842712,148,-14.48059462,NaN,345.9070103,1208,1252,8.184515052,13.50194962,208,5.317434564,91.5174826,164.7431876,2148,2216,11.53287568,0.756155256,148,-10.77672042,NaN,253.6855983,1204,1252,9.49339632,15.07650503,204,5.583108711,96.08995619,162.4131127,2148,2216,13.4311565,0.901025211,148,-12.53013129,NaN,291.3323792
AE03,61,1,1,1204,1248,-9.639996693,-16.2445961,204,-6.604599405,57.78899422,208.2951906,2260,2328,-15.03236347,-4.718666511,260,10.31369695,NaN,209.7668294,1204,1244,-11.34887901,-18.04949425,204,-6.700615245,58.62911464,218.7486495,2260,2332,-17.04684884,-6.072889604,260,10.97395923,NaN,215.1511999,1204,1248,-10.49443785,-17.19820375,204,-6.703765898,58.65668226,210.0381799,2260,2328,-16.03960615,-5.490684811,260,10.54892134,NaN,212.1494271,1144,1204,11.59950165,-1.949667442,144,-13.54916909,118.552664,399.6595774,2204,2292,1.426225687,17.48822428,204,16.06199859,NaN,279.7885945,1148,1204,7.100440513,-2.001985875,148,-9.102426388,79.64450736,248.0689207,2200,2288,-0.685523554,13.8746763,200,14.56019985,NaN,274.1643387,1148,1204,9.277477802,-1.975826659,148,-11.25330446,98.46428323,321.6303554,2204,2288,0.437447637,15.59932626,204,15.16187863,NaN,273.1708374
AE03,62,1,1,1188,1216,-8.612830427,-12.46845926,188,-3.855628831,67.02431256,163.3889619,2204,2256,-12.34165034,-2.022863926,204,10.31878642,NaN,273.8333752,1184,1216,-10.29673175,-14.6528031,184,-4.356071359,75.72375379,179.4165493,2204,2260,-14.50291558,-3.312521403,204,11.19039418,NaN,287.3147983,1188,1216,-9.534579989,-13.56063118,188,-4.026051192,69.98684918,171.4027556,2204,2256,-13.42228296,-2.741292802,204,10.68099016,NaN,280.4966883,1140,1184,11.10642,4.378598571,140,-6.727821425,116.9530642,242.8228333,2156,2224,5.079599301,19.35856691,156,14.27896761,NaN,331.043831,1140,1188,6.724786146,1.170467985,140,-5.554318161,96.55347358,169.2148573,2152,2220,1.454471971,15.12153713,152,13.66706516,NaN,328.1971108,1140,1184,8.915603071,2.8580352,140,-6.057567871,105.3017135,204.260762,2156,2224,3.343973891,17.30674683,156,13.96277294,NaN,329.6204709
AE03,63,1,1,1216,1264,-8.494864824,-2.008110629,216,6.486754195,74.9094204,182.6060558,2040,2128,-2.035158136,-7.99331602,40,-5.958157884,NaN,101.6459991,1216,1268,-10.32532838,-3.003260588,216,7.32206779,84.55567111,185.527935,2040,2128,-3.435191422,-9.668708939,40,-6.233517517,NaN,100.2562596,1216,1264,-9.410096601,-2.662769712,216,6.747326889,77.91852926,181.8280062,2040,2128,-2.735174779,-8.831012479,40,-6.095837701,NaN,100.9511294,1144,1208,11.63510842,20.42319529,144,8.788086869,101.485346,226.4627317,1972,2072,20.51760286,12.03414306,-28,-8.4834598,NaN,123.532081,1148,1208,7.017236756,15.3449248,148,8.327688047,96.16863321,199.2255053,1972,2064,14.9578274,7.863929191,-28,-7.093898208,NaN,116.21745,1148,1208,9.393635352,17.88406005,148,8.490424694,98.04792562,212.7204036,1972,2068,17.73771513,9.970509198,-28,-7.767205932,NaN,119.8747655
AE03,64,1,1,1188,1228,-8.152598637,-13.62496423,188,-5.472365595,63.4736767,174.5501344,2176,2240,-13.47372254,-4.708885302,176,8.764837241,NaN,205.2338433,1188,1228,-10.36821357,-15.82616876,188,-5.457955184,63.30653111,179.7739672,2176,2252,-16.06970719,-5.870761611,176,10.19894558,NaN,212.268205,1188,1228,-9.260406105,-14.72556649,188,-5.46516039,63.39010391,176.2795545,2176,2244,-14.77171487,-5.427284066,176,9.344430803,NaN,205.1183295,1104,1160,11.44561197,1.860579414,104,-9.585032561,111.1762815,286.9603282,2072,2172,1.747616456,16.35602179,72,14.60840533,NaN,275.2181727,1104,1156,7.239835452,0.383634553,104,-6.856200899,79.52470859,216.2528028,2088,2180,-0.848339959,12.81591458,88,13.66425454,NaN,245.153877,1104,1160,9.342723713,1.04668708,104,-8.296036634,96.2252865,251.6065655,2076,2176,0.398293775,14.57966802,76,14.18137425,NaN,260.1860248
AE03,65,1,1,1208,1252,-8.735532847,-15.81705307,208,-7.081520221,61.96196106,219.5240862,2204,2268,-16.22417052,-3.736823213,204,12.48734731,NaN,269.2721364,1208,1252,-9.969889057,-17.55179677,208,-7.581907713,66.34025687,232.571156,2204,2268,-18.32503196,-4.799350908,204,13.52568105,NaN,284.903189,1208,1252,-9.352710952,-16.68442492,208,-7.331713967,64.15110896,224.4301062,2204,2268,-17.27460124,-4.26808706,204,13.00651418,NaN,276.7247719,1104,1164,11.24497884,-1.45482082,104,-12.69979965,111.1208422,341.9337105,2100,2180,-2.540263298,17.07032368,100,19.61058698,NaN,445.9640256,1108,1164,7.054416022,-2.655961729,108,-9.710377751,84.96396668,259.9602281,2100,2180,-4.007981511,13.36432864,100,17.37231015,NaN,325.6666476,1108,1164,9.065211796,-2.055391274,108,-11.12060307,97.30317119,299.5393387,2100,2180,-3.274122404,15.21732616,100,18.49144856,NaN,378.1274814
AE03,66,1,1,1208,1236,-8.985498352,-12.64437682,208,-3.658878468,63.6041032,154.2327817,2220,2260,-7.502631303,-0.937910793,220,6.564720509,NaN,229.1366954,1208,1236,-10.8415411,-14.74033491,208,-3.89879381,67.77467085,169.336518,2224,2260,-8.961478033,-1.816294234,224,7.145183799,NaN,241.7697686,1208,1236,-9.913519728,-13.69235587,208,-3.778836139,65.68938702,161.7846498,2220,2260,-8.27528378,-1.377102514,220,6.898181266,NaN,235.453232,1104,1144,9.869223347,3.657901308,104,-6.211322039,107.9744986,237.9883465,2116,2168,12.14942951,20.26985598,116,8.120426472,NaN,235.3146889,1104,1148,7.100864549,2.298810715,104,-4.802053835,83.47648886,175.162626,2120,2168,9.120685906,17.26407918,120,8.143393279,NaN,243.8364994,1104,1148,8.485043948,2.910672062,104,-5.574371886,96.90207745,206.5754863,2120,2168,10.7068371,18.76696758,120,8.060130481,NaN,232.173592
AE03,67,1,1,1196,1232,-8.718696093,-2.809268443,196,5.90942765,68.24241938,229.4835844,2184,2252,-2.185132054,-14.92668081,184,-12.74154876,NaN,263.4197359,1196,1232,-10.43966278,-3.964749553,196,6.47491323,74.77268024,239.80104,2184,2252,-3.734371735,-17.16828871,184,-13.43391697,NaN,279.236549,1196,1232,-9.579179438,-3.387008998,196,6.19217044,71.50754981,234.6423122,2184,2252,-2.959751895,-16.04748476,184,-13.08773287,NaN,269.1859018,1088,1140,10.01882792,17.64993985,88,7.631111927,88.12453105,230.3554393,2076,2156,18.84571885,-1.628325258,76,-20.47404411,NaN,401.3728519,1088,1136,7.171460628,14.65124591,88,7.479785282,86.37700202,254.19759,2080,2156,14.80237112,-1.520384479,80,-16.3227556,NaN,334.3574549,1088,1140,8.595144275,16.21175282,88,7.616608545,87.95704514,242.2765146,2076,2156,16.88719396,-1.574354868,76,-18.46154883,NaN,367.8651534
AE03,68,1,1,1196,1232,-8.718696093,-13.73188012,196,-5.013184025,58.14765416,178.0430381,2208,2280,-14.2048465,-2.941877911,208,11.26296859,NaN,233.0899401,1196,1232,-10.66332355,-16.00830943,196,-5.344985886,61.99620625,188.8926917,2208,2280,-16.58665623,-4.383506918,208,12.20314931,NaN,245.249709,1196,1232,-9.691009819,-14.87009477,196,-5.179084955,60.0719302,181.0712813,2208,2280,-15.39575136,-3.662692415,208,11.73305895,NaN,239.1698246,1104,1156,9.757533758,0.424189044,104,-9.333344714,108.2569676,270.2118015,2116,2200,0.269251615,17.41987633,116,17.15062472,NaN,358.0173795,1108,1156,6.529372525,-0.665428684,108,-7.194801209,83.45211553,218.909034,2116,2200,-1.396775852,14.26149734,116,15.65827319,NaN,303.9120701,1104,1156,8.2115003,-0.12061982,104,-8.33212012,96.64381693,242.4724332,2116,2200,-0.563762118,15.84068684,116,16.40444895,NaN,329.3959453
AE03,69,1,1,1204,1256,-8.533392232,-15.7760223,204,-7.242630069,63.37164172,191.1899138,2252,2296,-14.10531458,-7.65503468,252,6.450279901,NaN,177.3239725,1204,1256,-10.68947527,-18.28730819,204,-7.59783292,66.47959941,198.6273487,2252,2300,-16.81703182,-9.721335315,252,7.095696506,NaN,187.8554114,1204,1256,-9.611433753,-17.03166525,204,-7.420231494,64.92562056,194.100883,2252,2300,-15.4611732,-8.592621951,252,6.86855125,NaN,181.0111745,1084,1156,10.13393695,-3.546479535,84,-13.68041649,119.7010539,314.5721294,2128,2196,0.682527416,12.03648451,128,11.35395709,NaN,252.8322177,1084,1152,6.588912401,-3.736056541,84,-10.32496894,90.34152321,216.6314761,2128,2192,-2.041956631,7.7123933,128,9.754349931,NaN,251.7539541,1084,1152,8.361424676,-3.565894196,84,-11.92731887,104.3617817,259.5275706,2128,2196,-0.679714608,9.942734262,128,10.62244887,NaN,247.3065905
AE03,70,1,1,1224,1264,-8.668176736,-2.90750065,224,5.760676086,66.52462753,182.0630598,2204,2240,-10.4515678,-12.45437548,204,-2.002807683,NaN,66.16703411,1224,1268,-10.7417652,-4.493630117,224,6.248135085,72.15383283,191.3804931,2200,2236,-12.13473586,-14.0844713,200,-1.949735436,NaN,66.52272178,1224,1264,-9.704970969,-3.747048911,224,5.957922058,68.80243566,186.7217764,2204,2236,-11.36723431,-13.19661257,204,-1.829378264,NaN,66.34104589,1148,1200,11.0112435,18.56569714,148,7.554453636,87.23927658,201.5822376,2120,2176,7.980816452,3.917650761,120,-4.063165691,NaN,102.5814598,1152,1204,7.831285273,14.99725776,152,7.16597249,82.75307337,191.6528338,2128,2176,6.158274281,3.15939936,128,-2.998874922,NaN,78.73513928,1148,1200,9.3613427,16.70826454,148,7.346921843,84.84268718,194.055069,2124,2176,7.081506186,3.538525061,124,-3.542981125,NaN,90.65829954
AE03,71,1,1,1204,1244,-8.901413357,-16.146969,204,-7.24555564,63.39723991,244.1636116,2268,2296,-7.850821587,-4.865351241,268,2.985470346,NaN,126.9067466,1204,1248,-10.57294668,-18.62180657,204,-8.048859891,70.42600001,263.9693087,2268,2300,-9.886282997,-6.527723404,268,3.358559593,NaN,131.7370322,1204,1248,-9.73718002,-17.43320134,204,-7.696021316,67.33872928,254.0664602,2268,2300,-8.868552292,-5.653758099,268,3.214794193,NaN,129.3218894,1148,1204,10.66600351,-3.170663045,148,-13.83666656,121.0682124,367.1615608,2212,2252,12.04862841,15.87760508,212,3.828976673,NaN,142.3056152,1148,1208,7.889142103,-2.41800964,148,-10.30715174,90.18562608,273.453383,2216,2256,9.324299698,13.19422557,216,3.869925867,NaN,126.6787869,1148,1204,9.277572808,-2.681143382,148,-11.95871619,104.6365023,318.3481012,2216,2252,10.75795087,14.4524431,216,3.694492225,NaN,133.653378
AE03,72,1,1,1220,1260,-8.041596728,-1.902370988,220,6.13922574,53.45512586,201.4674318,2208,2232,-7.47358991,-10.14412908,208,-2.670539174,NaN,134.6645848,1220,1264,-10.12027172,-3.665724836,220,6.454546882,56.20067262,205.1155535,2208,2232,-9.680670928,-12.47315351,208,-2.792482581,NaN,142.3021397,1220,1260,-9.080934223,-2.850238332,220,6.230695891,54.25156969,202.6901725,2208,2232,-8.577130419,-11.3086413,208,-2.731510878,NaN,138.4833623,1144,1192,11.56026352,19.40353211,144,7.843268596,68.2924733,216.4831289,2128,2164,12.27024006,8.131629563,128,-4.138610497,NaN,159.9726122,1140,1196,9.114877878,16.81999192,140,7.705114042,67.08954163,226.1801239,2132,2164,9.412155293,6.241740899,132,-3.170414394,NaN,137.0029615,1144,1196,10.40596643,18.17905946,144,7.773093023,67.68144445,221.3316264,2132,2164,10.76435588,7.186685231,132,-3.577670645,NaN,144.4475813
AE03,73,1,1,1188,1268,-7.616339296,-0.448061767,188,7.168277529,62.41522852,145.0085349,2196,2252,-6.004718551,-11.41985913,196,-5.415140579,NaN,137.7458965,1188,1276,-9.931674444,-1.23323546,188,8.698438984,75.73856547,157.1097652,2196,2248,-8.855751001,-13.84334065,196,-4.987589648,NaN,131.5592212,1188,1272,-8.77400687,-0.850471804,188,7.923535066,68.99136506,151.0591501,2196,2248,-7.430234776,-12.56888882,196,-5.138654041,NaN,134.6525588,1112,1204,12.80783524,22.74735091,112,9.939515668,86.54479954,170.6075841,2120,2204,14.4348958,4.993589766,120,-9.441306036,NaN,201.099416,1108,1204,9.052693579,19.15733392,108,10.10464034,87.98256393,164.8536031,2120,2180,10.56159852,4.493097541,120,-6.068500981,NaN,140.7509264,1108,1204,10.86068087,20.95234241,108,10.09166154,87.86955564,167.2498042,2120,2184,12.49824716,5.092998125,120,-7.405249037,NaN,170.9251712
AE03,74,1,1,1212,1244,-6.211612875,-2.88294418,212,3.328668696,28.98319945,124.1468337,2208,2252,-10.36106686,-14.09836724,208,-3.737300388,NaN,104.6213259,1208,1252,-8.759582715,-3.597067397,208,5.162515317,44.95076704,158.2973035,2204,2252,-11.94163942,-16.14469745,204,-4.203058032,NaN,121.963716,1212,1248,-7.361667197,-3.275449171,212,4.086218026,35.57929096,141.2220686,2204,2252,-11.12156881,-15.12153235,204,-3.999963532,NaN,113.2925209,1120,1164,15.12294934,19.62301634,120,4.500067004,39.18273383,161.3482832,2116,2176,8.18015988,1.115854438,116,-7.064305443,NaN,178.2567356,1116,1172,10.41188698,16.45505695,116,6.043169963,52.61875433,153.4959628,2116,2176,6.692118431,1.248289537,116,-5.443828895,NaN,118.1321251,1120,1168,12.838642,18.01378473,120,5.175142728,45.06071573,157.422123,2116,2176,7.436139156,1.182071987,116,-6.254067169,NaN,147.3218382
AE03,75,1,1,1136,1228,16.40105098,-7.587313168,136,-23.98836415,NaN,338.0532179,2184,2232,-0.529299468,-11.4174937,184,-10.88819423,NaN,306.6525377,1136,1224,16.09698294,-8.906219259,136,-25.0032022,NaN,396.1790284,2184,2232,-1.321820795,-12.78493676,184,-11.46311596,NaN,321.9762826,1136,1228,16.24901696,-8.275596688,136,-24.52461365,NaN,361.4720382,2184,2232,-0.925560132,-12.10121523,184,-11.17565509,NaN,313.6361933,1064,1168,40.18436483,6.338411312,64,-33.84595352,NaN,471.8350593,2112,2176,17.47275951,1.256403659,112,-16.21635585,NaN,407.3231018,1064,1172,33.72118186,10.17549035,64,-23.54569151,NaN,298.8257083,2112,2176,18.70982461,5.060704435,112,-13.64912018,NaN,341.7197791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2112,2176,18.09129206,3.158554047,112,-14.93273802,NaN,372.54709
