,id_start_el,id_end_el,id_start_ah,id_end_ah,t_start_el,t_end_el,t_start_ah,t_end_ah,pos_start_el,pos_end_el,pos_start_ah,pos_end_ah,amp_el,amp_ah,peak_vel_el,peak_vel_ah,subject,task,trial,corr
0,571,582,631,649,2.288,2.292,2.276,2.2800000000000002,5.3844985498507025,-9.034582408794137,4.231248777765632,-10.110505124828403,-14.41908095864484,-14.341753902594036,472.42437484377166,464.16395912906205,AE13,HMS,0,0.7265432642189299
1,334,341,429,438,1.34,1.344,1.468,1.472,-0.2817185907752322,5.926561396773142,-1.5154083168540347,3.983525077511585,6.208279987548374,5.498933394365619,312.30297392105086,254.3740282494451,AE13,HMS,0,0.7265432642189299
0,584,595,711,729,2.34,2.344,2.312,2.316,2.2844575714819317,-11.866780645249051,0.6366766417655589,-11.985448430121245,-14.151238216730983,-12.622125071886805,412.3583777758821,323.63787803978585,AE13,HMS,1,0.8944822371139971
1,305,310,433,442,1.224,1.228,1.2,1.204,-0.2524858705729757,2.30170909725662,-1.6273594581624604,0.7091294274946318,2.5541949678295954,2.3364888856570922,149.89706886794073,85.82815757326001,AE13,HMS,1,0.8944822371139971
0,565,577,694,709,2.264,2.268,2.256,2.26,-12.44733636101368,3.65862606972768,-12.343918465650836,2.6169951752274256,16.10596243074136,14.96091364087826,504.0737573113619,368.2308083254804,AE13,HMS,2,0.9378622837934516
1,301,311,430,445,1.208,1.212,1.2,1.204,-0.620561853695027,-11.57651882486912,-1.7335909192117858,-11.724812884247163,-10.955956971174093,-9.991221965035377,407.1628361921604,294.63395441110447,AE13,HMS,2,0.9378622837934516
0,535,549,636,656,2.144,2.148,2.124,2.128,5.256864243455355,-10.960460477633678,3.7454032676434226,-11.216752706990052,-16.21732472108903,-14.962155974633475,412.0870251029092,299.3846007155853,AE13,HMS,3,0.9207899370432664
1,322,329,425,436,1.292,1.296,1.28,1.284,-0.2604576548730584,5.545315259403914,-1.0232257020424556,4.01116507137357,5.8057729142769725,5.034390773416026,287.7254199841178,169.80549189055685,AE13,HMS,3,0.9207899370432664
0,525,535,626,642,2.104,2.108,2.088,2.092,-12.349747121219375,0.2817119014309236,-12.57901852782932,-1.4022073516735947,12.631459022650299,11.176811176155725,446.4249802810514,290.59467365852646,AE13,HMS,4,0.9426480891792088
1,321,331,423,438,1.288,1.292,1.276,1.28,-0.5341920528269624,-12.766085987821647,-2.128889180954509,-12.817955045309898,-12.231893934994684,-10.689065864355388,411.80463723600354,303.5257184089745,AE13,HMS,4,0.9426480891792088
