,id_start_el,id_end_el,id_start_ah,id_end_ah,t_start_el,t_end_el,t_start_ah,t_end_ah,pos_start_el,pos_end_el,pos_start_ah,pos_end_ah,amp_el,amp_ah,peak_vel_el,peak_vel_ah,subject,task,trial,corr
0,559.0,571.0,730.0,747.0,2.24,2.244,2.2199999999999998,2.224,8.718535224087782,-4.61758988898639,17.407587437851806,4.388573511347864,-13.336125113074171,-13.019013926503941,397.1645350408064,282.65793604577965,AE09,HMS,0,0.9218661675292364
1,318.0,326.0,490.0,502.0,1.276,1.28,1.26,1.264,2.9130498136651766,8.373557276336408,11.70473827786343,16.772952492900593,5.460507462671231,5.0682142150371625,247.7167138071273,165.50311992538425,AE09,HMS,0,0.9218661675292364
0,554.0,566.0,576.0,595.0,2.22,2.224,2.1959999999999997,2.1999999999999997,5.7863129549743375,-10.56691960163172,14.84040349985868,-1.2561226564365215,-16.35323255660606,-16.0965261562952,444.48506999820097,341.2887241229631,AE09,HMS,1,0.9126612493888347
1,311.0,316.0,334.0,344.0,1.248,1.252,1.228,1.232,2.5816665591025543,5.617138313658273,11.79590350799001,14.723637355737456,3.035471754555719,2.9277338477474455,181.94214935750725,105.22592752745075,AE09,HMS,1,0.9126612493888347
0,534.0,553.0,561.0,585.0,2.14,2.144,2.128,2.1319999999999997,-9.692323733575888,5.28761395402396,-0.1104779352507439,14.81117859420526,14.979937687599847,14.921656529456003,301.4621635725872,224.23323528617607,AE09,HMS,2,0.9412812883676318
1,301.0,311.0,328.0,343.0,1.208,1.212,1.1960000000000002,1.2000000000000002,2.4212586782196572,-8.799746943427998,11.721815937854618,0.6982969427582884,-11.221005621647656,-11.02351899509633,368.02935931133663,286.8630714357088,AE09,HMS,2,0.9412812883676318
0,547.0,560.0,568.0,589.0,2.192,2.196,2.1639999999999997,2.1679999999999997,8.501893412515201,-8.785928344489253,18.342390779440066,0.9293186618461142,-17.287821757004455,-17.413072117593952,455.87475000174953,339.7144892650149,AE09,HMS,3,0.9303097619206089
1,301.0,308.0,324.0,336.0,1.208,1.212,1.188,1.192,2.7224658695557635,8.563668076714926,12.634756948303274,18.09214594190439,5.841202207159162,5.457388993601118,276.5924638353132,180.79560126789914,AE09,HMS,3,0.9303097619206089
0,560.0,574.0,553.0,573.0,2.244,2.248,2.228,2.232,-9.507519651641925,7.983389018134883,-0.0372501308554245,17.284200821089026,17.490908669776807,17.32145095194445,453.97281189277953,360.25074492955116,AE09,HMS,4,0.9429408118063701
1,312.0,323.0,305.0,321.0,1.252,1.256,1.236,1.24,2.596348649219317,-9.138268777951856,11.928404336180176,0.4523850697363576,-11.734617427171173,-11.476019266443817,373.4346113872865,295.1080773754021,AE09,HMS,4,0.9429408118063701
0,542.0,559.0,579.0,603.0,2.172,2.176,2.1439999999999997,2.1479999999999997,14.393815015165682,-8.371359768526684,24.222979890042367,2.0224928947590253,-22.765174783692366,-22.20048699528334,488.6148483337731,368.2578394205611,AE09,HMS,5,0.9376797319150512
1,312.0,323.0,351.0,367.0,1.252,1.256,1.232,1.236,2.4584019193963718,13.581606783034278,12.39791909184426,23.407193410185595,11.123204863637906,11.009274318341335,377.5860731210532,262.2185763762954,AE09,HMS,5,0.9376797319150512
0,557.0,570.0,636.0,655.0,2.232,2.236,2.212,2.216,8.227681780575555,-7.0508682046301345,18.172488972420595,3.133506993563242,-15.27854998520569,-15.038981978857354,412.33929896154996,332.4377514241006,AE09,HMS,6,0.9273579032439644
1,307.0,313.0,386.0,397.0,1.232,1.236,1.212,1.216,2.495612590333143,7.429756092152611,12.682678042067284,17.308385039106774,4.934143501819468,4.62570699703949,263.80790515348633,151.47492981722087,AE09,HMS,6,0.9273579032439644
0,554.0,566.0,594.0,612.0,2.22,2.224,2.2039999999999997,2.2079999999999997,14.04784481737197,-0.7811640250070874,24.002768440745196,9.674334286875972,-14.829008842379057,-14.328434153869225,438.1497632176813,298.2222435287312,AE09,HMS,7,0.9397527010377379
1,309.0,320.0,350.0,366.0,1.24,1.244,1.228,1.232,2.4424672256594286,14.242594782291519,12.73543104288912,23.85216457113384,11.800127556632091,11.11673352824472,386.5513269575461,287.87079823613954,AE09,HMS,7,0.9397527010377379
0,559.0,575.0,591.0,615.0,2.24,2.244,2.2119999999999997,2.2159999999999997,-10.71591812085155,12.675200742306554,-0.8667650657044579,22.477129852491316,23.391118863158106,23.343894918195772,494.4852199325689,374.2692202411935,AE09,HMS,8,0.9447419607402026
1,316.0,329.0,350.0,368.0,1.268,1.272,1.248,1.252,2.486387043270017,-10.860792074500008,12.44896618545491,-0.9004179654410231,-13.347179117770025,-13.349384150895933,387.87166713584384,305.2608850968261,AE09,HMS,8,0.9447419607402026
0,552.0,565.0,578.0,598.0,2.212,2.216,2.1959999999999997,2.1999999999999997,13.870447974521177,-4.174150811959213,24.13749602728568,6.507801952329226,-18.04459878648039,-17.629694074956454,474.4704466852661,364.41893095268546,AE09,HMS,9,0.9455916684802903
1,329.0,339.0,356.0,371.0,1.32,1.324,1.3079999999999998,1.3119999999999998,2.6452237118608246,12.4954576336613,13.07487360972331,22.564614430667017,9.850233921800475,9.489740820943707,334.1553236568993,239.5099309219546,AE09,HMS,9,0.9455916684802903
0,556.0,570.0,546.0,568.0,2.228,2.232,2.208,2.212,-9.602324435314172,10.674533450105827,0.21776798259083918,20.599288277444217,20.27685788542,20.381520294853377,486.970359550011,379.9807241495987,AE09,HMS,10,0.9431412044912867
