,subject,amp,vel,eye,tracker
50,AE04,7.693209053,164.2500654,right,ML
51,AE04,9.365295908,253.49401,right,ML
52,AE04,-8.589938011,262.3155109,right,ML
53,AE04,-5.713959352,192.4644181,right,ML
54,AE04,9.597070581,229.8841399,right,ML
55,AE04,-3.205675247,130.2793737,right,ML
56,AE04,10.32199718,278.9799225,right,ML
57,AE04,11.12183505,197.3923892,right,ML
58,AE04,-4.156343583,165.0787724,right,ML
59,AE04,5.479324766,136.9963996,right,ML
60,AE04,-12.42072892,310.4555476,right,ML
61,AE04,-5.72698459,179.9784949,right,ML
62,AE04,6.696028919,167.4712294,right,ML
63,AE04,-8.189235405,220.24443,right,ML
64,AE04,-12.05633224,306.8871917,right,ML
65,AE04,-5.64047916,164.6631145,right,ML
66,AE04,7.13265092,260.6309651,right,ML
67,AE04,-8.612177692,230.6870837,right,ML
68,AE04,-13.23677352,299.1786631,right,ML
69,AE04,8.318659218,278.6559225,right,ML
70,AE04,-13.18760614,330.8099207,right,ML
71,AE04,9.332462501,220.5531277,right,ML
72,AE04,10.45393604,300.739614,right,ML
73,AE04,8.226068553,224.6084765,right,ML
74,AE04,8.974273499,209.2814782,right,ML
75,AE04,-9.200960764,238.7760207,right,ML
76,AE04,4.453967264,130.368518,right,ML
77,AE04,7.553066478,171.7859651,right,ML
78,AE04,9.563352508,242.4640975,right,ML
79,AE04,-12.36462051,297.389883,right,ML
80,AE04,10.09446945,251.76831,right,ML
81,AE04,-12.45407543,333.4176032,right,ML
82,AE04,9.051707342,222.3141632,right,ML
83,AE04,10.06888153,226.4533481,right,ML
84,AE04,-11.90172196,347.2240113,right,ML
85,AE04,-9.609968042,302.2036499,right,ML
86,AE04,12.48853451,322.53594,right,ML
87,AE04,5.167622665,201.3348447,right,ML
88,AE04,-5.548379941,195.802754,right,ML
89,AE04,-12.23440283,316.9003975,right,ML
90,AE04,-6.019111231,167.3714803,right,ML
91,AE04,-13.54805345,338.1975088,right,ML
92,AE04,4.74426252,142.1960018,right,ML
93,AE04,8.324329868,200.4037066,right,ML
94,AE04,-8.608792396,234.720414,right,ML
95,AE04,-5.028523719,177.375027,right,ML
96,AE04,-11.84429305,306.4749109,right,ML
97,AE04,10.53560234,242.0042442,right,ML
98,AE04,7.195770052,207.7499866,right,ML
100,AE04,7.026546322,198.1473128,right,ML
101,AE04,-5.37317776,161.8680357,right,ML
102,AE04,-9.373007935,254.7115878,right,ML
103,AE04,-4.680073967,138.1390538,right,ML
104,AE04,7.447953966,174.566863,right,ML
105,AE04,7.027241509,183.4398633,right,ML
106,AE04,7.201354163,206.6119645,right,ML
107,AE04,-11.62969615,274.9382212,right,ML
108,AE04,-8.511281685,258.7428881,right,ML
109,AE04,-13.57702927,301.7020626,right,ML
110,AE04,-8.838254456,229.4952922,right,ML
111,AE04,7.226741322,183.7023365,right,ML
112,AE04,-8.933841717,219.4332227,right,ML
113,AE04,-12.19150554,297.1463453,right,ML
114,AE04,7.821917284,173.4947892,right,ML
115,AE04,8.909937184,220.0971231,right,ML
116,AE04,-9.074195412,262.1383237,right,ML
117,AE04,10.19647462,214.5526354,right,ML
118,AE04,-8.723632996,253.5288966,right,ML
119,AE04,10.67748643,217.7201551,right,ML
120,AE04,8.751400635,216.6358445,right,ML
121,AE04,-7.235222124,218.9701664,right,ML
122,AE04,1.999524684,68.64096545,right,ML
123,AE04,-11.735798,285.6875847,right,ML
124,AE04,-9.187214841,237.2118991,right,ML
125,AE04,-5.553565161,202.3556173,right,ML
126,AE04,-5.641945405,193.638436,right,ML
127,AE04,9.893258609,248.6708575,right,ML
128,AE04,-2.379774644,101.8569062,right,ML
129,AE04,-2.619301543,102.931889,right,ML
130,AE04,-5.170245873,203.9412098,right,ML
131,AE04,6.871989376,235.4245605,right,ML
132,AE04,-2.32008967,86.14602229,right,ML
133,AE04,-8.993554262,215.7254009,right,ML
134,AE04,10.04699682,207.709984,right,ML
135,AE04,-7.978226955,228.3184041,right,ML
136,AE04,9.635253559,220.1456199,right,ML
137,AE04,-2.377475897,106.1912263,right,ML
138,AE04,-8.233138963,235.3515773,right,ML
139,AE04,-9.06833094,222.7251534,right,ML
140,AE04,10.14077834,231.5856713,right,ML
141,AE04,8.931236174,272.317949,right,ML
142,AE04,2.15774408,96.69961756,right,ML
143,AE04,2.864345129,134.0610527,right,ML
144,AE04,5.781106894,143.9922043,right,ML
145,AE04,-5.286222655,185.2020942,right,ML
146,AE04,-12.23025773,291.8754918,right,ML
147,AE04,-8.985190075,245.9828359,right,ML
148,AE04,1.898282298,95.99942851,right,ML
149,AE04,6.776872082,174.6522726,right,ML
150,AE04,2.04431556,90.65000229,right,ML
151,AE04,3.433572871,102.7716515,right,ML
152,AE04,5.773956808,226.1212926,right,ML
153,AE04,5.314955273,181.148946,right,ML
154,AE04,-4.717773708,187.8018941,right,ML
155,AE04,-2.368331939,103.3483007,right,ML
156,AE04,-3.001912214,126.151321,right,ML
157,AE04,-2.199305134,112.6482692,right,ML
158,AE04,-9.022244094,237.5282608,right,ML
159,AE04,-9.018697003,186.9123315,right,ML
160,AE04,10.33715608,212.0428539,right,ML
161,AE04,8.446886331,194.1526308,right,ML
162,AE04,1.953407213,86.84690046,right,ML
163,AE04,-9.165365411,240.5190116,right,ML
164,AE04,-8.961106394,229.3019189,right,ML
165,AE04,6.536068222,171.1295912,right,ML
166,AE04,-10.22224131,274.8720929,right,ML
167,AE04,4.723332729,177.6541335,right,ML
168,AE04,-11.13955759,296.8229522,right,ML
169,AE04,7.805489183,243.3234294,right,ML
170,AE04,-14.09510791,316.4907649,right,ML
171,AE04,-4.36028479,133.7063221,right,ML
172,AE04,5.102329937,124.0751962,right,ML
173,AE04,8.391595215,267.5611603,right,ML
174,AE04,10.16107453,286.51602,right,ML
0,AE05,3.67046193,129.8584668,right,ML
1,AE05,1.741660134,79.2386358,right,ML
2,AE05,-9.267925753,259.9969496,right,ML
3,AE05,3.528659736,118.6986912,right,ML
4,AE05,-8.922257672,227.506826,right,ML
5,AE05,6.467839557,224.0775498,right,ML
6,AE05,3.249215498,90.80796268,right,ML
7,AE05,6.890462643,223.7512919,right,ML
8,AE05,-7.813346078,225.5446407,right,ML
9,AE05,7.185351899,240.0082617,right,ML
10,AE05,-9.323377129,260.5272716,right,ML
11,AE05,6.360062378,208.7503425,right,ML
12,AE05,1.216279069,83.75806686,right,ML
13,AE05,-7.830197386,194.2531053,right,ML
14,AE05,1.316235069,72.98937305,right,ML
15,AE05,2.713155402,118.7497739,right,ML
16,AE05,1.766219804,108.8919802,right,ML
17,AE05,-1.915115171,128.6003412,right,ML
18,AE05,4.402492519,145.6841499,right,ML
19,AE05,7.77230594,249.9349104,right,ML
20,AE05,7.629097558,224.9897019,right,ML
21,AE05,3.493464848,127.3799349,right,ML
22,AE05,5.087681356,216.1930638,right,ML
23,AE05,5.495274829,163.6581314,right,ML
24,AE05,6.863766685,199.6903176,right,ML
25,AE05,-7.201301875,239.726737,right,ML
26,AE05,-7.044170282,250.2618918,right,ML
27,AE05,2.844536013,92.91647772,right,ML
28,AE05,1.447617767,79.85659159,right,ML
29,AE05,-9.149350912,208.8109459,right,ML
30,AE05,3.774188432,117.2458757,right,ML
31,AE05,-2.080037652,81.29243132,right,ML
32,AE05,-6.905473678,232.3409352,right,ML
33,AE05,-3.613666499,113.2363207,right,ML
34,AE05,4.858707442,153.5851503,right,ML
35,AE05,-6.227281025,215.2656265,right,ML
36,AE05,2.899656488,138.9061944,right,ML
37,AE05,0.493817383,40.89239309,right,ML
38,AE05,-2.148690988,106.7528263,right,ML
39,AE05,7.864871262,273.2466805,right,ML
40,AE05,-7.05481934,273.6659173,right,ML
41,AE05,-7.369702632,316.6912762,right,ML
42,AE05,-3.781920879,107.8065527,right,ML
43,AE05,-7.221821549,213.9520559,right,ML
44,AE05,5.540411282,236.3089153,right,ML
45,AE05,7.141670964,303.5467715,right,ML
47,AE05,-8.01117341,250.5169678,right,ML
48,AE05,4.771836086,151.9939501,right,ML
49,AE05,4.334807413,220.2029327,right,ML
51,AE05,8.026812954,304.7476499,right,ML
52,AE05,-7.2850127,264.1661017,right,ML
53,AE05,-5.723265248,183.2171416,right,ML
54,AE05,6.37358106,348.8618942,right,ML
55,AE05,-2.146650523,89.56114144,right,ML
56,AE05,6.789726989,248.4039597,right,ML
57,AE05,7.324295298,208.0590488,right,ML
58,AE05,-5.430910636,200.8197082,right,ML
59,AE05,3.298024399,175.2782987,right,ML
60,AE05,-9.407382689,251.9179589,right,ML
61,AE05,-4.139983746,146.3011259,right,ML
62,AE05,4.967033987,205.1544966,right,ML
63,AE05,-6.152915962,230.490798,right,ML
64,AE05,-7.942205615,241.2782472,right,ML
65,AE05,-4.437762742,242.1668379,right,ML
66,AE05,5.357865119,268.950163,right,ML
67,AE05,-6.909564586,320.3259693,right,ML
68,AE05,-9.520414357,224.2109873,right,ML
69,AE05,4.604759923,158.6923121,right,ML
70,AE05,-9.786825799,339.0647816,right,ML
71,AE05,7.13083159,210.489158,right,ML
72,AE05,8.264779604,198.8521893,right,ML
73,AE05,6.907047709,211.5084157,right,ML
74,AE05,-1.973400829,93.49397069,right,ML
75,AE05,-6.976516209,211.4445157,right,ML
76,AE05,3.813499019,163.5632473,right,ML
77,AE05,4.836034361,175.2017534,right,ML
78,AE05,0.805427347,51.83080839,right,ML
79,AE05,-8.16105047,220.6235368,right,ML
80,AE05,8.430655323,198.17789,right,ML
81,AE05,-6.711849514,162.2032223,right,ML
82,AE05,5.599738828,147.2566947,right,ML
83,AE05,7.893106506,235.1270711,right,ML
84,AE05,-8.495051321,151.2222196,right,ML
85,AE05,-5.984613346,181.9943076,right,ML
86,AE05,7.137550506,233.4511437,right,ML
87,AE05,2.238646138,111.3012603,right,ML
88,AE05,-2.904621216,136.2250822,right,ML
89,AE05,-6.313323537,191.259003,right,ML
90,AE05,-4.289331667,160.0081213,right,ML
91,AE05,-7.50668636,220.5955325,right,ML
92,AE05,3.396929081,163.6000666,right,ML
93,AE05,5.04670852,136.4608488,right,ML
94,AE05,-6.663099821,201.1866348,right,ML
95,AE05,-3.149745668,77.60926303,right,ML
96,AE05,-7.367697158,237.4715658,right,ML
97,AE05,6.812354719,242.6138676,right,ML
98,AE05,4.858716257,152.0345783,right,ML
99,AE05,2.075574049,65.9590763,right,ML
100,AE05,4.770368723,157.2257127,right,ML
101,AE05,-5.01308241,174.5826984,right,ML
102,AE05,-7.261862809,169.5378575,right,ML
103,AE05,-3.924693319,153.0375694,right,ML
104,AE05,4.562369938,164.3135306,right,ML
105,AE05,4.110373805,191.4523157,right,ML
106,AE05,6.113826724,168.2599836,right,ML
107,AE05,-9.245588365,223.5953722,right,ML
108,AE05,-7.105438685,210.9840753,right,ML
109,AE05,-9.919400352,275.4307323,right,ML
110,AE05,-6.441888649,213.2125403,right,ML
111,AE05,5.025156374,160.701172,right,ML
112,AE05,-6.477864702,188.5063291,right,ML
113,AE05,-10.17284802,196.770065,right,ML
114,AE05,4.906956416,167.9443745,right,ML
115,AE05,8.179714269,246.0878221,right,ML
116,AE05,-7.722494874,204.615511,right,ML
117,AE05,7.249446124,247.8419516,right,ML
118,AE05,-5.991155944,193.2901101,right,ML
119,AE05,7.573119569,228.3825966,right,ML
120,AE05,4.784589744,146.5552056,right,ML
121,AE05,-3.623270304,120.6746327,right,ML
122,AE05,1.446763523,85.43790873,right,ML
123,AE05,-8.336683268,251.2053552,right,ML
124,AE05,-7.136788345,211.1566571,right,ML
125,AE05,-3.825487285,122.7195042,right,ML
126,AE05,-3.967292835,123.469407,right,ML
127,AE05,7.497142963,223.3067494,right,ML
128,AE05,-1.734506616,83.52943481,right,ML
129,AE05,-2.001816495,106.4167668,right,ML
130,AE05,-3.0794354,146.3053132,right,ML
131,AE05,5.501874738,232.6639881,right,ML
132,AE05,-1.289383056,66.40738054,right,ML
133,AE05,-6.40460842,234.8349515,right,ML
134,AE05,7.234672535,182.4509255,right,ML
135,AE05,-6.185543329,219.2515321,right,ML
136,AE05,1.007038463,61.57622459,right,ML
137,AE05,-1.672596593,89.57225852,right,ML
138,AE05,-7.411858708,210.6958764,right,ML
139,AE05,-6.779643565,228.4627695,right,ML
140,AE05,6.613759483,201.8467713,right,ML
141,AE05,7.633404302,203.3419545,right,ML
142,AE05,1.972339307,59.35725953,right,ML
143,AE05,1.369199055,67.00578322,right,ML
144,AE05,3.197171278,107.250156,right,ML
145,AE05,-3.412041206,134.80249,right,ML
146,AE05,-6.825504752,214.2185622,right,ML
147,AE05,-7.435800432,143.0379334,right,ML
148,AE05,1.64131578,86.41851381,right,ML
149,AE05,3.969205918,100.6761773,right,ML
150,AE05,1.778799242,94.72709726,right,ML
151,AE05,1.773318486,53.11621907,right,ML
152,AE05,4.207975903,141.8497686,right,ML
153,AE05,3.284585729,109.0188094,right,ML
154,AE05,-4.742146948,139.5731896,right,ML
155,AE05,-1.816476686,63.32062893,right,ML
156,AE05,-1.587162464,74.41843306,right,ML
157,AE05,-2.172736789,109.0624931,right,ML
158,AE05,-6.108291819,200.9595392,right,ML
159,AE05,-6.928991281,221.7397264,right,ML
160,AE05,6.886162631,172.430664,right,ML
161,AE05,2.948226875,87.38314659,right,ML
162,AE05,1.329849898,63.29116932,right,ML
163,AE05,-7.048849224,227.8746096,right,ML
164,AE05,-5.163858678,152.7078673,right,ML
165,AE05,6.016541622,171.8948906,right,ML
166,AE05,-7.971335041,119.0930651,right,ML
167,AE05,2.253631456,115.3888453,right,ML
168,AE05,-10.38596164,177.0760847,right,ML
169,AE05,4.826798722,129.9587535,right,ML
170,AE05,-10.41356139,140.9195826,right,ML
171,AE05,-2.969732347,93.33406401,right,ML
172,AE05,3.310485467,176.9760422,right,ML
173,AE05,4.606521868,145.5883266,right,ML
174,AE05,6.279621117,156.6894861,right,ML
0,AE06,4.65928879045859,125.524588675462,right,ML
1,AE06,0.950549855951428,43.8273029886553,right,ML
2,AE06,-12.4548005135075,489.099042392334,right,ML
3,AE06,4.83362922314324,212.508845864586,right,ML
4,AE06,-11.4118405811389,471.252832507854,right,ML
5,AE06,10.7523972301899,327.13626906245,right,ML
6,AE06,4.43153724161434,142.986526380309,right,ML
7,AE06,8.83828518970529,256.000434179704,right,ML
8,AE06,-12.8878601989992,431.29206530995,right,ML
9,AE06,9.39598137325759,398.29627927137,right,ML
10,AE06,-12.5563314068676,450.36981631434,right,ML
11,AE06,8.94981935935874,290.597254332796,right,ML
12,AE06,6.83105899105307,247.136606593187,right,ML
13,AE06,-12.659483886286,407.806499012675,right,ML
14,AE06,-13.4544715741445,429.974033876704,right,ML
15,AE06,1.39382016917961,76.3329116151865,right,ML
16,AE06,-14.5549135854566,577.184811664265,right,ML
17,AE06,-1.66334595499495,57.429210061911,right,ML
18,AE06,-12.8206094690333,421.32594988055,right,ML
19,AE06,9.36587875166916,335.854381869997,right,ML
20,AE06,9.50102962541595,301.475701087776,right,ML
21,AE06,3.1454813110756,66.8868266673252,right,ML
22,AE06,7.04734200202636,227.799444412035,right,ML
23,AE06,10.7326212481495,313.105368802939,right,ML
24,AE06,10.8370283636763,308.222348994059,right,ML
25,AE06,-8.42735903190569,407.363190148994,right,ML
26,AE06,-9.60621725753769,402.881674363327,right,ML
27,AE06,3.74618661812654,66.6920800609333,right,ML
28,AE06,0.349830082718763,36.7790317291788,right,ML
29,AE06,-11.6981637599177,460.276866557642,right,ML
30,AE06,4.47312348253585,97.6573296181101,right,ML
31,AE06,-1.92706530415163,97.9669216960863,right,ML
32,AE06,-9.30845286064967,418.214404380145,right,ML
33,AE06,-6.76014426040852,331.193694832591,right,ML
34,AE06,6.34129784961469,151.035928364126,right,ML
35,AE06,-8.11081684750419,309.761830671265,right,ML
36,AE06,2.21104783619972,81.1859264125621,right,ML
37,AE06,0.329606861388,34.8356222432788,right,ML
38,AE06,-1.29829677344095,67.9401017323637,right,ML
39,AE06,10.1102050810585,292.417307176945,right,ML
40,AE06,-10.4985107325608,364.519015455924,right,ML
41,AE06,-14.2656332451796,559.883843670441,right,ML
42,AE06,-4.87506916867988,204.258458825575,right,ML
43,AE06,-10.5465292468055,379.10951779877,right,ML
44,AE06,5.85238075072289,157.361486050841,right,ML
45,AE06,11.3536664769959,354.543339373149,right,ML
46,AE06,-1.46485031100343,59.4156841522616,right,ML
47,AE06,-12.4344985188814,446.463488280618,right,ML
48,AE06,7.94990023524793,258.128311061683,right,ML
49,AE06,6.39518591076912,155.697221135076,right,ML
51,AE06,9.11026464931385,311.563333836126,right,ML
52,AE06,-8.17654359659538,353.818522992428,right,ML
53,AE06,-5.76298211893146,255.027910539001,right,ML
54,AE06,9.66025108521726,256.530920649913,right,ML
55,AE06,-2.78584374835375,99.4858554461908,right,ML
56,AE06,11.6968551216811,365.31790749893,right,ML
57,AE06,10.0155892275898,257.432351352496,right,ML
58,AE06,-5.28510568389297,228.334538052993,right,ML
59,AE06,3.01157597255064,88.9267553667132,right,ML
60,AE06,-12.1353060334121,402.615633202926,right,ML
61,AE06,-5.2399654851587,228.226141006695,right,ML
62,AE06,6.5900931136449,212.447638597787,right,ML
63,AE06,-8.01545919415291,352.685813407623,right,ML
64,AE06,-12.0848221445937,483.795879836866,right,ML
65,AE06,-5.32732508635455,242.313985406786,right,ML
66,AE06,7.03460513277686,246.397306493674,right,ML
68,AE06,-11.7705707612994,445.305578441921,right,ML
69,AE06,5.89896426728147,199.000627679719,right,ML
70,AE06,-12.2312662552304,480.671896614659,right,ML
71,AE06,8.7471103564065,263.039765544045,right,ML
72,AE06,8.20288673567971,265.462278065963,right,ML
73,AE06,9.07822935242626,233.455395237942,right,ML
74,AE06,10.4576023809735,297.578301750412,right,ML
75,AE06,-8.61540127916568,346.930155050059,right,ML
76,AE06,2.88895374618185,120.233887751879,right,ML
77,AE06,6.84467235054364,184.086510827185,right,ML
78,AE06,5.50799404828423,130.608761848728,right,ML
79,AE06,-10.8888987112573,416.006763773979,right,ML
80,AE06,8.20951526523798,246.977466325593,right,ML
81,AE06,-11.5705380006519,484.591274208045,right,ML
82,AE06,10.9656825034296,298.395688307945,right,ML
83,AE06,8.84869596375889,209.849292579061,right,ML
84,AE06,-12.6163440880702,462.792242177187,right,ML
85,AE06,-7.59555570015231,350.042039352382,right,ML
86,AE06,11.600274588327,341.69826087927,right,ML
87,AE06,0.830729870413902,50.9739856365209,right,ML
88,AE06,-6.744163207804,318.538835743763,right,ML
89,AE06,-12.6416910541459,526.142119881795,right,ML
90,AE06,-4.93516977307584,229.903885570382,right,ML
91,AE06,-12.6493760184706,463.104394212214,right,ML
92,AE06,3.79615964878007,86.7027506635057,right,ML
93,AE06,7.96437095611746,279.282305510958,right,ML
94,AE06,-8.17499893910465,339.431142195246,right,ML
95,AE06,-5.27341769459702,260.131209312952,right,ML
96,AE06,-10.8549591855631,500.776265524996,right,ML
97,AE06,8.40451655924952,258.092638145678,right,ML
98,AE06,4.3838536180927,101.080582689379,right,ML
100,AE06,5.99746865219672,162.679993763744,right,ML
101,AE06,-3.84838098609309,135.675476091048,right,ML
102,AE06,-8.86407400523054,454.842585943639,right,ML
103,AE06,-5.09678512578718,234.366000819682,right,ML
104,AE06,5.60561354294657,167.453805085407,right,ML
105,AE06,5.79706349240991,154.498925949604,right,ML
106,AE06,6.58144857945143,217.934723147109,right,ML
107,AE06,-12.4637174476379,540.925354760291,right,ML
108,AE06,-8.0952179814264,340.816576733839,right,ML
109,AE06,-13.1166531776129,467.658310734846,right,ML
110,AE06,-8.20522104969568,389.134235383709,right,ML
111,AE06,5.34202600898255,212.912846525421,right,ML
112,AE06,-8.71879571274636,414.674798036801,right,ML
113,AE06,-13.014937884851,570.851181191246,right,ML
114,AE06,6.52314628904314,234.764995142365,right,ML
115,AE06,10.2851383782471,281.232710211427,right,ML
116,AE06,-9.38131683378175,459.687204636571,right,ML
117,AE06,10.171364246892,326.644166889322,right,ML
118,AE06,-8.98414154339735,415.326920587645,right,ML
119,AE06,10.5733579818277,339.475913311709,right,ML
120,AE06,6.9313143645814,243.307050171411,right,ML
121,AE06,-5.12328234393701,195.94474554653,right,ML
122,AE06,0.38382158504894,37.0380550464886,right,ML
123,AE06,-12.2429334807465,458.783515146097,right,ML
124,AE06,-9.23266196050439,470.04465219688,right,ML
125,AE06,-5.7523636203107,260.323255553956,right,ML
126,AE06,-5.89927412613408,231.954536789332,right,ML
127,AE06,11.8866147908859,351.100635221279,right,ML
128,AE06,-1.612550653139,80.6922356694975,right,ML
129,AE06,-1.48750904750884,91.0203292466857,right,ML
130,AE06,-5.49916979571104,266.486299202328,right,ML
131,AE06,5.0542635088895,155.875498743211,right,ML
132,AE06,-1.59322928530488,78.2405957580732,right,ML
133,AE06,-8.85751449853732,415.820217057595,right,ML
134,AE06,8.98835207091404,243.299262736275,right,ML
135,AE06,-8.24143883465925,334.740969306566,right,ML
136,AE06,8.86338478284001,276.716947698578,right,ML
137,AE06,-1.74125792399168,108.183770350913,right,ML
138,AE06,-9.6764546520371,436.627716916324,right,ML
139,AE06,-8.68550706940099,368.035594444821,right,ML
140,AE06,10.2771691745064,294.508442811535,right,ML
141,AE06,9.5695236329171,301.377539929216,right,ML
142,AE06,0.466060083476422,41.6955559575802,right,ML
143,AE06,0.531801669036202,50.2357646973329,right,ML
144,AE06,3.99550801119598,167.049206331543,right,ML
145,AE06,-4.57007477726143,209.643951383926,right,ML
146,AE06,-13.4588708940407,501.454932339166,right,ML
147,AE06,-9.33941576029179,450.856745203978,right,ML
148,AE06,-15.5660338593087,625.336150863163,right,ML
149,AE06,6.77201568380678,211.029445209517,right,ML
150,AE06,0.330702694956417,38.122168947989,right,ML
151,AE06,3.33234475443135,156.410094957027,right,ML
152,AE06,10.8828476325287,316.917762875731,right,ML
153,AE06,4.07292745428502,123.246662226287,right,ML
154,AE06,-5.03932961763755,209.371799521301,right,ML
155,AE06,-2.3300775295605,108.427310915358,right,ML
156,AE06,-0.537172590820314,41.2780421538633,right,ML
157,AE06,-1.61288190990751,75.3407762152229,right,ML
158,AE06,-7.40780632939337,346.242960702368,right,ML
159,AE06,-9.50641326517102,372.316966820808,right,ML
160,AE06,11.8686101965308,365.165921713247,right,ML
161,AE06,6.76310441754347,238.247469772784,right,ML
162,AE06,-16.0784483191821,521.626986388439,right,ML
163,AE06,-9.32331954433175,329.030031583096,right,ML
164,AE06,-8.94824050419509,338.849667427875,right,ML
165,AE06,6.46650128096764,204.852707139228,right,ML
166,AE06,-12.3366411974252,466.819508167577,right,ML
167,AE06,0.571940863902045,50.903464267662,right,ML
168,AE06,-13.4063756134786,469.140226180475,right,ML
169,AE06,7.13636830631874,174.548439060972,right,ML
170,AE06,-15.7707564519459,491.53624435409,right,ML
171,AE06,-5.38977682486349,213.998145233538,right,ML
172,AE06,2.34163715668788,122.058807905947,right,ML
173,AE06,5.40115985429951,177.091492717676,right,ML
174,AE06,12.0458878137107,299.459691839013,right,ML
0,AE07,3.186897635,85.11829189,right,ML
1,AE07,0.840536486,43.73232666,right,ML
2,AE07,-11.48913412,279.164304,right,ML
3,AE07,1.903872048,76.57573212,right,ML
4,AE07,-8.44076308,239.0029122,right,ML
5,AE07,4.68313262,150.921101,right,ML
6,AE07,2.555118102,90.27756548,right,ML
7,AE07,4.686620838,107.0315683,right,ML
8,AE07,-11.21794865,246.2100276,right,ML
9,AE07,5.14118467,122.527948,right,ML
10,AE07,-10.49929711,284.1937039,right,ML
11,AE07,5.808380971,119.6094868,right,ML
12,AE07,3.50096528,135.3568997,right,ML
13,AE07,-10.37300494,212.7019331,right,ML
14,AE07,-0.201810581,42.21163379,right,ML
15,AE07,2.311093396,65.57353229,right,ML
16,AE07,1.611388486,65.68300762,right,ML
17,AE07,-1.601640028,78.0457867,right,ML
18,AE07,-10.98121133,296.0813534,right,ML
19,AE07,4.962310777,120.2425324,right,ML
20,AE07,4.491893021,97.11545286,right,ML
21,AE07,2.938307575,76.93606052,right,ML
22,AE07,3.526224526,98.54986811,right,ML
23,AE07,4.717243891,114.1292637,right,ML
24,AE07,4.214339087,103.0194911,right,ML
25,AE07,-6.897864009,211.2997348,right,ML
26,AE07,-3.295842934,124.8833694,right,ML
27,AE07,2.910288661,159.2159864,right,ML
28,AE07,0.549993316,43.89158603,right,ML
29,AE07,-8.610378899,271.5329488,right,ML
30,AE07,2.415818334,110.7923522,right,ML
31,AE07,-2.219158993,95.02495874,right,ML
32,AE07,-6.601820381,253.6307858,right,ML
33,AE07,-5.685328426,207.7253771,right,ML
34,AE07,4.371525747,95.70438766,right,ML
35,AE07,-7.904389916,272.5267745,right,ML
36,AE07,2.643232705,121.0509218,right,ML
37,AE07,1.02878094,67.47327621,right,ML
38,AE07,-1.373117305,69.21760782,right,ML
39,AE07,5.181030253,167.2770642,right,ML
40,AE07,-8.929020782,242.9370545,right,ML
41,AE07,-10.08289495,298.0121482,right,ML
42,AE07,-3.713106549,179.2587339,right,ML
43,AE07,-6.812336778,256.7390026,right,ML
44,AE07,2.775469812,115.2070847,right,ML
45,AE07,5.539581268,121.2796641,right,ML
46,AE07,-2.015629589,106.5969157,right,ML
47,AE07,-10.80855664,276.8633776,right,ML
48,AE07,4.111315505,125.5141397,right,ML
49,AE07,4.049437253,125.9704153,right,ML
51,AE07,4.763497702,161.0514281,right,ML
52,AE07,-7.20888103,169.2765685,right,ML
53,AE07,-5.621224984,199.6349308,right,ML
54,AE07,5.26445164,141.3115522,right,ML
55,AE07,-2.266159857,106.4130593,right,ML
56,AE07,4.845963178,119.2336876,right,ML
57,AE07,3.972863613,137.7807967,right,ML
58,AE07,-2.826339307,131.5083428,right,ML
59,AE07,2.10975644,93.41363772,right,ML
60,AE07,-10.42799181,276.7118132,right,ML
61,AE07,-3.949799257,161.976444,right,ML
62,AE07,3.745845723,82.94311086,right,ML
63,AE07,-5.834976255,172.8849747,right,ML
64,AE07,-8.589372012,151.5609631,right,ML
65,AE07,-4.539000328,167.9551684,right,ML
66,AE07,2.290138558,100.3893776,right,ML
67,AE07,-7.350973319,183.4487541,right,ML
68,AE07,-10.8712804,229.5743809,right,ML
69,AE07,3.98733368,102.1230136,right,ML
70,AE07,-10.70424071,292.2829186,right,ML
71,AE07,4.939321305,119.4111927,right,ML
72,AE07,5.363402988,120.9366357,right,ML
73,AE07,5.112665856,153.0169949,right,ML
74,AE07,5.41931301,108.7208704,right,ML
75,AE07,-7.753091889,251.5773182,right,ML
76,AE07,2.485871432,104.2679149,right,ML
77,AE07,4.203507293,125.0187371,right,ML
78,AE07,4.653393159,113.4186904,right,ML
79,AE07,-10.90101639,271.8192621,right,ML
80,AE07,5.242385752,137.7936678,right,ML
81,AE07,-10.23744112,245.5587541,right,ML
82,AE07,5.402636925,132.5114943,right,ML
83,AE07,4.98098571,121.5231132,right,ML
84,AE07,-9.390232649,248.1270609,right,ML
85,AE07,-8.013458654,187.4141295,right,ML
86,AE07,6.153192668,139.1220407,right,ML
87,AE07,2.74156069,92.94815748,right,ML
88,AE07,-1.477083792,82.1589908,right,ML
89,AE07,-11.64961597,283.9250438,right,ML
90,AE07,-4.61879907,159.8212486,right,ML
91,AE07,-11.5617171,318.6300335,right,ML
92,AE07,2.650523579,146.1741574,right,ML
93,AE07,4.244628652,94.50080614,right,ML
94,AE07,-4.81484715,154.1352105,right,ML
95,AE07,-5.667197653,163.8381669,right,ML
96,AE07,-8.930990023,208.1363889,right,ML
97,AE07,4.688034799,129.0254422,right,ML
98,AE07,4.135006834,105.5036847,right,ML
100,AE07,3.758240508,91.07516649,right,ML
101,AE07,-4.282249823,173.2115653,right,ML
102,AE07,-7.762251621,238.0259916,right,ML
103,AE07,-5.225863063,149.2016161,right,ML
104,AE07,4.554869725,105.6406413,right,ML
105,AE07,3.958998967,130.6486137,right,ML
106,AE07,3.686302405,85.49229678,right,ML
