,subject,amp,vel,eye,tracker
100,AE07,7.689888019,223.4282345,right,EL
101,AE07,-5.284512065,234.4721578,right,EL
102,AE07,-9.242988167,326.3021478,right,EL
103,AE07,-5.825697225,237.3694413,right,EL
104,AE07,7.822922131,292.0282726,right,EL
105,AE07,6.809807852,274.9689964,right,EL
106,AE07,6.706201862,263.4149693,right,EL
107,AE07,-10.57948169,305.2925503,right,EL
108,AE07,-7.592131134,283.7977087,right,EL
109,AE07,-11.14406432,321.4200106,right,EL
110,AE07,-8.447449661,308.7968939,right,EL
111,AE07,7.687102699,218.4253054,right,EL
112,AE07,-13.4389122,381.0391748,right,EL
113,AE07,-6.621973184,232.8248606,right,EL
114,AE07,5.746947133,210.2020458,right,EL
115,AE07,10.31525903,306.2787125,right,EL
116,AE07,-7.499170933,255.06303,right,EL
117,AE07,10.59980327,331.1594881,right,EL
118,AE07,-8.235943053,277.2054506,right,EL
119,AE07,10.72583466,270.9517345,right,EL
120,AE07,7.082826325,271.9352653,right,EL
121,AE07,-4.339924484,179.8983031,right,EL
122,AE07,0.644260887,62.08976037,right,EL
123,AE07,-9.518468779,294.8371858,right,EL
124,AE07,-7.795364315,267.050226,right,EL
125,AE07,-6.405798411,243.466359,right,EL
126,AE07,-6.242549032,251.5145442,right,EL
127,AE07,11.14215555,327.283026,right,EL
128,AE07,-2.616216274,167.5707977,right,EL
129,AE07,-2.387661128,160.2081973,right,EL
130,AE07,-6.157644272,254.5689317,right,EL
131,AE07,7.062407911,278.6928712,right,EL
132,AE07,-3.322610078,171.8943569,right,EL
133,AE07,-8.060938704,257.7648572,right,EL
134,AE07,10.41885818,328.716252,right,EL
135,AE07,-7.160544893,248.1021515,right,EL
136,AE07,10.0262106,299.0323919,right,EL
137,AE07,9.287914084,272.2775406,right,EL
138,AE07,-7.190952777,233.8199297,right,EL
139,AE07,-8.191004329,269.0898889,right,EL
140,AE07,10.7674284,295.2939322,right,EL
141,AE07,10.00420601,289.9544794,right,EL
142,AE07,2.537413181,162.5112717,right,EL
143,AE07,2.843694684,176.7665451,right,EL
144,AE07,3.321135179,163.5004995,right,EL
145,AE07,-5.843945572,251.8372087,right,EL
146,AE07,-10.8745341,328.6351587,right,EL
147,AE07,-8.224529477,307.3633526,right,EL
148,AE07,3.048121669,187.0980312,right,EL
149,AE07,6.370420275,250.6583088,right,EL
150,AE07,2.272727152,152.3065908,right,EL
151,AE07,5.374418291,241.2825832,right,EL
152,AE07,10.48975237,324.0882854,right,EL
153,AE07,4.763432646,224.249126,right,EL
154,AE07,-4.914987893,188.101292,right,EL
155,AE07,-2.623741087,154.9774968,right,EL
156,AE07,-2.714658672,168.5080784,right,EL
157,AE07,-2.776495854,178.769554,right,EL
158,AE07,-8.666352957,283.8040396,right,EL
159,AE07,-7.792458084,248.1120536,right,EL
160,AE07,11.32998367,318.8472449,right,EL
161,AE07,7.382718132,266.0298179,right,EL
162,AE07,2.400065525,155.8714108,right,EL
163,AE07,-5.799055994,215.3493378,right,EL
164,AE07,-6.912720117,224.9032182,right,EL
165,AE07,7.605551215,261.0969698,right,EL
166,AE07,-10.13131682,314.9103562,right,EL
167,AE07,5.41148633,234.220463,right,EL
168,AE07,-12.1722808,308.4072198,right,EL
169,AE07,7.85936538,262.0745023,right,EL
170,AE07,-11.01742802,308.5751546,right,EL
171,AE07,-5.649482334,247.7615405,right,EL
172,AE07,5.713846612,225.4733633,right,EL
173,AE07,7.148462991,278.395178,right,EL
174,AE07,10.23452243,301.5331694,right,EL
0,AE08,5.80679063684885,274.353961262836,right,EL
1,AE08,2.7241508726986,154.74436507135,right,EL
2,AE08,-8.87091190856238,260.407562294565,right,EL
3,AE08,4.93044115647424,218.159208826919,right,EL
4,AE08,-9.42911606879994,280.81104968172,right,EL
5,AE08,10.5614783144867,372.931305363475,right,EL
6,AE08,5.69743572727292,261.921768023162,right,EL
7,AE08,12.2451568569582,320.822534518893,right,EL
8,AE08,-9.99426214369579,287.967381294382,right,EL
9,AE08,9.67023276849426,267.556380316706,right,EL
11,AE08,12.3989848228219,322.293890016304,right,EL
12,AE08,9.60413666272272,298.045320740827,right,EL
13,AE08,-9.20638876748996,270.465401875401,right,EL
14,AE08,3.08290739463693,156.688626913716,right,EL
16,AE08,1.68287739030082,114.719748544575,right,EL
17,AE08,-2.73260203510164,144.533086724999,right,EL
18,AE08,-10.1606136348197,266.175475533333,right,EL
19,AE08,10.9298388165177,308.370555059457,right,EL
21,AE08,5.11876860938489,232.865219542132,right,EL
22,AE08,6.78789168881163,218.274430702489,right,EL
23,AE08,10.7821119231197,316.354136592837,right,EL
24,AE08,10.9948757238515,336.147910206647,right,EL
25,AE08,-8.29110727709167,211.653730958482,right,EL
26,AE08,-7.77001189018315,214.323229684641,right,EL
27,AE08,4.47240863257763,148.748480639041,right,EL
28,AE08,2.44322596213199,100.29281457375,right,EL
29,AE08,-6.92496240546845,110.130815840193,right,EL
30,AE08,4.60769799750925,194.663546992121,right,EL
31,AE08,0.33482058551006,38.9801145306376,right,EL
32,AE08,-7.72563105848443,190.429439619549,right,EL
33,AE08,-5.15475681879502,188.342444934632,right,EL
34,AE08,8.6549794306181,325.529966031994,right,EL
35,AE08,-7.92754532623026,247.867734774861,right,EL
36,AE08,5.46173374855814,196.561410572853,right,EL
37,AE08,2.32776634024146,146.424622526062,right,EL
38,AE08,-2.15487084074824,126.705782715755,right,EL
39,AE08,12.9092066681045,382.484040016727,right,EL
40,AE08,-7.22872768891492,173.559850068501,right,EL
41,AE08,-9.60134020537773,280.641066415834,right,EL
42,AE08,-5.19682906205754,198.077786003328,right,EL
43,AE08,-7.35586804856657,209.596833328914,right,EL
44,AE08,8.14176120071307,278.919528896094,right,EL
45,AE08,13.0886720215896,327.318248136287,right,EL
46,AE08,-2.18507004636742,135.761737499616,right,EL
47,AE08,-9.05849345577577,259.265402470648,right,EL
48,AE08,7.50555105179714,285.834348035466,right,EL
49,AE08,8.28121349461608,311.661836236635,right,EL
51,AE08,12.6564468423589,344.609731227087,right,EL
52,AE08,-7.99976629318366,211.038799041972,right,EL
54,AE08,10.6897709051519,221.332734945997,right,EL
55,AE08,-2.74179644311008,124.726123862716,right,EL
56,AE08,13.9373451505878,313.403457467045,right,EL
57,AE08,12.5352931192421,359.631570362726,right,EL
58,AE08,-5.14365579993063,145.549990357371,right,EL
59,AE08,5.44836329498508,230.277629446702,right,EL
60,AE08,-9.89665151218817,230.978938761392,right,EL
61,AE08,-5.572405300179,212.051578008275,right,EL
62,AE08,8.24296144422667,321.545245959818,right,EL
63,AE08,-6.99087050769442,165.781823285111,right,EL
64,AE08,-9.75280237625814,238.755035933845,right,EL
65,AE08,-5.46385843643576,236.049063519485,right,EL
66,AE08,9.27425825168356,308.023038206005,right,EL
67,AE08,-8.22695968853221,323.755497045437,right,EL
68,AE08,-9.78511502426506,313.083089505041,right,EL
69,AE08,8.64703664990791,299.342755009045,right,EL
70,AE08,-10.0974831774384,275.35256059089,right,EL
71,AE08,12.9224548486864,274.940560158861,right,EL
72,AE08,9.5402582552869,287.313632878057,right,EL
73,AE08,12.0057004297371,189.454347721558,right,EL
74,AE08,11.5517129087086,279.547469352069,right,EL
75,AE08,-8.61974282623522,141.355724769985,right,EL
76,AE08,5.679595824328,160.170607454352,right,EL
77,AE08,8.10835880109637,303.833160318087,right,EL
78,AE08,8.43089874333465,301.322565810563,right,EL
79,AE08,-9.99232346437964,203.58333682635,right,EL
80,AE08,5.96018564911627,109.383520381033,right,EL
84,AE08,-10.9222533134896,166.135327303446,right,EL
85,AE08,-6.80384802779206,258.118390099082,right,EL
86,AE08,12.5955625749225,287.948355246526,right,EL
87,AE08,2.80317496810129,129.707403712757,right,EL
88,AE08,-6.55505275712823,95.0715730694336,right,EL
90,AE08,-5.49397198245089,215.626298667475,right,EL
91,AE08,-10.9298352064515,310.127841384888,right,EL
92,AE08,6.32028206445888,268.266186411384,right,EL
93,AE08,8.3949723223831,333.917870510079,right,EL
94,AE08,-7.07329432612524,284.926796232006,right,EL
95,AE08,-5.72281169045141,260.031319341644,right,EL
96,AE08,-10.074658578069,169.550719258761,right,EL
97,AE08,10.6499516197989,244.959105547845,right,EL
98,AE08,3.90645373576408,73.0952607847363,right,EL
100,AE08,9.22708743464372,316.659690263822,right,EL
101,AE08,-4.89727425973228,190.426524643407,right,EL
102,AE08,-8.2467977753651,294.500096640583,right,EL
103,AE08,-5.29296447486308,150.905168123675,right,EL
104,AE08,8.63114602749281,269.312692010397,right,EL
106,AE08,8.18670925769639,302.559485086562,right,EL
107,AE08,-10.2474488390148,224.553900288126,right,EL
108,AE08,-7.6843089389736,236.134137613838,right,EL
109,AE08,-11.2858349423179,326.154938955316,right,EL
110,AE08,-7.87639484872142,281.55756231898,right,EL
111,AE08,8.56615320073517,290.857420283168,right,EL
113,AE08,-10.8219798323212,298.921822693335,right,EL
114,AE08,7.58508350011031,221.237190003084,right,EL
116,AE08,-7.51573786704617,259.312613566399,right,EL
117,AE08,11.076011276135,237.115484193888,right,EL
118,AE08,-7.10946864940764,137.808260427599,right,EL
120,AE08,8.8301937275531,281.499230362596,right,EL
121,AE08,-5.01833626321002,184.434955561475,right,EL
122,AE08,2.63269873099989,145.6789763653,right,EL
123,AE08,-10.4245179094721,111.149133540577,right,EL
124,AE08,-6.80736040502537,161.292134885446,right,EL
126,AE08,-4.1329498264792,165.479880315852,right,EL
127,AE08,13.3670912627288,197.290588669837,right,EL
128,AE08,-1.13638331215,81.3760938715051,right,EL
129,AE08,-2.90127213278905,98.2045146311463,right,EL
130,AE08,-3.77910423453544,163.474722199472,right,EL
131,AE08,10.2576413506444,179.221511910963,right,EL
132,AE08,-2.45963802514137,111.020057500996,right,EL
133,AE08,-7.85022814315216,220.624421226079,right,EL
134,AE08,11.1326760652403,274.420400354645,right,EL
135,AE08,-7.84815934783904,264.23959135324,right,EL
136,AE08,11.772678875917,313.153502003406,right,EL
137,AE08,-2.41179726778768,135.471815466987,right,EL
138,AE08,-7.408825841604,268.788424628081,right,EL
139,AE08,-6.90291439229505,266.399734855025,right,EL
140,AE08,12.9247130576233,244.671560398679,right,EL
141,AE08,11.7388314527171,288.23073375377,right,EL
142,AE08,2.12255462256485,107.025018293872,right,EL
145,AE08,-5.06625084008308,217.80771697636,right,EL
146,AE08,-9.46667363900579,303.925848801164,right,EL
147,AE08,-8.62242059603204,269.986095365535,right,EL
148,AE08,2.03530127010187,102.757184073846,right,EL
149,AE08,6.35021006210855,238.703166079451,right,EL
150,AE08,2.35669075694135,84.6966052998268,right,EL
151,AE08,5.4565078175947,145.851275701198,right,EL
153,AE08,5.23003793604213,230.13037138318,right,EL
154,AE08,-4.41735202660907,198.240470936477,right,EL
155,AE08,-2.50593063695493,136.091952741309,right,EL
156,AE08,-2.23092281752277,138.338184934301,right,EL
157,AE08,-1.94565483887757,115.934788827222,right,EL
158,AE08,-7.26374175358333,175.114903574231,right,EL
159,AE08,-6.47744904322946,204.863369724681,right,EL
160,AE08,11.893182961068,355.827339063345,right,EL
161,AE08,8.81658235726679,255.298483853797,right,EL
162,AE08,2.65389849680909,168.611912751873,right,EL
163,AE08,-6.72616786215973,273.074519696026,right,EL
164,AE08,-7.21565283497418,234.656226992469,right,EL
165,AE08,8.24677687541674,308.475412520986,right,EL
166,AE08,-10.4638002847782,317.350289547331,right,EL
167,AE08,5.39820985744798,254.425506114431,right,EL
168,AE08,-10.384227001355,314.961914573582,right,EL
169,AE08,7.05062855505254,258.001717797043,right,EL
170,AE08,-10.7813223059859,265.474564544157,right,EL
171,AE08,-4.69184966990189,174.976855776826,right,EL
172,AE08,5.22081774160751,195.07215925392,right,EL
174,AE08,12.6290272874877,347.578527986876,right,EL
0,AE09,4.753934656,223.5736001,right,EL
1,AE09,2.617245824,160.960065,right,EL
2,AE09,-10.78018498,351.8870011,right,EL
3,AE09,5.141809533,246.0879871,right,EL
4,AE09,-11.24871681,359.8010634,right,EL
5,AE09,9.557838612,320.2297667,right,EL
6,AE09,4.311824202,233.7241411,right,EL
7,AE09,10.27345438,331.917689,right,EL
8,AE09,-12.69569653,378.3392303,right,EL
9,AE09,8.495487624,289.3821661,right,EL
10,AE09,-11.63337264,368.6555531,right,EL
11,AE09,9.960424002,317.0171927,right,EL
12,AE09,7.022221726,284.5563517,right,EL
13,AE09,-10.16750086,354.3052182,right,EL
14,AE09,2.292093459,153.8691695,right,EL
15,AE09,4.650185382,243.0718826,right,EL
16,AE09,2.275936736,149.9808412,right,EL
17,AE09,-2.781991157,159.768464,right,EL
18,AE09,-11.41008382,362.28169,right,EL
19,AE09,9.807056211,312.0375556,right,EL
20,AE09,8.820581551,302.2139412,right,EL
21,AE09,4.516384169,228.4752401,right,EL
22,AE09,7.079667742,269.5796335,right,EL
23,AE09,9.378942407,317.6745665,right,EL
24,AE09,9.33836302,304.450374,right,EL
25,AE09,-8.852696582,338.2506168,right,EL
26,AE09,-8.834347126,312.9042184,right,EL
27,AE09,4.704669518,241.6566538,right,EL
28,AE09,2.503854633,142.3625331,right,EL
29,AE09,-11.37868718,355.5831992,right,EL
30,AE09,4.712621278,229.2645423,right,EL
31,AE09,-3.006944668,159.4076166,right,EL
32,AE09,-8.366366631,317.6012001,right,EL
33,AE09,-5.20703232,241.5612312,right,EL
34,AE09,7.940419477,294.1788008,right,EL
35,AE09,-8.570016398,319.7841926,right,EL
36,AE09,4.826439101,243.5944121,right,EL
37,AE09,2.574722201,164.7414027,right,EL
38,AE09,-2.818014575,166.0537704,right,EL
39,AE09,9.672216142,328.2869484,right,EL
40,AE09,-9.137327955,327.3036589,right,EL
41,AE09,-11.60792273,372.9595926,right,EL
42,AE09,-5.288166303,198.2615626,right,EL
43,AE09,-9.102220149,324.8077265,right,EL
44,AE09,7.012957707,277.4189649,right,EL
45,AE09,10.77646663,294.3848403,right,EL
46,AE09,-2.593485424,150.8826218,right,EL
47,AE09,-11.32066502,360.490676,right,EL
48,AE09,7.392593199,285.3579579,right,EL
49,AE09,7.425986284,268.8352415,right,EL
51,AE09,9.194342229,308.2914945,right,EL
52,AE09,-8.277625901,297.2950112,right,EL
53,AE09,-6.023129269,206.9197478,right,EL
54,AE09,9.986698513,309.1863999,right,EL
55,AE09,-2.380494308,145.1779837,right,EL
56,AE09,10.31115861,309.159974,right,EL
57,AE09,10.02373057,306.1256765,right,EL
58,AE09,-5.204970301,235.1307925,right,EL
59,AE09,4.113371556,200.1946935,right,EL
60,AE09,-11.42823429,334.8833574,right,EL
61,AE09,-4.86938541,244.1653274,right,EL
62,AE09,7.677616361,161.3880666,right,EL
63,AE09,-8.657318789,323.3700058,right,EL
64,AE09,-10.63215588,339.802736,right,EL
65,AE09,-6.052716775,267.2626216,right,EL
66,AE09,7.209410295,283.8195887,right,EL
67,AE09,-8.973670528,317.2296557,right,EL
68,AE09,-11.36313145,318.7704416,right,EL
69,AE09,6.395837237,257.1114056,right,EL
70,AE09,-11.60109304,333.2360013,right,EL
71,AE09,9.553652794,316.5313676,right,EL
72,AE09,10.07850551,328.7910942,right,EL
73,AE09,9.929567977,303.2603604,right,EL
74,AE09,9.278379064,286.5888181,right,EL
75,AE09,-7.66910435,255.5909624,right,EL
76,AE09,4.376456118,174.2330354,right,EL
77,AE09,7.062032939,249.9029126,right,EL
78,AE09,7.483657734,291.3638941,right,EL
79,AE09,-9.889293191,237.7263269,right,EL
80,AE09,8.839828452,280.870879,right,EL
81,AE09,-10.21615292,318.2036258,right,EL
82,AE09,9.247661362,296.9025538,right,EL
83,AE09,9.68412288,285.8210979,right,EL
84,AE09,-10.70648456,284.7243813,right,EL
85,AE09,-7.940677736,264.3935469,right,EL
86,AE09,10.78410615,342.0098224,right,EL
87,AE09,4.795953527,197.723018,right,EL
88,AE09,-4.681173595,194.333659,right,EL
89,AE09,-11.45848406,367.9700455,right,EL
90,AE09,-4.955512881,175.7422869,right,EL
91,AE09,-12.25227863,345.2135915,right,EL
92,AE09,4.224796149,175.1760455,right,EL
93,AE09,7.316232233,279.8910594,right,EL
94,AE09,-7.806266721,289.6493799,right,EL
95,AE09,-5.375365437,212.086725,right,EL
96,AE09,-3.521984986,145.4926453,right,EL
97,AE09,7.884276015,207.5942354,right,EL
98,AE09,7.403287227,284.4527894,right,EL
100,AE09,6.955084644,274.4553606,right,EL
102,AE09,-6.990341087,222.0919415,right,EL
103,AE09,-5.355403858,229.2969625,right,EL
104,AE09,6.933588626,225.7159484,right,EL
105,AE09,6.911920388,223.647661,right,EL
106,AE09,6.601080077,180.5579794,right,EL
107,AE09,-11.04559564,350.5831493,right,EL
108,AE09,-7.05865598,104.8059912,right,EL
109,AE09,-11.84320466,348.8638692,right,EL
110,AE09,-9.475007277,347.9878466,right,EL
111,AE09,7.298659089,282.1472446,right,EL
112,AE09,-7.613351476,259.7496779,right,EL
113,AE09,-12.06000466,349.2077925,right,EL
114,AE09,6.752820169,257.0859049,right,EL
115,AE09,8.480295059,278.9752144,right,EL
116,AE09,-7.586241596,282.7045216,right,EL
117,AE09,9.959840198,310.8562932,right,EL
118,AE09,-9.268278399,339.6600329,right,EL
119,AE09,9.845045232,305.6036906,right,EL
120,AE09,6.021811685,230.5056689,right,EL
122,AE09,2.356604604,144.3354037,right,EL
123,AE09,-10.63570967,360.6855258,right,EL
124,AE09,-8.665944716,283.1100499,right,EL
125,AE09,-4.741302967,199.2506867,right,EL
126,AE09,-4.945368889,227.3603201,right,EL
127,AE09,11.14351171,329.2593395,right,EL
128,AE09,-1.794323175,124.6115217,right,EL
129,AE09,-2.22555478,127.5534983,right,EL
130,AE09,-4.313327698,128.0326429,right,EL
131,AE09,7.993384208,297.003753,right,EL
132,AE09,-1.677654413,116.3339771,right,EL
133,AE09,-7.940918344,259.945345,right,EL
134,AE09,10.22847029,230.3960088,right,EL
135,AE09,-8.161559935,292.3361582,right,EL
136,AE09,10.15558137,341.6383838,right,EL
137,AE09,-2.174037691,119.8890289,right,EL
138,AE09,-7.38034482,234.6417029,right,EL
139,AE09,-9.716208835,359.9362213,right,EL
140,AE09,9.118330327,309.4023386,right,EL
141,AE09,9.256003107,309.3517979,right,EL
142,AE09,2.325575846,145.4110449,right,EL
143,AE09,1.641456401,120.2582788,right,EL
144,AE09,4.594423345,222.4817685,right,EL
145,AE09,-5.353186545,238.7269582,right,EL
146,AE09,-11.46839947,359.7695809,right,EL
147,AE09,-8.110146486,298.7371865,right,EL
148,AE09,2.071732498,135.4903146,right,EL
149,AE09,7.251349686,279.5092417,right,EL
150,AE09,2.640029401,163.9978549,right,EL
151,AE09,4.519533276,222.9027926,right,EL
152,AE09,9.367767798,313.0329208,right,EL
153,AE09,4.733845366,215.2376686,right,EL
154,AE09,-4.286627399,222.0224381,right,EL
155,AE09,-2.315503185,132.25109,right,EL
156,AE09,-1.825224744,69.50183885,right,EL
157,AE09,-2.144794693,113.9717786,right,EL
158,AE09,-8.205114464,220.978482,right,EL
159,AE09,-9.037491977,279.0083935,right,EL
160,AE09,9.273303305,304.4881579,right,EL
161,AE09,7.067063708,282.9828338,right,EL
162,AE09,2.405379548,120.8023926,right,EL
163,AE09,-7.081556114,243.5541795,right,EL
164,AE09,-8.19901807,314.8158372,right,EL
165,AE09,4.593341815,159.0503613,right,EL
166,AE09,-9.928444446,197.1197082,right,EL
167,AE09,5.43066914,253.7903418,right,EL
168,AE09,-10.86701319,363.3679553,right,EL
169,AE09,6.083218711,228.354145,right,EL
170,AE09,-11.11574636,322.4509487,right,EL
171,AE09,-4.31872486,170.5626063,right,EL
172,AE09,5.042884524,230.6789394,right,EL
173,AE09,6.866556896,251.1830306,right,EL
174,AE09,9.450444873,311.043064,right,EL
0,AE10,5.309636592,209.1122554,right,EL
1,AE10,2.237349088,123.8848968,right,EL
2,AE10,-9.282399954,228.2072621,right,EL
3,AE10,5.254567524,199.9508346,right,EL
4,AE10,-9.959523544,229.8217184,right,EL
5,AE10,10.65909765,281.3647457,right,EL
6,AE10,5.209239726,207.3457702,right,EL
7,AE10,10.20499639,262.9949169,right,EL
8,AE10,-10.38603838,238.2185956,right,EL
9,AE10,10.04708883,276.172791,right,EL
10,AE10,-10.6388662,243.6228877,right,EL
11,AE10,9.921880624,260.1280054,right,EL
12,AE10,7.628144035,244.6399511,right,EL
13,AE10,-10.04340377,238.3669041,right,EL
14,AE10,2.186819282,112.6733284,right,EL
15,AE10,4.274422024,191.4763471,right,EL
16,AE10,2.31409278,125.7633834,right,EL
17,AE10,-2.131455218,101.7499534,right,EL
18,AE10,-11.00327879,232.7086117,right,EL
19,AE10,10.34349086,263.8648955,right,EL
21,AE10,5.266260561,201.6846901,right,EL
23,AE10,9.527658652,262.8970343,right,EL
24,AE10,10.48814406,269.7990421,right,EL
25,AE10,-7.952192768,194.1124478,right,EL
26,AE10,-7.740391306,174.3340654,right,EL
28,AE10,2.181783231,114.4839637,right,EL
29,AE10,-10.01567536,240.8127104,right,EL
30,AE10,5.098708962,208.9025729,right,EL
31,AE10,-2.576335437,129.8344382,right,EL
32,AE10,-6.981832259,195.0825022,right,EL
33,AE10,-4.855438319,167.7130664,right,EL
34,AE10,7.262896894,221.3120801,right,EL
35,AE10,-7.243495885,180.1968616,right,EL
36,AE10,5.077252809,201.544084,right,EL
37,AE10,1.99477655,126.5794062,right,EL
38,AE10,-2.677663068,103.5955097,right,EL
41,AE10,-10.02558218,212.9581705,right,EL
42,AE10,-4.517202623,160.125814,right,EL
43,AE10,-7.453891141,208.7418254,right,EL
44,AE10,7.009581039,228.9707936,right,EL
45,AE10,11.23398319,251.3516744,right,EL
47,AE10,-9.641675297,209.5144286,right,EL
48,AE10,7.037504177,175.4320364,right,EL
49,AE10,6.819164355,222.4708775,right,EL
51,AE10,10.12469801,270.8565984,right,EL
52,AE10,-6.960832832,174.5682509,right,EL
53,AE10,-5.603361713,161.6857198,right,EL
54,AE10,9.521410648,210.3860795,right,EL
55,AE10,-2.697344525,115.4964976,right,EL
56,AE10,10.77944042,277.4427598,right,EL
59,AE10,5.025523489,205.204116,right,EL
60,AE10,-9.585255978,208.7089278,right,EL
61,AE10,-4.792391921,167.6288725,right,EL
63,AE10,-7.410993842,206.2203446,right,EL
64,AE10,-9.876573875,224.8004526,right,EL
65,AE10,-4.928468369,166.0912864,right,EL
66,AE10,7.016669654,222.647669,right,EL
67,AE10,-7.029760376,192.2004865,right,EL
68,AE10,-9.223218462,220.0864903,right,EL
69,AE10,6.959439495,221.8060751,right,EL
70,AE10,-8.775736779,189.6980105,right,EL
71,AE10,7.754755017,235.7064657,right,EL
72,AE10,10.16473497,251.6677457,right,EL
73,AE10,10.06011358,243.0466205,right,EL
74,AE10,9.953187087,260.6790696,right,EL
75,AE10,-6.422522503,174.122729,right,EL
76,AE10,5.226691157,204.7880931,right,EL
77,AE10,7.4897437,221.4401613,right,EL
78,AE10,7.425842996,227.2013657,right,EL
79,AE10,-9.687519154,214.0281941,right,EL
80,AE10,10.44373783,262.0112162,right,EL
81,AE10,-9.318507517,218.3771473,right,EL
82,AE10,9.68390518,262.2296046,right,EL
83,AE10,9.378190223,257.4358643,right,EL
84,AE10,-9.290709264,225.9161541,right,EL
86,AE10,10.25443388,245.3068504,right,EL
87,AE10,4.799055851,190.0431344,right,EL
89,AE10,-8.886793521,197.2031415,right,EL
90,AE10,-4.48294947,152.1931532,right,EL
91,AE10,-10.37922913,242.8927252,right,EL
92,AE10,4.345254962,178.0460672,right,EL
94,AE10,-7.103383673,187.2746115,right,EL
95,AE10,-4.579295688,157.0822233,right,EL
97,AE10,10.03703184,256.3421047,right,EL
98,AE10,6.731312157,206.8834914,right,EL
100,AE10,6.925535053,228.1856893,right,EL
101,AE10,-4.588256191,156.6824657,right,EL
102,AE10,-6.884794651,184.7338881,right,EL
103,AE10,-4.608111356,154.347456,right,EL
104,AE10,7.522326967,215.3475661,right,EL
105,AE10,7.116838485,219.4047587,right,EL
106,AE10,6.916805233,216.2906977,right,EL
107,AE10,-9.206529281,207.5955788,right,EL
108,AE10,-6.798945544,186.2508975,right,EL
109,AE10,-9.308987335,199.3346546,right,EL
110,AE10,-6.663947962,186.4913967,right,EL
111,AE10,7.149978099,210.8156189,right,EL
113,AE10,-9.11317964,186.4859237,right,EL
115,AE10,9.508259336,249.8913033,right,EL
116,AE10,-6.85695111,176.1771277,right,EL
117,AE10,9.26314889,256.2188587,right,EL
118,AE10,-6.686332166,162.1462737,right,EL
120,AE10,7.325213006,227.8963641,right,EL
122,AE10,2.001968949,119.1975893,right,EL
123,AE10,-9.521193091,228.6021618,right,EL
124,AE10,-6.924436173,179.4431448,right,EL
125,AE10,-4.42307698,154.752254,right,EL
126,AE10,-4.283986606,135.4858237,right,EL
127,AE10,10.86923376,248.699517,right,EL
128,AE10,-2.50811424,103.2929227,right,EL
129,AE10,-2.222774438,90.88251923,right,EL
130,AE10,-4.475410751,142.9348319,right,EL
132,AE10,-2.311291714,110.0582666,right,EL
133,AE10,-6.639079564,184.2158125,right,EL
135,AE10,-6.909192553,176.2447182,right,EL
136,AE10,9.186535042,253.4204921,right,EL
137,AE10,-2.175632234,111.5891989,right,EL
138,AE10,-6.951366905,189.8233534,right,EL
139,AE10,-6.826573548,179.777392,right,EL
140,AE10,9.723800035,256.804888,right,EL
142,AE10,1.639689779,108.5772051,right,EL
143,AE10,1.835445988,110.8337197,right,EL
144,AE10,3.96649359,182.8332679,right,EL
145,AE10,-4.935130317,154.3696691,right,EL
146,AE10,-9.290016524,215.2398397,right,EL
148,AE10,1.918433673,121.5557362,right,EL
149,AE10,7.55564394,239.352959,right,EL
150,AE10,2.142065562,117.4662071,right,EL
151,AE10,5.133578366,178.0673205,right,EL
153,AE10,4.745392742,184.8468189,right,EL
154,AE10,-4.334672875,153.4608257,right,EL
155,AE10,-2.195501361,112.7244714,right,EL
156,AE10,-2.362897115,96.51747378,right,EL
157,AE10,-2.249563979,111.2878819,right,EL
158,AE10,-7.234436029,206.9996683,right,EL
159,AE10,-7.238878875,195.4696233,right,EL
160,AE10,11.36225977,256.4852066,right,EL
161,AE10,6.753904099,228.8876089,right,EL
163,AE10,-7.002406598,183.3161142,right,EL
165,AE10,7.215008449,222.0515588,right,EL
166,AE10,-9.780016341,209.1302974,right,EL
167,AE10,4.782911925,189.3002608,right,EL
168,AE10,-8.301931118,208.3335286,right,EL
170,AE10,-9.798300637,223.9522312,right,EL
171,AE10,-4.758217352,164.1303593,right,EL
172,AE10,4.188559837,180.0967309,right,EL
173,AE10,6.587277179,190.1193938,right,EL
174,AE10,9.95051587,235.8868571,right,EL
0,AE11,5.181162728,247.0456358,right,EL
1,AE11,2.633602824,168.8150249,right,EL
2,AE11,-10.8796363,379.1695695,right,EL
3,AE11,3.981790473,210.4523683,right,EL
4,AE11,-10.23643762,377.1925254,right,EL
5,AE11,11.23604922,385.7824398,right,EL
6,AE11,4.475910505,215.780607,right,EL
7,AE11,10.66756341,380.3796727,right,EL
8,AE11,-11.95542299,430.0920785,right,EL
9,AE11,9.773800574,334.1061219,right,EL
10,AE11,-10.85897408,348.5813651,right,EL
11,AE11,9.853698951,365.0620238,right,EL
12,AE11,7.141024656,290.6913913,right,EL
13,AE11,-10.29699978,392.0782359,right,EL
14,AE11,2.202789492,130.1339031,right,EL
15,AE11,5.370152677,249.3001483,right,EL
16,AE11,1.899536641,118.7378076,right,EL
17,AE11,-3.073416567,174.5921162,right,EL
18,AE11,-10.01897205,361.1069377,right,EL
19,AE11,9.797315413,370.1198718,right,EL
20,AE11,5.882789054,279.800114,right,EL
21,AE11,5.372675616,250.9422131,right,EL
22,AE11,7.039007943,271.6096333,right,EL
23,AE11,10.33099383,357.0017206,right,EL
24,AE11,9.508978704,345.7123827,right,EL
25,AE11,-8.871076088,344.0308682,right,EL
26,AE11,-8.235095344,341.9872167,right,EL
